ST_CASE,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
390905,0,0,0,0,0,0,0,0,6,14
390906,0,0,0,0,0,0,0,0,0,0
390907,0,0,4,0,5,33,3,0,0,0
390908,23,23,23,23,23,23,23,23,23,23
390909,19,19,19,19,19,19,19,19,19,19
390910,0,0,0,0,0,0,0,0,0,0
390911,0,0,23,0,22,0,0,27,3,0
390912,7,0,0,2,2,0,0,0,2,0
390913,0,0,0,0,0,0,0,0,0,0
390914,10,10,10,10,10,10,10,10,10,35
390915,0,0,0,0,0,0,0,0,2,0
390916,0,2,0,0,0,0,0,0,0,0
390917,0,0,0,0,0,0,0,0,0,0
390918,0,0,0,0,0,0,0,0,0,0
390919,18,18,18,18,18,18,18,18,18,18
390920,0,0,0,0,0,21,0,0,0,0
390921,7,16,8,7,17,7,7,7,7,7
390922,14,0,33,9,17,22,0,20,0,19
390923,10,10,10,10,10,10,10,10,10,10
390924,4,4,4,4,4,4,4,4,4,4
390925,40,40,40,40,40,40,40,40,40,40
390926,21,21,21,21,21,21,21,21,21,21
390927,0,0,0,0,0,0,0,0,0,0
390928,0,0,0,0,0,0,0,0,0,0
390929,5,5,5,5,5,5,5,5,5,5
390930,22,22,22,22,22,22,22,22,22,22
390931,5,25,0,0,22,0,0,5,17,27
390932,0,0,0,0,0,0,0,0,0,0
390933,9,0,0,0,0,0,0,0,0,0
390934,0,0,0,0,0,0,0,0,0,0
390935,7,7,7,7,7,7,7,7,7,7
390936,10,10,5,11,27,10,6,20,9,3
390937,23,23,23,23,23,33,23,23,23,23
390938,17,5,0,0,0,0,11,17,0,0
390939,0,0,20,15,12,10,19,17,0,6
390940,21,21,21,21,21,21,21,21,21,21
390941,0,0,0,0,0,0,0,0,0,0
390942,3,3,3,3,3,3,3,3,3,3
390943,13,13,13,13,13,13,13,13,13,13
390944,0,0,0,20,0,4,0,0,0,0
390945,0,0,0,0,0,17,25,16,0,3
390946,26,26,26,26,26,26,26,26,26,26
390947,11,11,11,12,19,11,11,11,11,11
390948,0,0,0,0,0,0,0,0,0,0
390949,0,0,0,35,21,0,0,0,0,0
390950,2,2,2,2,2,2,2,2,2,2
390951,0,0,0,0,0,0,0,0,0,0
390952,0,0,0,0,0,0,0,0,0,0
390953,4,0,0,0,0,0,0,0,0,0
390954,26,26,26,28,26,31,26,26,26,26
390955,0,15,0,0,0,0,0,13,0,0
390956,0,0,5,0,0,11,0,0,27,0
390957,0,15,17,0,0,15,10,0,14,15
390958,0,0,0,0,0,0,0,35,0,0
390959,13,0,6,0,16,21,0,7,0,0
390960,0,0,0,0,0,0,0,0,0,0
390961,0,0,16,0,6,0,0,0,0,0
390962,0,0,14,11,0,15,15,4,14,22
390964,0,0,0,0,0,0,0,0,0,0
390965,0,0,0,0,0,0,0,0,0,0
390966,37,0,9,8,0,7,0,17,27,0
390967,1,1,1,1,1,1,1,1,1,1
390968,0,0,19,33,9,0,17,0,0,0
390969,0,0,0,0,0,0,0,0,0,0
390970,19,0,7,0,0,0,3,6,16,6
390971,28,16,33,25,16,23,16,28,16,22
390972,0,0,0,5,19,0,0,0,29,0
390973,21,0,0,10,0,0,0,0,0,23
390974,7,7,7,7,7,7,7,7,7,7
390975,9,0,0,18,2,0,0,0,0,0
390976,0,0,0,0,0,0,11,0,0,12
390977,0,0,0,0,0,0,0,0,0,0
390978,5,0,0,2,0,0,0,0,0,0
390979,0,0,0,0,27,0,0,4,0,0
390980,0,0,0,0,0,0,13,21,5,0
390981,0,0,0,0,0,0,9,0,21,0
390982,0,0,0,0,0,0,0,0,0,0
390983,0,0,0,11,0,0,0,0,0,0
390984,26,26,26,26,26,26,26,26,26,26
390985,2,2,2,2,2,2,2,2,6,2
390986,12,12,12,12,12,12,12,12,12,12
390987,0,0,0,0,0,0,0,0,0,0
390988,0,0,0,0,0,0,0,0,0,0
390989,0,0,0,0,0,0,0,0,0,0
390990,0,0,0,0,0,12,0,0,0,6
390991,0,0,0,0,0,0,0,0,0,0
390992,0,7,0,0,0,0,0,0,0,0
390993,16,16,16,16,16,16,16,16,16,16
390994,0,0,0,0,0,0,0,0,0,0
390995,0,0,0,0,0,0,0,0,0,0
390996,15,15,15,21,15,15,15,15,15,15
390997,16,0,0,0,0,30,0,0,0,0
390998,0,0,0,0,0,5,0,0,0,0
390999,0,0,0,0,0,0,0,0,0,0
391000,0,0,0,11,0,0,0,0,20,0
391001,0,0,0,0,0,0,0,0,0,0
391002,31,31,31,31,31,31,31,31,31,31
391003,0,0,0,0,0,0,0,0,0,0
391004,0,0,0,6,0,0,0,0,0,0
391005,22,0,0,0,22,35,0,0,0,0
391006,19,19,19,19,19,19,19,19,19,19
391007,0,0,0,0,0,0,0,0,0,0
391008,17,17,17,17,17,17,17,17,17,17
391009,18,18,18,18,18,18,18,18,18,18
391010,0,13,0,0,0,0,0,0,11,0
391011,11,11,0,0,8,0,0,0,0,30
391012,0,23,0,0,0,0,16,16,0,0
391013,0,0,0,0,17,0,0,0,0,5
391014,25,13,0,12,22,21,18,0,0,17
391015,0,0,0,0,0,0,0,0,0,0
391016,0,0,0,0,7,0,0,0,0,0
391017,0,0,0,0,0,0,0,0,0,0
391018,26,26,26,26,26,26,26,26,26,26
391019,18,18,18,18,18,18,18,18,18,18
391020,23,23,23,23,23,23,23,23,23,23
391021,22,22,22,22,22,22,22,22,22,22
391022,0,0,0,0,0,11,0,0,0,0
391023,17,11,11,16,11,11,11,11,11,11
391024,0,13,29,0,14,23,24,15,0,11
391025,19,19,19,19,19,19,19,19,19,19
391026,0,0,0,6,0,14,0,13,0,0
391027,8,0,0,0,17,25,9,0,18,12
391028,0,0,0,0,0,0,0,0,0,0
391029,0,9,6,0,0,0,8,0,0,0
391030,4,4,4,19,14,4,4,4,4,4
391031,0,0,0,0,0,0,0,0,0,0
391032,0,0,0,0,0,0,0,0,0,0
391033,33,33,33,33,33,33,33,33,33,33
391034,14,14,14,14,14,14,14,14,14,14
391035,22,22,22,22,22,22,22,22,22,22
391036,0,0,0,0,0,0,0,0,0,0
391037,18,18,28,35,18,18,18,18,18,18
391038,0,0,4,4,27,0,0,7,18,0
391039,0,0,0,0,0,0,0,0,0,0
391040,0,0,0,0,0,0,0,0,0,0
391041,0,0,0,0,0,0,0,0,0,0
391042,21,21,21,21,21,21,21,21,21,21
391043,9,9,9,9,9,9,9,9,9,9
391044,22,22,22,22,22,22,22,22,22,22
391045,0,0,6,15,14,0,0,0,0,0
391046,0,0,0,0,0,0,0,0,0,0
391047,0,0,0,0,0,0,0,0,0,0
391048,0,28,16,0,0,0,18,11,11,0
391049,24,24,24,24,24,24,24,24,24,24
391050,0,0,9,0,0,10,0,0,0,0
391051,0,0,0,0,0,0,0,0,13,0
391052,0,0,0,6,0,0,12,0,0,0
391053,0,0,0,0,0,0,0,0,0,0
391054,10,10,10,10,10,10,10,10,10,10
391055,0,0,9,0,0,0,0,0,0,0
391056,19,19,19,19,19,19,19,19,19,19
391057,0,20,14,0,0,11,0,7,0,0
391058,0,0,0,0,0,0,0,0,0,0
391059,6,6,6,6,6,6,6,6,6,6
391060,20,20,20,20,20,20,20,20,20,20
391061,0,0,0,0,0,0,0,0,0,0
391062,0,0,0,0,0,0,0,0,0,0
391063,36,36,36,36,36,36,36,36,36,36
391064,0,18,0,0,17,15,0,0,0,19
391065,0,0,0,0,0,0,0,0,0,0
391066,13,13,13,13,15,13,19,13,13,13
391067,0,0,0,0,13,23,0,0,7,0
391069,21,21,21,21,21,21,21,21,21,21
391070,0,21,0,0,0,0,23,0,8,14
391071,0,27,35,0,20,0,0,19,0,0
391072,7,7,7,7,7,7,7,7,7,7
391073,24,24,24,24,24,24,24,24,24,24
391074,15,0,0,3,11,18,0,23,12,16
391075,0,0,0,0,0,0,0,0,0,0
391076,27,7,35,4,14,4,20,4,4,4
391077,0,0,0,0,0,0,0,0,0,0
391078,23,23,23,23,23,23,23,23,23,23
391079,0,20,0,18,0,22,0,0,12,16
391080,0,0,0,0,43,0,25,0,14,0
391081,30,30,30,30,30,30,30,30,30,30
391082,15,22,22,0,10,0,0,21,0,0
391083,0,0,14,0,0,0,18,0,0,0
391084,0,13,0,20,0,0,0,0,0,8
391085,0,19,37,26,0,25,0,11,0,0
391086,15,15,38,15,15,15,15,15,15,16
391087,13,13,13,13,13,13,13,13,13,13
391088,0,0,0,13,20,0,0,0,0,0
391089,0,0,0,0,0,0,0,0,0,0
391090,15,14,22,22,10,12,14,13,25,9
391091,0,4,0,0,0,8,0,20,0,0
391092,2,2,2,2,2,2,2,2,2,2
391093,9,0,0,0,0,0,8,0,12,33
391094,13,21,19,27,13,14,18,24,12,21
391095,0,0,0,0,0,0,0,0,0,0
391096,0,0,0,0,0,0,0,0,0,0
391097,29,29,29,29,29,29,29,29,29,29
391098,23,14,23,11,13,16,9,24,23,19
391099,0,0,0,0,0,0,0,0,0,0
391100,31,25,24,0,16,0,7,17,41,0
391101,3,4,0,32,19,0,8,0,0,0
391102,15,0,0,0,0,0,0,0,0,0
391103,0,0,27,0,0,0,11,0,23,0
391104,0,16,29,0,25,0,0,0,25,0
391105,24,29,0,19,69,10,14,12,26,5
391106,11,11,11,11,11,11,11,11,11,11
391107,13,0,35,0,0,0,0,0,0,0
391108,0,0,0,22,0,14,0,0,0,5
391109,21,0,0,9,0,0,0,19,21,25
391110,15,15,15,15,15,15,15,15,15,15
391111,9,9,9,9,9,9,9,9,11,9
391112,17,0,0,26,0,0,5,17,0,27
391113,28,28,28,28,28,28,28,28,28,28
391115,0,0,0,0,0,0,23,14,0,0
391116,0,0,11,0,0,6,0,0,0,0
391117,0,0,0,0,0,0,0,0,0,0
391118,0,0,0,0,0,0,0,0,0,0
391119,0,0,6,15,0,17,28,0,0,0
391120,38,0,7,0,0,0,0,0,0,0
391121,0,0,0,0,0,0,0,0,0,0
391122,19,19,19,19,19,19,19,47,19,19
391123,0,17,10,0,0,0,0,0,0,0
391124,0,24,0,0,0,0,0,3,0,0
391125,35,0,0,0,0,0,0,0,0,0
391126,0,0,0,22,0,14,0,19,17,0
391127,0,0,0,0,0,0,0,0,0,0
391128,21,21,21,21,21,21,21,21,21,21
391129,0,0,0,0,0,0,0,0,0,0
391130,0,0,18,16,22,9,0,14,0,0
391131,0,0,0,0,0,0,0,0,0,0
391132,0,0,0,0,0,0,0,0,0,0
391133,13,13,13,13,13,13,13,13,13,13
391134,0,0,0,0,0,0,0,0,0,0
391135,3,3,3,3,3,3,3,3,3,3
391136,15,34,31,29,20,13,23,12,20,39
391137,0,0,0,0,0,0,0,0,0,0
391138,2,2,2,2,13,2,2,2,2,2
391139,32,18,33,18,18,18,18,18,18,18
391140,0,16,10,0,16,7,0,37,0,9
391141,5,5,5,5,5,5,5,5,5,5
391142,0,0,0,0,0,0,0,0,0,0
391143,0,0,0,0,0,0,0,0,0,0
391144,0,0,0,0,0,0,0,0,0,0
391145,0,0,0,0,0,0,0,0,0,0
391146,23,0,0,8,32,25,0,8,18,0
391147,0,0,0,0,0,11,0,32,0,0
391148,23,23,23,23,23,23,23,23,39,23
391149,0,0,0,0,0,0,0,0,0,0
391150,13,13,13,13,13,13,13,13,13,13
391151,0,0,0,0,0,0,0,9,0,0
391152,0,0,15,0,0,23,0,0,0,6
391153,0,0,0,0,0,0,0,0,0,0
391154,29,29,29,29,29,29,29,29,29,29
391155,0,0,0,0,0,0,0,0,0,0
391156,0,16,16,25,35,14,16,24,6,16
391157,32,0,0,0,0,0,0,21,0,0
391159,0,0,0,0,0,0,0,0,0,15
391160,13,13,13,13,13,13,13,13,13,13
391161,0,7,30,0,0,0,0,0,0,0
391162,11,0,17,14,22,0,4,17,6,0
391163,0,0,0,0,0,0,0,0,0,12
391164,0,0,0,0,0,0,0,0,0,0
391165,10,17,0,29,11,22,0,0,0,0
391166,0,0,0,0,0,0,0,0,0,0
391168,0,0,0,0,0,0,0,0,19,0
391169,10,0,0,0,0,0,0,29,0,0
391170,22,0,0,0,0,0,26,11,7,21
391171,0,0,0,0,0,0,0,0,0,0
391172,25,25,37,25,25,25,25,25,25,25
391173,0,15,27,0,0,0,0,0,0,17
391174,0,0,24,0,0,10,0,0,14,14
391175,0,0,0,0,0,0,0,0,0,0
391176,14,30,16,4,0,0,15,0,0,11
391177,0,0,0,0,0,18,0,0,0,0
391178,0,0,0,0,0,0,0,0,0,0
391179,0,0,12,0,0,0,0,0,0,7
391180,0,0,0,0,0,0,0,0,0,0
391181,12,9,0,9,0,11,0,3,0,20
391182,16,16,16,16,16,16,16,16,16,16
391183,0,0,0,0,0,0,0,0,0,0
391184,0,0,0,0,0,0,0,0,0,0
391185,23,23,23,23,23,23,23,23,23,23
391186,29,17,0,0,0,0,0,0,0,0
391187,0,0,0,0,0,0,0,0,0,0
391188,2,2,2,2,2,2,2,2,2,2
391189,22,22,22,22,22,32,22,22,22,22
391190,5,0,0,14,21,14,12,0,0,18
391191,0,12,0,0,0,0,0,0,0,0
391192,25,25,25,25,25,25,25,25,25,25
391193,7,0,0,0,0,0,0,0,0,22
391194,0,0,0,0,0,0,0,0,0,0
391195,0,10,0,0,0,0,0,38,15,0
391196,0,0,0,0,0,0,0,0,0,0
391197,25,22,30,21,25,29,13,20,27,15
391198,0,0,0,0,15,30,0,0,37,18
391199,0,3,0,0,0,0,3,0,0,0
391201,0,0,0,0,0,0,0,0,0,0
391202,28,0,15,0,19,38,12,0,0,0
391203,9,0,0,0,16,16,16,0,29,17
391204,15,15,15,15,15,15,15,15,15,15
391205,0,9,16,0,0,0,0,0,0,0
391206,15,0,0,0,0,0,10,0,0,0
391207,23,24,0,0,0,0,0,24,0,16
391208,0,0,0,0,6,0,0,0,0,0
391209,15,15,15,15,15,15,15,15,15,15
391210,22,22,22,22,22,22,22,22,22,22
391211,29,14,0,0,0,37,0,0,0,0
391212,0,0,0,0,0,0,0,0,0,0
391213,24,0,0,0,0,0,0,0,0,25
391214,0,0,0,0,0,11,0,0,26,17
391215,13,13,13,13,17,13,13,13,13,13
391216,21,21,21,21,21,21,21,21,21,21
391217,27,14,7,15,18,0,31,0,14,0
391218,14,0,6,0,0,17,12,0,0,0
391219,2,13,2,2,34,2,2,2,2,2
391220,16,16,16,16,16,16,16,16,16,16
391221,15,0,0,11,0,0,5,0,0,0
391222,0,0,0,0,0,0,0,0,0,0
391223,0,0,0,0,0,26,24,0,15,0
391224,27,7,33,0,7,14,20,22,16,14
391225,0,0,0,0,0,0,0,0,0,0
391226,21,21,21,21,21,21,21,21,21,21
391227,0,21,0,19,0,0,0,0,0,0
391228,0,6,0,0,10,0,14,0,0,0
391229,0,4,0,0,0,29,0,0,0,26
400001,0,0,0,0,0,0,0,0,0,0
400002,0,0,0,0,0,0,0,0,0,0
400003,0,0,0,0,0,0,0,0,0,0
400004,0,13,0,18,0,0,12,28,0,0
400005,17,17,17,17,17,17,17,17,17,17
400006,0,0,0,0,0,0,0,0,0,0
400007,0,0,0,0,0,0,0,0,0,0
400008,0,0,0,0,0,0,0,0,0,0
400009,0,0,0,0,0,0,0,0,0,0
400010,11,11,11,11,11,11,11,11,11,11
400011,0,0,0,0,0,0,0,0,0,0
400012,0,2,0,0,0,0,0,0,0,0
400013,0,29,23,19,11,15,0,21,22,13
400014,0,5,0,0,8,0,16,0,0,0
400015,0,0,0,0,0,0,0,0,0,0
400016,8,8,8,8,8,8,8,8,8,8
400017,0,0,0,0,0,0,0,0,0,0
400018,0,0,8,0,0,0,0,0,0,0
400019,0,0,0,0,0,0,0,0,0,0
400020,15,29,15,15,15,15,25,15,19,15
400021,0,0,0,0,0,0,0,0,0,0
400022,13,13,13,13,13,13,13,13,13,13
400023,2,2,2,2,2,2,2,2,21,2
400024,0,0,0,13,0,16,0,0,0,0
400025,25,25,25,25,25,25,25,25,25,25
400026,0,0,0,0,0,0,0,0,0,0
400027,10,0,0,0,0,0,33,0,17,15
400028,0,0,0,0,0,0,0,0,0,0
400029,0,0,0,0,28,0,0,0,0,0
400030,0,0,0,0,0,0,0,0,0,0
400031,26,26,26,26,26,26,26,26,26,26
400032,29,29,29,29,29,29,29,29,29,29
400033,0,0,0,0,0,0,0,2,0,0
400034,21,21,21,21,21,21,21,21,21,21
400035,10,0,24,7,0,0,0,19,0,0
400036,41,41,41,41,41,41,41,41,41,41
400037,30,30,30,30,30,30,30,30,30,30
400038,0,0,0,0,0,0,0,0,0,0
400039,0,0,0,0,0,0,0,0,0,0
400040,0,0,0,0,0,0,0,0,0,0
400041,27,27,27,27,27,27,27,27,27,27
400042,29,29,29,29,29,29,29,29,29,29
400043,0,0,0,0,0,0,0,0,0,0
400044,13,13,13,13,13,13,13,13,13,13
400045,0,0,15,9,0,0,20,0,0,0
400046,34,34,34,34,34,34,34,34,34,34
400047,22,22,22,22,22,22,22,22,22,22
400048,0,18,0,0,0,0,0,6,0,0
400049,0,0,0,0,0,0,0,0,0,0
400050,0,0,0,0,0,0,0,0,0,0
400051,35,35,35,35,35,35,35,35,35,35
400052,0,0,0,0,0,0,0,0,0,0
400053,0,0,0,0,0,0,0,0,0,0
400054,11,11,11,11,11,11,11,11,11,11
400055,20,20,20,20,20,20,20,20,20,20
400056,0,0,0,0,0,0,0,0,0,0
400057,0,0,0,0,0,0,0,0,0,0
400058,0,0,0,0,0,0,0,0,0,3
400059,0,0,0,0,0,0,0,0,0,0
400060,0,0,0,0,0,0,0,5,0,0
400061,0,0,0,0,0,23,0,0,0,0
400062,0,0,28,0,0,33,0,0,0,14
400063,18,18,15,5,0,0,0,19,11,0
400064,15,15,15,15,15,15,15,15,23,15
400065,0,0,0,0,33,0,0,0,0,0
400066,4,4,4,4,4,4,4,4,4,4
400067,0,0,0,0,0,0,0,0,0,0
400068,0,0,0,0,0,0,17,0,0,0
400069,8,21,8,8,8,8,8,8,8,8
400070,27,27,27,27,27,27,27,27,27,27
400071,0,0,0,0,0,0,0,0,0,0
400072,0,0,0,0,0,0,0,0,0,0
400074,13,14,0,24,0,0,0,7,0,0
400075,0,0,0,0,0,0,0,0,0,0
400076,0,0,0,0,0,0,0,0,0,0
400077,0,0,0,0,0,0,0,0,0,0
400078,0,0,0,38,0,0,0,0,0,0
400079,0,0,0,0,0,0,0,0,0,0
400080,12,12,12,12,12,12,12,12,12,12
400082,0,0,0,0,0,0,0,0,0,0
400083,0,17,0,33,0,0,0,0,12,19
400084,0,0,0,0,0,0,0,0,0,0
400085,0,0,0,0,0,0,0,0,0,0
400086,0,4,0,0,0,0,0,0,9,0
400087,0,0,0,0,0,0,0,0,0,0
400088,0,0,0,0,16,0,0,12,0,0
400089,11,0,0,0,9,0,0,18,0,0
400090,0,0,0,0,0,0,0,0,0,0
400091,0,0,0,0,0,0,0,0,0,0
400092,13,9,9,18,9,12,13,9,15,12
400093,15,15,15,15,15,15,15,15,15,15
400094,26,26,26,26,26,26,26,26,26,26
400095,0,0,0,0,0,0,0,0,0,0
400096,0,0,0,0,0,0,0,0,0,0
400097,0,0,0,0,0,16,0,0,0,0
400098,0,15,0,0,0,0,0,0,0,0
400099,0,0,0,0,0,0,0,0,0,0
400100,12,12,12,12,12,12,12,12,12,12
400101,0,0,0,0,0,0,0,0,0,0
400102,0,0,0,0,0,0,0,0,0,0
400103,27,27,27,27,27,27,27,27,27,27
400104,17,17,17,17,17,17,17,17,17,17
400105,0,0,0,0,0,0,0,0,0,0
400106,0,0,0,0,20,0,0,0,0,0
400107,21,21,21,21,21,21,21,21,21,21
400108,0,0,0,0,0,0,0,0,0,0
400109,21,21,21,21,21,21,21,21,21,21
400110,0,0,0,0,0,0,0,0,0,0
400111,0,0,0,0,0,0,0,0,0,0
400113,14,14,14,14,14,14,14,14,14,14
400114,0,0,0,0,0,0,0,0,0,0
400115,0,0,0,0,0,0,0,0,0,0
400116,0,0,0,0,0,0,0,0,0,0
400117,0,19,0,17,20,0,0,28,0,0
400118,0,0,0,0,0,0,0,0,0,0
400119,3,3,3,3,3,3,3,3,3,3
400120,0,0,0,0,0,0,0,0,0,0
400121,0,0,0,0,0,0,0,0,0,0
400122,0,0,0,0,0,0,0,0,0,0
400123,9,9,9,9,9,9,9,9,9,9
400124,0,0,0,0,0,0,0,0,0,0
400125,25,25,25,25,25,25,25,25,25,25
400126,6,6,6,6,6,6,6,6,6,6
400127,0,0,0,0,0,0,0,0,0,0
400128,11,10,10,10,10,14,10,14,10,14
400129,0,19,0,29,12,3,0,31,16,0
400130,0,0,0,0,0,0,0,0,0,0
400131,31,31,31,31,31,31,31,31,31,31
400132,0,0,0,12,0,0,0,0,0,0
400133,0,0,0,0,0,0,0,0,0,0
400134,0,0,0,0,0,0,0,0,0,0
400135,0,0,0,0,0,0,0,0,0,0
400136,5,5,5,5,5,5,5,5,5,5
400137,0,0,0,0,0,0,0,0,0,0
400138,0,0,0,0,0,0,0,0,0,0
400139,0,0,0,0,0,0,0,0,0,0
400140,0,0,0,0,0,0,0,0,0,0
400141,0,0,0,0,0,0,0,0,0,0
400142,8,8,8,8,8,8,8,8,8,8
400143,0,0,0,0,0,9,0,0,0,0
400144,0,0,0,0,0,0,0,0,0,0
400145,0,0,0,0,0,0,0,0,0,0
400146,0,0,0,0,0,0,0,0,0,0
400147,22,22,22,22,22,22,22,22,22,22
400148,0,0,0,0,0,0,0,0,0,0
400149,0,0,0,0,0,0,0,0,0,0
400150,0,0,27,0,0,0,18,0,21,15
400151,0,0,0,0,0,0,0,0,0,0
400152,20,20,20,20,20,20,20,20,20,20
400153,0,0,0,0,0,0,0,0,0,0
400154,18,8,18,11,25,18,15,18,18,17
400155,0,0,0,0,0,0,0,0,0,0
400156,0,0,0,0,0,0,0,0,0,0
400157,17,17,17,17,17,17,17,17,17,17
400158,0,0,30,0,0,24,0,0,0,0
400159,1,1,1,1,1,1,1,1,1,1
400160,0,0,0,0,0,0,0,0,0,0
400161,0,0,0,0,0,0,0,0,0,0
400162,0,0,0,0,0,0,0,0,0,0
400163,0,0,0,0,0,0,0,0,0,0
400164,0,15,0,0,0,0,0,0,0,26
400165,9,9,9,9,9,9,9,9,9,9
400166,0,0,0,0,0,0,0,0,0,0
400167,8,8,8,8,8,8,8,8,8,8
400168,31,31,31,31,31,31,31,31,31,31
400169,11,14,0,0,14,0,0,26,15,0
400170,0,0,0,0,0,0,0,0,0,0
400171,31,31,31,31,31,31,31,31,31,31
400172,0,0,0,0,0,0,0,0,0,0
400173,0,0,0,0,0,0,0,0,0,0
400174,0,0,0,0,0,0,0,0,0,0
400175,0,0,19,21,0,0,0,0,0,17
400176,12,10,10,10,10,10,10,28,10,10
400177,0,0,0,0,0,0,0,0,0,0
400178,0,14,9,0,0,18,11,29,28,0
400179,0,0,0,0,0,0,27,17,7,24
400180,0,0,0,0,0,0,0,0,0,0
400181,0,0,0,0,0,0,0,0,0,0
400182,0,0,0,0,0,0,0,0,0,0
400183,0,0,0,0,0,0,0,0,0,0
400184,0,0,0,0,0,0,0,0,0,0
400185,0,0,0,0,0,0,0,0,0,0
400186,0,0,0,0,0,0,0,0,0,0
400187,0,0,0,0,0,0,0,0,0,0
400188,0,0,0,0,0,0,0,0,0,0
400189,0,0,0,0,0,0,0,0,0,0
400190,25,6,16,22,10,14,3,24,30,11
400191,0,0,0,0,0,0,0,0,0,0
400192,11,11,11,11,11,11,11,11,11,11
400193,15,20,15,15,15,15,15,15,15,15
400194,0,0,0,0,0,0,0,0,0,0
400196,0,0,0,0,0,0,0,0,0,0
400197,0,0,0,0,0,0,0,0,0,0
400198,0,0,0,0,0,0,0,10,0,30
400200,0,0,0,0,0,0,0,0,0,0
400201,0,0,0,0,0,0,0,0,0,0
400203,0,0,13,0,24,0,0,0,0,0
400204,32,32,32,32,32,32,32,32,32,32
400205,0,0,0,0,0,0,0,0,0,0
400206,16,16,16,16,16,16,16,16,16,16
400207,16,14,27,36,0,22,0,6,0,20
400208,0,0,0,0,0,0,0,0,0,0
400209,3,0,0,0,0,0,0,0,32,0
400210,0,0,0,0,0,0,0,0,0,0
400211,10,10,10,10,10,10,10,10,10,10
400212,0,0,0,0,0,0,0,0,0,0
400213,0,0,0,0,0,0,0,0,0,0
400214,0,0,0,0,0,0,0,0,0,0
400215,32,32,32,32,32,32,32,32,32,32
400216,19,19,19,19,19,19,19,19,19,19
400217,0,0,0,0,0,0,15,0,10,0
400218,10,10,10,10,10,10,10,10,10,10
400219,0,0,0,0,0,0,0,0,0,0
400220,21,21,21,21,21,21,21,21,21,21
400221,0,0,0,0,0,0,0,0,0,0
400222,0,0,0,0,0,0,0,0,0,0
400223,18,18,18,18,18,18,18,18,18,18
400224,0,5,0,0,0,12,21,0,0,0
400225,0,0,0,0,0,0,0,0,0,0
400226,0,0,0,0,0,0,0,0,0,0
400227,0,23,0,12,0,0,0,0,0,10
400228,0,0,0,0,0,0,0,0,0,0
400229,23,23,23,23,23,23,23,23,23,23
400230,0,12,0,0,0,0,0,0,0,0
400231,0,0,0,0,0,0,0,0,0,0
400232,0,0,0,0,0,0,0,0,0,0
400233,15,0,0,0,0,0,0,0,20,0
400234,0,11,0,0,0,0,0,0,0,0
400235,0,0,0,0,0,0,0,0,0,0
400236,10,10,10,10,10,10,10,10,10,10
400237,0,0,0,0,0,0,0,0,0,0
400238,21,21,21,21,21,21,21,21,21,21
400239,0,19,0,13,0,0,0,0,15,0
400240,0,0,0,0,0,0,0,0,0,0
400241,4,0,0,0,0,19,0,11,0,0
400242,29,29,29,29,29,29,29,29,29,29
400243,20,20,20,20,20,20,20,20,20,20
400245,0,0,0,0,0,0,0,0,0,0
400246,0,0,0,0,0,0,0,0,0,0
400247,19,19,19,19,19,19,19,19,19,19
400248,0,0,0,0,0,0,0,0,0,0
400249,8,8,8,8,8,8,8,8,8,8
400250,0,0,0,7,0,12,10,0,0,0
400251,33,33,33,33,33,33,33,33,33,33
400252,22,0,17,0,24,7,12,33,0,23
400253,13,13,13,13,13,13,13,13,13,13
400254,0,0,0,0,0,0,0,0,0,0
400255,0,0,0,0,0,0,0,0,0,0
400256,0,0,0,0,0,0,0,0,0,0
400257,0,0,0,0,0,0,0,0,0,0
400258,7,7,7,7,7,7,7,7,7,7
400259,0,0,0,0,0,0,0,0,0,0
400260,0,0,0,0,0,0,0,28,0,0
400261,0,0,0,0,0,0,0,0,0,0
400262,2,2,2,2,2,2,2,2,2,2
400263,0,0,0,0,0,0,0,0,0,0
400264,20,20,20,20,20,20,20,20,20,20
400265,0,0,0,0,0,0,0,0,0,0
400266,27,27,27,35,27,27,27,27,27,27
400267,2,2,2,2,2,2,2,2,2,2
400268,0,0,0,0,0,0,0,0,0,0
400269,0,0,0,0,0,0,0,0,0,0
400270,0,0,0,0,0,0,0,0,0,0
400271,17,17,17,17,17,17,17,17,17,17
400272,0,0,8,0,0,0,0,0,0,19
400273,0,0,0,0,13,0,0,0,0,0
400275,0,0,0,0,0,0,0,0,0,0
400276,0,0,0,0,0,0,2,0,17,6
400277,0,0,12,0,0,11,0,0,0,0
400278,0,0,0,0,0,0,0,0,0,0
400279,0,17,0,0,15,2,41,0,11,0
400280,0,0,0,0,0,0,0,0,0,0
400281,0,0,0,0,0,0,0,0,0,0
400282,21,0,0,0,10,0,23,0,0,0
400283,0,0,0,0,0,0,0,0,0,0
400284,14,14,14,14,14,14,14,14,14,14
400285,0,0,0,0,0,0,0,0,0,0
400286,0,18,0,0,0,3,33,12,0,0
400287,0,0,0,0,0,0,0,0,0,0
400288,0,0,10,8,0,0,0,0,0,0
400289,0,0,0,0,0,0,0,0,0,0
400290,0,0,0,0,0,0,0,0,0,0
400292,0,0,0,0,0,0,0,0,0,0
400293,0,0,0,0,0,0,0,0,0,0
400294,0,0,0,0,0,0,0,0,0,0
400295,0,0,0,0,11,0,37,13,32,0
400296,0,0,0,0,0,0,0,0,0,0
400297,0,0,0,0,0,0,0,0,0,0
