ST_CASE,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
80005,12,12,12,12,12,12,12,12,12,12
80006,0,0,0,0,0,0,0,0,0,0
80007,33,33,33,33,33,33,33,33,33,33
80008,28,28,28,28,28,28,28,28,28,28
80009,5,5,5,5,28,5,5,5,5,5
80010,0,0,0,0,0,0,0,0,0,0
80011,0,0,31,17,0,0,17,0,0,49
80012,0,0,0,0,0,0,0,0,0,0
80013,38,38,38,38,38,38,38,38,38,38
80014,14,14,14,14,14,14,14,14,14,14
80015,0,0,0,0,0,0,0,0,0,0
80016,0,0,0,0,0,0,0,0,0,0
80017,0,0,0,0,0,0,0,0,0,0
80018,0,0,0,0,0,0,0,0,0,0
80019,0,0,0,0,0,0,0,0,0,0
80020,0,0,0,0,0,0,0,0,0,0
80021,3,3,3,3,3,3,3,3,3,3
80022,3,3,3,3,3,3,3,3,3,3
80023,1,1,1,1,1,1,1,13,1,1
80024,34,34,34,34,34,34,34,34,34,34
80025,0,0,0,0,0,0,0,0,0,0
80026,0,0,0,0,0,0,0,0,0,0
80027,24,24,24,24,24,24,24,24,24,24
80028,0,0,0,0,0,0,0,0,0,0
80029,13,13,13,13,13,13,13,13,13,13
80030,0,0,22,28,0,0,0,0,8,0
80031,0,0,0,0,0,0,0,0,0,0
80032,9,14,16,9,9,9,9,9,9,12
80033,24,24,24,24,24,24,24,24,24,24
80034,8,27,6,0,11,9,15,23,0,3
80035,0,0,0,0,0,0,0,0,0,0
80036,5,5,5,5,5,5,5,5,5,5
80037,0,0,0,0,0,0,0,0,0,0
80038,0,0,0,0,0,0,0,0,0,0
80039,21,0,0,0,0,0,0,0,0,0
80040,0,0,0,0,0,0,0,0,0,0
80041,0,0,0,0,0,0,0,0,0,0
80042,0,0,0,0,0,0,0,0,0,26
80043,0,0,0,0,0,0,0,0,0,0
80044,0,4,0,0,0,0,0,0,0,0
80045,10,10,10,10,10,10,10,10,10,10
80046,0,0,0,0,0,0,0,0,0,0
80047,22,22,22,22,22,22,22,25,22,22
80048,0,0,0,0,0,0,0,0,0,0
80049,30,30,30,30,30,30,30,30,30,30
80050,0,0,0,41,0,0,0,0,0,0
80051,22,22,22,22,22,22,22,22,22,22
80052,0,0,0,0,0,0,0,0,0,0
80053,0,0,0,0,0,0,0,0,0,0
80054,0,0,0,0,0,0,0,0,0,0
80055,0,0,0,0,6,0,0,0,0,0
80056,0,0,0,0,0,0,0,0,0,0
80057,15,17,15,15,15,15,15,15,15,21
80058,12,12,12,12,12,12,12,12,12,12
80059,0,0,0,0,12,0,0,0,0,0
80060,21,21,21,21,21,21,21,21,21,21
80061,6,6,6,6,6,6,6,6,6,6
80062,9,9,9,9,9,9,9,9,9,9
80063,27,27,27,27,27,27,27,27,27,27
80064,0,0,0,0,0,0,0,4,0,0
80065,37,0,0,0,0,0,0,0,0,0
80066,0,0,24,0,0,0,0,0,0,0
80067,18,18,18,18,18,18,18,18,18,18
80068,0,0,0,0,0,0,0,0,0,0
80069,0,0,0,0,0,0,0,0,0,0
80070,2,2,2,2,2,2,2,2,2,2
80071,0,0,0,0,0,0,0,0,0,0
80072,0,0,0,0,0,0,0,0,0,0
80073,25,25,25,25,25,25,25,25,25,25
80074,0,24,0,0,0,0,0,0,0,0
80075,0,0,0,0,0,0,0,0,0,0
80076,23,23,23,23,23,23,23,23,23,23
80077,3,0,0,0,0,0,0,0,0,0
80078,0,0,0,0,0,0,0,0,0,0
80079,0,0,0,9,0,0,0,0,0,0
80080,4,4,16,4,4,4,4,4,4,4
80081,0,0,0,0,0,4,0,0,0,0
80082,29,29,29,29,29,29,29,29,29,29
80083,0,0,0,0,0,0,0,0,0,0
80084,14,14,14,14,14,14,14,14,14,14
80085,0,0,0,0,23,0,0,0,0,0
80086,31,14,14,14,14,14,18,14,20,14
80087,34,34,34,34,34,34,34,34,34,34
80088,13,0,0,0,0,0,24,0,0,0
80089,0,0,0,0,0,0,0,0,0,0
80090,0,0,0,0,0,0,0,0,0,0
80091,7,7,7,7,7,7,7,7,7,7
80093,14,14,14,14,14,14,14,14,14,14
80094,23,23,23,23,23,23,23,23,23,23
80095,0,0,0,0,0,0,0,0,0,0
80096,28,28,28,28,28,28,28,28,28,28
80097,0,0,0,0,0,27,0,0,0,0
80098,0,0,0,0,0,0,0,0,0,0
80099,9,9,9,9,9,9,9,9,9,9
80100,0,0,0,0,0,0,0,0,0,0
80101,17,17,17,17,17,17,17,17,17,17
80102,0,0,0,0,0,0,0,0,0,0
80103,3,11,17,43,12,16,7,0,17,9
80104,12,12,12,12,12,12,12,12,12,12
80105,20,20,20,20,20,20,20,20,20,20
80106,0,0,0,0,0,0,0,0,0,0
80107,11,11,11,11,11,11,11,11,11,11
80108,0,0,0,0,0,0,0,0,0,0
80109,0,0,0,0,0,0,0,0,0,0
80110,0,0,0,0,0,0,0,0,0,0
80111,15,15,15,15,15,23,15,15,15,15
80112,18,21,18,18,18,18,18,18,18,18
80113,0,0,0,0,0,0,0,0,0,0
80114,26,26,26,26,26,26,26,26,26,26
80115,0,0,0,0,0,0,15,0,0,0
80116,17,17,17,17,17,17,17,17,17,17
80117,0,0,0,0,0,0,0,0,0,0
80118,17,25,13,13,8,16,19,17,21,16
80119,0,0,0,0,0,0,0,0,0,0
80120,0,0,0,0,0,0,0,0,0,0
80121,0,0,0,0,0,0,0,0,17,0
80122,0,0,0,0,0,0,0,0,0,0
80123,0,0,0,0,0,0,0,0,0,20
80124,0,0,0,0,0,0,0,0,0,0
80125,9,9,9,9,9,9,9,9,9,9
80126,18,18,18,18,18,18,18,18,18,18
80127,0,0,0,0,0,0,0,0,0,0
80128,12,0,0,14,31,0,0,0,0,10
80129,0,0,0,0,0,0,0,0,0,0
80130,0,0,0,0,0,0,0,0,0,0
80131,0,0,0,0,0,0,0,0,0,0
80132,0,10,0,3,0,9,19,0,4,16
80133,14,14,14,14,14,14,14,14,14,14
80134,23,23,23,23,23,23,23,23,23,23
80135,26,18,18,18,18,18,18,18,18,18
80136,0,0,0,0,0,0,0,0,0,0
80137,11,11,11,11,11,11,11,11,11,11
80138,36,36,36,36,36,36,36,36,36,36
80139,32,32,32,32,32,32,32,32,32,32
80140,25,25,25,25,25,25,25,25,25,25
80141,12,12,12,12,12,12,12,12,12,12
80142,0,0,0,0,0,0,0,0,0,0
80143,33,33,33,33,33,33,33,33,33,33
80144,0,0,0,0,0,0,0,0,0,0
80145,0,0,0,0,0,0,8,0,0,0
80146,0,0,0,0,0,0,0,0,0,0
80147,0,0,0,0,30,0,0,0,0,0
80148,20,20,20,20,26,20,20,20,20,20
80149,19,19,19,19,19,19,19,19,19,19
80150,0,0,0,0,0,0,0,0,0,0
80151,26,26,26,26,26,26,26,26,26,26
80152,0,0,0,0,0,0,0,0,0,0
80153,20,20,20,20,20,20,20,20,20,20
80154,0,0,0,0,0,0,0,0,0,0
80155,21,21,21,21,21,21,21,21,21,21
80156,24,24,24,24,24,24,24,24,24,24
80157,0,7,0,0,0,0,0,28,36,0
80158,18,18,18,18,18,18,18,18,18,18
80159,0,0,0,0,0,0,0,0,0,0
80160,0,0,0,0,0,0,0,0,0,0
80161,16,16,16,16,16,16,16,16,16,16
80162,6,6,6,6,6,6,6,21,6,6
80163,18,18,18,18,18,18,18,18,18,18
80164,31,31,31,31,31,31,31,31,31,31
80165,16,16,16,16,16,16,16,16,16,16
80166,30,30,30,30,30,30,30,30,30,30
80167,22,22,22,22,22,22,22,22,22,22
80168,7,14,7,7,7,7,7,7,7,7
80169,10,10,10,10,10,38,10,10,24,10
80170,11,11,11,11,11,11,11,11,11,11
80171,0,0,17,0,0,0,0,0,0,0
80172,0,0,0,0,0,0,0,0,0,0
80173,0,0,0,0,0,0,0,0,0,0
80174,0,0,0,0,0,0,0,0,0,0
80175,0,0,0,0,0,0,0,0,0,0
80176,0,0,0,0,0,0,0,0,0,0
80177,28,28,28,28,28,28,28,28,28,28
80178,0,0,0,0,0,16,0,0,0,0
80179,5,5,5,5,5,5,5,5,5,5
80180,24,3,27,12,9,10,41,2,10,33
80181,0,0,0,22,0,0,0,0,13,0
80182,0,0,0,0,0,0,0,0,0,0
80183,0,0,0,0,0,0,0,0,0,0
80184,0,0,0,0,0,0,0,0,0,0
80185,0,0,0,0,0,0,0,0,9,0
80186,30,30,30,30,30,30,30,30,30,30
80187,0,0,0,0,0,0,0,0,0,0
80188,17,17,17,17,17,17,17,17,17,17
80189,10,10,10,10,10,10,10,10,10,10
80190,0,0,0,0,0,0,0,0,0,0
80191,0,0,0,0,0,0,0,0,0,0
80192,0,0,0,0,0,0,0,0,0,0
80193,11,0,0,0,0,11,0,0,0,0
80194,0,0,0,0,0,0,0,0,0,0
80195,0,0,0,0,0,0,0,0,0,0
80196,18,18,18,18,18,18,18,18,18,18
80197,0,0,0,0,0,0,0,0,0,0
80198,26,26,26,26,26,26,26,26,26,26
80199,0,0,0,0,0,0,0,0,0,0
80200,0,0,0,0,0,0,0,0,0,0
80201,39,39,39,39,39,39,39,39,39,39
80202,23,24,23,23,23,23,23,23,23,23
80203,0,0,0,0,0,0,0,0,0,0
80204,0,0,0,0,0,0,0,0,0,3
80205,0,0,0,0,0,0,0,0,0,0
80206,25,25,25,25,25,25,25,25,25,25
80207,29,29,29,29,29,29,29,29,29,29
80208,0,0,0,0,0,0,0,0,0,0
80209,42,42,42,42,42,42,42,42,42,42
80210,21,21,21,21,21,21,21,21,21,21
80211,15,0,0,11,21,0,0,0,0,0
80212,0,0,0,0,0,0,0,0,0,0
80213,33,33,33,33,33,33,33,33,33,33
80214,12,12,12,12,12,12,12,12,12,12
80215,0,5,0,0,0,0,15,0,0,0
80216,17,17,17,17,17,17,17,17,17,17
80217,0,0,0,0,0,0,0,0,0,0
80218,21,21,21,21,21,21,21,21,21,21
80219,16,0,20,0,29,0,0,0,0,0
80220,0,0,0,0,0,0,0,0,0,0
80221,14,14,14,14,14,14,14,14,14,14
80222,0,0,0,0,0,0,0,0,0,0
80223,0,0,0,0,0,0,0,0,0,0
80224,22,22,22,22,22,22,22,22,22,22
80225,0,0,0,0,0,0,0,0,0,0
80226,5,5,5,5,5,5,5,5,5,5
80227,0,0,0,0,8,0,0,0,0,0
80228,0,0,0,0,0,0,0,0,0,0
80229,27,27,27,27,27,27,27,27,27,27
80230,0,0,0,0,0,0,0,0,0,0
80231,0,0,0,0,0,0,0,0,0,13
80232,23,23,23,23,23,26,23,23,23,23
80233,14,14,14,14,14,14,14,14,14,14
80234,16,16,16,16,16,16,16,16,16,16
80235,15,15,15,15,15,15,15,15,15,15
80236,0,0,0,0,0,0,0,0,0,0
80237,18,17,0,0,0,0,0,0,0,0
80238,0,0,0,0,16,0,0,0,0,25
80239,0,0,0,0,0,0,0,0,0,0
80240,5,14,5,5,5,5,5,5,5,8
80241,17,17,17,17,17,17,17,17,17,17
80242,0,0,0,0,0,0,0,0,0,0
80243,0,0,0,0,0,0,0,0,7,0
80244,0,0,0,21,0,0,0,0,0,28
80245,15,15,15,15,15,15,15,15,15,15
80246,0,0,0,0,0,0,0,0,0,0
80247,22,22,22,22,22,22,22,22,22,22
80248,21,21,21,21,21,21,21,21,21,21
80249,0,0,0,0,0,0,0,0,0,0
80250,21,21,21,21,21,21,21,21,21,21
80251,0,0,0,0,0,0,0,0,0,0
80252,2,14,25,0,13,0,0,0,0,0
80253,0,0,0,0,0,9,4,0,0,0
80254,19,19,19,19,19,19,19,19,19,19
80255,27,27,27,27,27,27,27,27,27,27
80256,18,18,18,18,18,18,20,18,18,18
80257,6,6,6,6,6,6,6,6,6,6
80258,0,0,0,0,0,0,0,0,0,0
80259,0,0,0,0,0,0,0,0,0,0
80260,11,11,11,11,11,11,11,11,11,11
80261,19,19,19,19,19,19,19,19,19,19
80262,0,0,0,0,0,0,0,0,0,0
80263,0,0,0,0,0,0,0,0,10,0
80264,0,0,0,0,0,0,0,0,0,0
80265,8,8,8,8,8,8,8,8,8,8
80266,0,0,0,0,0,0,0,0,0,0
80267,11,11,11,11,11,11,11,11,11,11
80268,11,22,34,23,19,24,32,23,5,14
80269,17,17,17,17,17,17,17,17,17,17
80270,0,0,0,0,0,0,0,19,0,14
80271,0,0,0,0,0,0,0,0,0,0
80272,18,18,18,18,18,18,18,18,18,18
80273,0,0,0,0,0,0,0,0,0,0
80274,24,0,0,0,0,0,0,0,0,0
80275,0,0,0,0,0,0,0,0,0,0
80276,8,8,8,8,8,8,8,8,8,8
80277,0,0,0,0,0,0,0,0,0,0
80278,0,13,0,0,0,0,0,0,0,0
80279,0,0,0,0,0,0,0,0,0,0
80280,11,11,11,11,11,11,11,11,11,18
80281,1,1,1,1,1,1,1,1,1,1
80282,0,0,16,0,0,0,0,0,0,0
80283,0,0,0,0,0,0,0,0,0,0
80284,12,12,12,12,12,12,12,12,12,12
80285,25,25,25,25,25,25,25,25,25,25
80286,19,19,19,19,19,19,19,19,19,19
80287,0,0,0,0,0,0,0,0,0,0
80288,0,0,0,0,0,0,0,0,0,0
80289,35,6,3,36,13,16,18,11,12,16
80290,0,0,0,0,0,11,0,0,0,0
80291,0,0,0,0,0,0,0,0,0,11
80292,0,0,4,0,21,0,0,0,0,0
80293,0,0,0,0,0,0,0,0,0,0
80294,19,19,19,19,19,19,19,19,19,19
80295,8,0,0,0,0,0,0,0,0,0
80296,0,0,0,0,0,0,0,0,0,0
80297,0,0,0,0,0,0,0,0,0,0
80298,0,0,0,0,0,0,24,0,0,7
80299,0,0,0,0,0,0,0,0,0,0
80300,0,0,0,0,0,17,0,0,0,0
80301,0,0,0,0,0,0,0,0,0,0
80302,20,20,20,20,20,20,20,20,20,20
80303,0,0,8,0,0,0,0,0,0,0
80304,0,0,0,0,0,0,0,0,11,0
80305,14,14,14,14,14,14,14,14,14,14
80306,12,12,12,12,12,12,12,12,12,12
80307,28,28,28,28,28,28,28,28,28,28
80308,0,0,0,0,0,0,0,0,0,0
80309,0,0,0,0,0,0,0,0,0,0
80310,0,0,0,0,0,0,0,0,0,0
80311,0,0,0,0,0,0,0,0,0,0
80312,0,21,0,0,0,0,0,0,0,0
80313,1,1,1,1,1,1,1,1,1,1
80314,0,0,0,0,19,5,0,0,0,0
80315,7,7,7,7,7,7,7,7,7,7
80316,28,28,28,28,28,28,28,28,28,28
80317,0,0,0,0,0,0,0,0,0,0
80318,21,21,21,21,21,21,21,21,21,21
80319,10,10,10,10,10,10,10,10,10,10
80320,0,0,0,0,0,0,0,0,0,0
80321,19,19,19,19,19,19,19,19,19,19
80322,24,24,24,24,24,24,24,24,24,24
80323,15,15,15,15,15,15,15,15,15,15
80324,15,15,15,15,15,15,15,15,15,15
80325,0,0,0,0,0,0,0,0,0,0
80326,21,21,21,21,21,21,21,21,21,21
80327,0,0,0,0,0,0,0,0,0,0
80328,32,32,32,32,32,32,32,32,32,32
80329,0,0,0,0,0,0,0,0,0,0
80330,0,0,0,0,0,0,0,0,27,0
80331,0,0,0,0,0,0,0,0,0,0
80332,0,0,0,0,0,0,0,0,0,0
80333,23,23,23,23,23,23,23,23,23,23
80334,0,0,0,26,0,0,0,0,0,19
80335,0,0,0,0,0,0,0,0,0,0
80336,10,10,10,10,10,10,10,10,10,10
80337,22,22,22,22,22,22,22,22,22,22
80338,0,0,17,0,24,17,17,0,0,0
80339,7,7,7,7,7,7,7,7,7,7
80340,3,3,3,3,3,3,3,3,3,3
80341,0,0,0,0,0,0,0,0,0,0
80342,0,0,0,0,0,0,0,0,0,0
80343,19,19,19,19,19,19,19,19,19,19
80344,11,11,11,11,11,11,11,11,11,11
80345,10,10,10,10,10,10,10,10,10,10
80346,9,9,9,9,9,9,9,9,9,9
80347,0,0,3,18,0,0,0,15,23,0
80348,22,22,22,22,22,22,22,22,22,22
80349,0,0,0,0,0,0,0,0,0,0
80350,0,0,0,0,0,0,0,5,0,0
80351,0,0,0,0,0,0,0,0,0,0
80352,0,0,0,0,0,0,0,0,0,0
80353,0,0,0,0,21,0,0,0,0,23
80354,0,0,0,0,0,0,0,0,0,0
80355,0,0,0,0,0,0,0,0,0,0
80356,9,9,9,9,9,9,9,9,9,9
80357,22,7,11,0,10,0,19,21,0,8
80358,18,12,40,12,16,12,12,16,27,22
80359,22,22,22,22,22,22,22,22,22,22
80360,10,10,10,10,10,26,10,10,10,10
80362,7,0,3,0,0,0,0,0,0,0
80363,0,0,0,0,0,0,0,0,0,0
80364,0,0,0,0,0,14,0,0,0,0
80365,9,9,9,9,9,9,9,9,9,9
80366,8,0,0,0,0,16,11,0,0,0
80367,0,0,0,0,0,0,0,0,0,12
80368,17,17,17,17,17,17,17,17,17,17
80369,0,0,5,0,0,23,0,0,0,0
80370,9,9,9,19,9,9,19,9,9,22
80371,4,4,4,4,4,4,4,4,4,17
80372,26,26,26,26,26,26,26,26,26,26
80373,19,19,19,19,19,19,19,19,19,19
80374,19,19,19,19,19,19,19,19,19,19
80375,0,0,0,0,0,0,0,0,6,0
80376,0,0,0,0,0,0,0,0,0,0
80377,0,0,0,0,0,27,0,0,0,0
80378,0,0,0,0,0,0,0,0,0,0
80379,1,1,1,1,1,1,1,1,1,1
80380,17,17,17,17,17,17,17,17,17,17
80381,22,22,22,22,22,22,22,22,22,22
80382,0,0,0,0,0,0,0,0,0,0
80383,0,0,0,0,0,9,0,0,23,0
80384,0,0,0,0,0,0,0,0,0,0
80385,0,0,0,0,0,0,0,0,0,0
80386,0,0,0,0,0,0,0,0,0,0
80387,0,0,0,0,0,0,0,0,0,0
80388,0,0,0,0,0,0,0,0,0,0
80389,0,0,0,0,0,0,0,0,0,0
80390,21,21,21,21,21,21,21,21,21,21
80391,13,13,13,13,13,13,13,13,13,13
80392,15,17,0,19,20,4,0,16,11,0
80393,0,0,0,0,0,0,0,0,0,0
80394,0,0,0,0,0,3,0,0,0,0
80395,18,18,18,18,18,18,18,18,18,18
80396,10,10,10,10,10,10,10,10,10,10
80397,0,0,0,0,0,0,0,0,0,0
80398,0,0,0,0,0,0,0,0,0,14
80399,0,0,0,0,0,0,0,0,0,0
80400,0,22,0,0,0,0,0,0,0,0
80401,19,19,19,19,19,19,19,19,19,19
80402,0,0,0,0,0,0,0,0,0,0
80403,32,32,32,32,32,32,32,32,32,32
80404,0,0,0,0,0,0,0,0,0,0
80405,7,7,7,26,7,7,7,7,7,7
80406,19,19,19,19,19,19,19,19,19,19
80407,0,0,0,0,0,0,0,0,0,0
80408,0,0,0,0,0,0,0,16,0,0
80409,2,2,2,2,2,2,2,2,2,2
80410,0,0,0,0,0,0,0,0,0,0
80411,0,0,0,0,0,0,0,0,0,0
80412,0,0,0,0,0,0,0,0,0,0
80413,20,34,9,27,0,7,17,29,21,13
80414,20,20,20,20,20,20,20,20,20,20
80415,0,0,0,0,0,0,0,0,0,0
80416,0,0,0,0,0,0,0,0,0,0
80417,0,0,0,0,0,0,0,0,0,0
80418,0,0,0,0,0,0,0,0,0,0
80419,0,12,0,0,0,15,0,0,6,0
80420,0,0,6,14,0,0,0,9,16,0
80421,11,11,11,11,11,11,11,11,11,11
80422,20,20,20,20,20,20,20,20,20,20
80423,30,30,30,30,30,30,30,30,30,30
80424,0,0,0,0,0,0,0,0,0,0
80425,11,11,11,11,11,12,11,11,11,11
80426,0,0,0,0,0,0,46,0,0,0
80427,0,0,0,6,0,0,0,0,0,0
80428,17,17,17,17,17,17,17,17,17,17
80429,20,27,11,29,14,23,13,31,14,18
80430,34,34,34,34,34,34,34,34,34,34
80431,0,0,0,0,0,0,0,0,0,0
80432,0,0,0,0,0,0,0,0,0,0
80433,7,7,7,7,15,7,7,7,17,7
80434,0,0,0,0,0,0,0,0,0,0
80435,10,10,10,10,10,10,10,10,10,10
80436,0,0,15,0,0,0,0,0,0,0
80437,24,24,24,24,24,24,24,24,24,24
80438,0,0,0,0,0,0,0,0,0,0
80439,20,20,20,20,20,20,20,20,20,20
80440,0,0,0,0,0,0,0,0,0,0
80441,0,0,0,0,0,0,0,0,0,0
80442,0,0,0,0,0,0,0,0,0,0
80443,22,22,22,22,22,22,22,22,22,22
80444,7,7,7,7,7,7,7,13,7,7
80445,0,0,0,0,0,0,0,0,0,0
80446,0,0,0,0,0,0,0,0,0,0
80447,0,0,0,0,0,0,0,0,0,0
80448,12,0,0,0,0,0,0,0,0,0
80449,0,0,0,0,0,0,0,0,0,0
80450,0,0,0,0,0,15,8,0,0,7
80451,26,26,26,26,26,26,26,26,26,26
80452,16,16,16,16,16,16,16,16,16,16
80453,2,2,2,2,2,2,2,2,2,2
80454,0,0,0,0,0,0,0,0,0,0
80455,13,13,13,13,13,13,13,13,13,13
80456,0,0,0,0,0,0,0,0,15,0
80457,0,0,0,0,0,0,0,9,0,0
80458,0,0,15,0,0,0,0,0,0,0
80459,15,15,15,15,15,15,15,15,15,15
80460,14,0,0,0,0,0,10,0,0,0
80461,3,3,3,3,3,3,3,3,3,3
80462,10,10,10,10,10,10,10,10,10,10
80463,0,0,0,0,0,0,0,0,0,0
80464,8,11,16,14,7,6,5,9,14,4
80465,21,21,21,21,21,21,21,21,21,21
80466,6,6,6,6,6,6,6,6,6,6
80467,0,0,0,0,0,0,0,0,0,0
80468,0,0,0,0,0,0,0,0,0,0
80469,0,0,0,0,0,0,0,0,0,0
80470,0,0,0,0,0,0,0,0,0,0
80471,0,26,16,13,18,19,16,18,22,11
80472,0,0,0,0,0,0,0,0,0,0
80473,0,0,0,0,0,0,0,0,0,0
80474,0,0,0,0,0,0,0,0,0,0
80475,14,14,14,14,14,14,14,14,14,14
80476,0,0,0,0,0,0,0,0,0,0
80477,9,9,9,9,9,9,9,9,9,9
80478,0,0,0,0,0,0,0,0,0,0
80479,0,0,0,0,0,0,0,0,0,0
80480,4,21,4,16,4,26,4,6,4,4
80481,7,7,7,7,7,7,7,7,7,7
80482,0,0,0,0,0,0,0,0,0,0
80483,0,0,0,0,0,0,0,0,0,0
80484,0,0,0,0,0,0,0,0,0,13
80485,0,0,0,14,18,0,0,10,0,0
80486,0,0,0,0,0,0,0,0,0,0
80487,0,0,0,18,0,0,0,0,0,0
80488,31,31,31,31,31,31,31,31,31,31
80489,0,0,0,0,0,0,0,0,0,0
80490,19,15,0,17,18,0,0,0,0,0
80491,18,18,18,18,18,18,18,18,18,18
80492,22,22,22,22,22,22,22,22,22,22
80493,0,0,0,0,0,0,0,0,0,0
80494,0,0,0,0,0,0,0,0,0,0
80495,0,0,0,0,0,0,0,0,6,0
80496,0,0,0,0,0,0,0,0,0,0
80497,0,0,0,0,0,0,0,0,0,0
80498,9,9,9,9,9,9,9,9,9,9
80499,0,0,0,0,0,0,0,17,0,19
80500,0,0,0,20,0,0,0,0,11,0
80501,18,18,18,18,18,18,18,18,18,18
80502,6,6,17,6,6,17,6,6,6,6
80503,0,0,0,0,0,0,0,0,0,0
80504,0,0,0,0,0,0,0,0,0,0
80505,0,0,0,0,0,0,0,0,6,0
80506,19,19,19,19,19,19,19,19,19,19
80507,18,0,0,0,0,0,28,0,0,5
80508,0,0,0,0,0,0,0,0,0,0
80509,12,10,16,22,13,26,38,24,28,17
80510,0,0,0,0,21,0,0,0,0,0
80511,17,0,23,31,21,22,4,14,24,23
80512,0,0,0,0,0,0,0,0,13,17
80513,0,0,0,0,0,0,0,0,0,0
80514,22,22,22,22,22,22,22,22,22,22
80515,0,0,0,0,0,0,0,0,0,0
80516,8,8,8,8,8,8,8,8,8,8
80517,0,0,0,0,0,0,0,0,0,0
80518,0,0,0,0,0,0,0,0,0,0
80519,4,4,4,4,4,4,4,4,4,4
80520,2,2,2,2,2,2,2,2,2,2
80521,20,20,20,20,20,20,20,20,20,20
80522,5,5,5,5,5,5,5,5,5,5
80523,16,16,16,16,16,16,16,16,16,16
80524,0,0,0,0,0,0,0,0,0,0
80525,13,13,13,13,13,13,13,13,13,13
80526,0,0,0,0,0,0,0,0,0,0
80527,0,0,0,0,0,0,0,0,0,0
80528,0,0,0,0,0,0,0,0,0,0
80529,6,6,6,6,6,6,6,6,6,6
80530,9,9,9,9,9,9,9,9,9,9
80531,13,13,13,13,13,13,13,13,13,13
80532,30,30,30,30,30,30,30,30,30,30
80533,0,0,0,0,11,0,0,0,0,0
80534,0,0,0,0,0,0,0,0,0,0
80535,0,0,0,0,0,0,0,0,0,0
80536,11,11,11,11,11,11,11,11,11,11
80537,0,0,0,0,0,0,0,0,0,0
80538,0,0,0,0,0,0,0,0,0,0
80539,0,0,0,0,0,0,0,0,0,0
80540,0,0,0,0,0,0,0,0,0,0
80541,0,0,0,0,0,0,0,0,0,0
80542,0,0,0,0,0,0,0,0,0,0
80543,15,0,26,32,0,0,0,16,7,0
80544,19,19,19,19,19,19,19,19,19,19
80545,8,8,8,8,8,8,8,8,8,8
80546,0,0,0,8,0,0,0,0,0,0
80547,18,18,18,21,18,18,18,18,18,18
80548,0,0,0,0,0,0,0,0,0,0
80549,13,13,13,13,13,13,13,13,13,13
80550,0,0,0,0,0,0,0,0,0,0
80551,0,21,14,35,0,14,11,12,18,19
80552,0,0,0,0,0,0,0,0,0,0
80553,0,0,0,0,0,0,0,19,0,0
80554,0,0,0,0,0,0,0,0,0,0
80555,0,0,0,0,0,0,0,0,0,0
80556,16,16,16,16,16,16,16,16,16,16
80557,0,0,0,0,0,0,0,0,0,0
80558,21,21,21,21,21,21,21,21,21,21
80560,20,20,20,20,20,20,20,20,20,20
80561,22,22,22,22,22,26,22,22,22,22
80562,0,0,0,0,0,0,0,0,0,0
80563,9,9,9,9,9,9,9,9,9,29
80564,0,0,0,0,0,0,0,0,0,0
80565,10,10,10,10,10,10,10,10,10,10
80566,18,18,18,18,18,18,18,18,18,18
80567,0,0,0,0,0,0,0,0,0,0
80568,0,0,0,0,0,0,0,0,0,0
80569,0,0,0,0,0,0,0,0,0,0
80570,25,25,25,25,25,25,25,25,25,25
80571,0,0,0,0,0,0,0,0,0,0
80572,13,13,13,13,13,13,13,13,13,13
80573,0,0,0,0,0,0,0,0,0,0
80574,0,0,0,0,0,0,0,0,0,0
80575,0,0,0,0,0,0,0,0,0,0
80576,21,21,21,21,21,21,21,21,21,21
80577,0,0,0,0,0,0,0,0,0,0
80578,0,0,0,0,0,0,2,0,0,0
80579,23,23,23,23,23,23,23,23,23,23
80580,0,0,0,0,0,0,0,0,0,16
80581,0,0,0,0,0,0,0,0,0,0
80582,0,0,0,0,0,0,0,0,0,0
80583,0,0,0,0,0,0,4,30,0,0
80584,0,0,0,0,0,0,0,0,0,0
80585,0,0,0,0,0,0,0,0,0,0
80586,0,0,0,0,0,0,0,0,0,0
80587,0,0,0,0,0,0,0,0,0,0
80588,0,0,0,0,0,0,0,0,0,0
80589,0,20,0,0,0,0,0,0,0,0
80590,0,0,0,0,0,0,0,0,0,0
80591,16,16,16,16,16,16,16,16,16,16
80592,13,13,13,13,13,13,13,13,13,13
80593,0,0,0,0,0,0,0,0,0,0
80594,0,0,0,0,0,0,0,0,0,0
80595,14,14,14,14,14,14,14,14,14,14
80596,0,0,0,0,0,0,5,0,0,0
80597,0,0,0,0,0,0,0,0,0,0
80598,0,0,0,0,0,0,0,0,0,0
80599,0,0,0,0,0,0,0,0,0,0
80600,0,0,0,0,0,0,0,0,0,0
80601,0,0,0,0,0,0,0,0,0,0
80602,7,7,7,7,7,7,7,7,7,7
80603,0,0,0,0,0,0,0,0,0,0
80604,14,14,14,14,14,14,14,14,14,14
80605,0,0,0,0,0,0,0,0,0,0
80606,0,0,0,0,0,0,0,20,0,5
80607,0,0,0,0,0,0,0,0,0,0
80608,0,0,0,0,0,0,0,0,0,0
80609,0,0,10,0,0,0,0,0,0,0
80610,0,0,11,0,0,0,0,0,0,0
80611,0,0,0,0,0,0,0,0,0,0
80612,0,0,0,0,0,0,0,0,0,0
80613,10,0,0,10,7,17,24,0,0,18
80614,12,12,12,12,12,12,12,12,12,12
