STATE,STATENAME,ST_CASE,VEH_NO,DAMAGE,DAMAGENAME
17,Illinois,170942,1,12,12 Clock Value
17,Illinois,170942,1,13,Top
17,Illinois,170942,1,14,Undercarriage
17,Illinois,170942,2,1,1 Clock Value
17,Illinois,170942,2,2,2 Clock Value
17,Illinois,170942,2,3,3 Clock Value
17,Illinois,170942,2,4,4 Clock Value
17,Illinois,170942,2,5,5 Clock Value
17,Illinois,170942,2,6,6 Clock Value
17,Illinois,170942,2,7,7 Clock Value
17,Illinois,170942,2,8,8 Clock Value
17,Illinois,170942,2,9,9 Clock Value
17,Illinois,170942,2,10,10 Clock Value
17,Illinois,170942,2,11,11 Clock Value
17,Illinois,170942,2,12,12 Clock Value
17,Illinois,170942,2,13,Top
17,Illinois,170942,2,14,Undercarriage
17,Illinois,170943,1,12,12 Clock Value
17,Illinois,170943,2,12,12 Clock Value
17,Illinois,170944,1,1,1 Clock Value
17,Illinois,170944,1,10,10 Clock Value
17,Illinois,170944,1,11,11 Clock Value
17,Illinois,170944,1,12,12 Clock Value
17,Illinois,170944,2,1,1 Clock Value
17,Illinois,170944,2,10,10 Clock Value
17,Illinois,170944,2,11,11 Clock Value
17,Illinois,170944,2,12,12 Clock Value
17,Illinois,170945,1,1,1 Clock Value
17,Illinois,170945,1,2,2 Clock Value
17,Illinois,170945,1,3,3 Clock Value
17,Illinois,170945,1,12,12 Clock Value
17,Illinois,170945,2,7,7 Clock Value
17,Illinois,170946,1,1,1 Clock Value
17,Illinois,170946,1,2,2 Clock Value
17,Illinois,170946,1,3,3 Clock Value
17,Illinois,170946,1,4,4 Clock Value
17,Illinois,170946,1,5,5 Clock Value
17,Illinois,170946,1,6,6 Clock Value
17,Illinois,170946,1,7,7 Clock Value
17,Illinois,170946,1,8,8 Clock Value
17,Illinois,170946,1,9,9 Clock Value
17,Illinois,170946,1,10,10 Clock Value
17,Illinois,170946,1,11,11 Clock Value
17,Illinois,170946,1,12,12 Clock Value
17,Illinois,170946,1,13,Top
17,Illinois,170946,1,14,Undercarriage
17,Illinois,170947,1,1,1 Clock Value
17,Illinois,170947,1,12,12 Clock Value
17,Illinois,170947,2,10,10 Clock Value
17,Illinois,170948,1,1,1 Clock Value
17,Illinois,170948,1,2,2 Clock Value
17,Illinois,170948,1,3,3 Clock Value
17,Illinois,170948,1,4,4 Clock Value
17,Illinois,170948,1,5,5 Clock Value
17,Illinois,170948,1,6,6 Clock Value
17,Illinois,170948,1,7,7 Clock Value
17,Illinois,170948,1,8,8 Clock Value
17,Illinois,170948,1,9,9 Clock Value
17,Illinois,170948,1,10,10 Clock Value
17,Illinois,170948,1,11,11 Clock Value
17,Illinois,170948,1,12,12 Clock Value
17,Illinois,170948,1,13,Top
17,Illinois,170948,1,14,Undercarriage
17,Illinois,170948,2,1,1 Clock Value
17,Illinois,170948,2,2,2 Clock Value
17,Illinois,170948,2,3,3 Clock Value
17,Illinois,170948,2,4,4 Clock Value
17,Illinois,170948,2,5,5 Clock Value
17,Illinois,170948,2,6,6 Clock Value
17,Illinois,170948,2,7,7 Clock Value
17,Illinois,170948,2,8,8 Clock Value
17,Illinois,170948,2,9,9 Clock Value
17,Illinois,170948,2,10,10 Clock Value
17,Illinois,170948,2,11,11 Clock Value
17,Illinois,170948,2,12,12 Clock Value
17,Illinois,170948,2,13,Top
17,Illinois,170948,2,14,Undercarriage
17,Illinois,170948,3,1,1 Clock Value
17,Illinois,170948,3,2,2 Clock Value
17,Illinois,170948,3,3,3 Clock Value
17,Illinois,170948,3,4,4 Clock Value
17,Illinois,170948,3,5,5 Clock Value
17,Illinois,170948,3,6,6 Clock Value
17,Illinois,170948,3,7,7 Clock Value
17,Illinois,170948,3,8,8 Clock Value
17,Illinois,170948,3,9,9 Clock Value
17,Illinois,170948,3,10,10 Clock Value
17,Illinois,170948,3,11,11 Clock Value
17,Illinois,170948,3,12,12 Clock Value
17,Illinois,170948,3,13,Top
17,Illinois,170948,3,14,Undercarriage
17,Illinois,170948,4,1,1 Clock Value
17,Illinois,170948,4,2,2 Clock Value
17,Illinois,170948,4,3,3 Clock Value
17,Illinois,170948,4,4,4 Clock Value
17,Illinois,170948,4,5,5 Clock Value
17,Illinois,170948,4,6,6 Clock Value
17,Illinois,170948,4,7,7 Clock Value
17,Illinois,170948,4,8,8 Clock Value
17,Illinois,170948,4,9,9 Clock Value
17,Illinois,170948,4,10,10 Clock Value
17,Illinois,170948,4,11,11 Clock Value
17,Illinois,170948,4,12,12 Clock Value
17,Illinois,170948,4,13,Top
17,Illinois,170948,4,14,Undercarriage
17,Illinois,170948,5,1,1 Clock Value
17,Illinois,170948,5,2,2 Clock Value
17,Illinois,170948,5,3,3 Clock Value
17,Illinois,170948,5,4,4 Clock Value
17,Illinois,170948,5,5,5 Clock Value
17,Illinois,170948,5,6,6 Clock Value
17,Illinois,170948,5,7,7 Clock Value
17,Illinois,170948,5,8,8 Clock Value
17,Illinois,170948,5,9,9 Clock Value
17,Illinois,170948,5,10,10 Clock Value
17,Illinois,170948,5,11,11 Clock Value
17,Illinois,170948,5,12,12 Clock Value
17,Illinois,170948,5,13,Top
17,Illinois,170948,5,14,Undercarriage
17,Illinois,170948,6,1,1 Clock Value
17,Illinois,170948,6,2,2 Clock Value
17,Illinois,170948,6,3,3 Clock Value
17,Illinois,170948,6,4,4 Clock Value
17,Illinois,170948,6,5,5 Clock Value
17,Illinois,170948,6,6,6 Clock Value
17,Illinois,170948,6,7,7 Clock Value
17,Illinois,170948,6,8,8 Clock Value
17,Illinois,170948,6,9,9 Clock Value
17,Illinois,170948,6,10,10 Clock Value
17,Illinois,170948,6,11,11 Clock Value
17,Illinois,170948,6,12,12 Clock Value
17,Illinois,170948,6,13,Top
17,Illinois,170948,6,14,Undercarriage
17,Illinois,170949,1,1,1 Clock Value
17,Illinois,170950,1,1,1 Clock Value
17,Illinois,170950,1,11,11 Clock Value
17,Illinois,170950,1,12,12 Clock Value
17,Illinois,170950,2,1,1 Clock Value
17,Illinois,170950,2,2,2 Clock Value
17,Illinois,170950,2,3,3 Clock Value
17,Illinois,170950,2,4,4 Clock Value
17,Illinois,170950,2,5,5 Clock Value
17,Illinois,170951,1,11,11 Clock Value
17,Illinois,170951,1,12,12 Clock Value
17,Illinois,170951,1,13,Top
17,Illinois,170952,1,1,1 Clock Value
17,Illinois,170952,1,2,2 Clock Value
17,Illinois,170952,1,3,3 Clock Value
17,Illinois,170952,1,4,4 Clock Value
17,Illinois,170952,1,5,5 Clock Value
17,Illinois,170952,1,6,6 Clock Value
17,Illinois,170952,1,7,7 Clock Value
17,Illinois,170952,1,8,8 Clock Value
17,Illinois,170952,1,9,9 Clock Value
17,Illinois,170952,1,10,10 Clock Value
17,Illinois,170952,1,11,11 Clock Value
17,Illinois,170952,1,12,12 Clock Value
17,Illinois,170952,1,13,Top
17,Illinois,170952,1,14,Undercarriage
17,Illinois,170953,1,1,1 Clock Value
17,Illinois,170953,1,2,2 Clock Value
17,Illinois,170953,1,3,3 Clock Value
17,Illinois,170953,1,4,4 Clock Value
17,Illinois,170953,1,5,5 Clock Value
17,Illinois,170953,1,6,6 Clock Value
17,Illinois,170953,1,7,7 Clock Value
17,Illinois,170953,1,8,8 Clock Value
17,Illinois,170953,1,9,9 Clock Value
17,Illinois,170953,1,10,10 Clock Value
17,Illinois,170953,1,11,11 Clock Value
17,Illinois,170953,1,12,12 Clock Value
17,Illinois,170953,1,13,Top
17,Illinois,170953,1,14,Undercarriage
17,Illinois,170954,1,1,1 Clock Value
17,Illinois,170954,1,2,2 Clock Value
17,Illinois,170954,1,3,3 Clock Value
17,Illinois,170954,1,4,4 Clock Value
17,Illinois,170954,1,5,5 Clock Value
17,Illinois,170954,1,6,6 Clock Value
17,Illinois,170954,1,7,7 Clock Value
17,Illinois,170954,1,8,8 Clock Value
17,Illinois,170954,1,9,9 Clock Value
17,Illinois,170954,1,10,10 Clock Value
17,Illinois,170954,1,11,11 Clock Value
17,Illinois,170954,1,12,12 Clock Value
17,Illinois,170954,1,13,Top
17,Illinois,170954,1,14,Undercarriage
17,Illinois,170955,1,1,1 Clock Value
17,Illinois,170955,1,2,2 Clock Value
17,Illinois,170955,1,3,3 Clock Value
17,Illinois,170955,1,4,4 Clock Value
17,Illinois,170955,1,5,5 Clock Value
17,Illinois,170955,1,6,6 Clock Value
17,Illinois,170955,1,7,7 Clock Value
17,Illinois,170955,1,8,8 Clock Value
17,Illinois,170955,1,9,9 Clock Value
17,Illinois,170955,1,10,10 Clock Value
17,Illinois,170955,1,11,11 Clock Value
17,Illinois,170955,1,12,12 Clock Value
17,Illinois,170955,1,13,Top
17,Illinois,170955,1,14,Undercarriage
17,Illinois,170956,1,11,11 Clock Value
17,Illinois,170957,1,1,1 Clock Value
17,Illinois,170957,1,2,2 Clock Value
17,Illinois,170957,1,3,3 Clock Value
17,Illinois,170957,1,4,4 Clock Value
17,Illinois,170957,1,5,5 Clock Value
17,Illinois,170957,1,6,6 Clock Value
17,Illinois,170957,1,7,7 Clock Value
17,Illinois,170957,1,8,8 Clock Value
17,Illinois,170957,1,9,9 Clock Value
17,Illinois,170957,1,10,10 Clock Value
17,Illinois,170957,1,11,11 Clock Value
17,Illinois,170957,1,12,12 Clock Value
17,Illinois,170957,1,13,Top
17,Illinois,170957,1,14,Undercarriage
17,Illinois,170958,1,12,12 Clock Value
17,Illinois,170959,1,1,1 Clock Value
17,Illinois,170959,1,2,2 Clock Value
17,Illinois,170959,1,3,3 Clock Value
17,Illinois,170959,1,4,4 Clock Value
17,Illinois,170959,1,5,5 Clock Value
17,Illinois,170959,1,6,6 Clock Value
17,Illinois,170959,1,7,7 Clock Value
17,Illinois,170959,1,8,8 Clock Value
17,Illinois,170959,1,9,9 Clock Value
17,Illinois,170959,1,10,10 Clock Value
17,Illinois,170959,1,11,11 Clock Value
17,Illinois,170959,1,12,12 Clock Value
17,Illinois,170959,1,13,Top
17,Illinois,170959,1,14,Undercarriage
17,Illinois,170959,2,1,1 Clock Value
17,Illinois,170959,2,2,2 Clock Value
17,Illinois,170959,2,3,3 Clock Value
17,Illinois,170959,2,4,4 Clock Value
17,Illinois,170959,2,5,5 Clock Value
17,Illinois,170959,2,6,6 Clock Value
17,Illinois,170959,2,7,7 Clock Value
17,Illinois,170959,2,8,8 Clock Value
17,Illinois,170959,2,9,9 Clock Value
17,Illinois,170959,2,10,10 Clock Value
17,Illinois,170959,2,11,11 Clock Value
17,Illinois,170959,2,12,12 Clock Value
17,Illinois,170959,2,13,Top
17,Illinois,170959,2,14,Undercarriage
17,Illinois,170959,3,1,1 Clock Value
17,Illinois,170959,3,2,2 Clock Value
17,Illinois,170959,3,10,10 Clock Value
17,Illinois,170959,3,11,11 Clock Value
17,Illinois,170959,3,12,12 Clock Value
17,Illinois,170960,1,1,1 Clock Value
17,Illinois,170960,1,2,2 Clock Value
17,Illinois,170960,1,3,3 Clock Value
17,Illinois,170960,1,4,4 Clock Value
17,Illinois,170960,1,5,5 Clock Value
17,Illinois,170960,1,6,6 Clock Value
17,Illinois,170960,1,7,7 Clock Value
17,Illinois,170960,1,8,8 Clock Value
17,Illinois,170960,1,9,9 Clock Value
17,Illinois,170960,1,10,10 Clock Value
17,Illinois,170960,1,11,11 Clock Value
17,Illinois,170960,1,12,12 Clock Value
17,Illinois,170960,1,13,Top
17,Illinois,170960,1,14,Undercarriage
17,Illinois,170961,1,8,8 Clock Value
17,Illinois,170961,1,9,9 Clock Value
17,Illinois,170961,1,10,10 Clock Value
17,Illinois,170961,1,11,11 Clock Value
17,Illinois,170961,2,1,1 Clock Value
17,Illinois,170961,2,11,11 Clock Value
17,Illinois,170961,2,12,12 Clock Value
17,Illinois,170962,1,1,1 Clock Value
17,Illinois,170962,1,2,2 Clock Value
17,Illinois,170962,1,3,3 Clock Value
17,Illinois,170962,1,4,4 Clock Value
17,Illinois,170962,1,5,5 Clock Value
17,Illinois,170962,1,6,6 Clock Value
17,Illinois,170962,1,7,7 Clock Value
17,Illinois,170962,1,8,8 Clock Value
17,Illinois,170962,1,9,9 Clock Value
17,Illinois,170962,1,10,10 Clock Value
17,Illinois,170962,1,11,11 Clock Value
17,Illinois,170962,1,12,12 Clock Value
17,Illinois,170962,1,13,Top
17,Illinois,170962,1,14,Undercarriage
17,Illinois,170962,2,1,1 Clock Value
17,Illinois,170962,2,2,2 Clock Value
17,Illinois,170962,2,3,3 Clock Value
17,Illinois,170962,2,4,4 Clock Value
17,Illinois,170962,2,5,5 Clock Value
17,Illinois,170962,2,6,6 Clock Value
17,Illinois,170962,2,7,7 Clock Value
17,Illinois,170962,2,8,8 Clock Value
17,Illinois,170962,2,9,9 Clock Value
17,Illinois,170962,2,10,10 Clock Value
17,Illinois,170962,2,11,11 Clock Value
17,Illinois,170962,2,12,12 Clock Value
17,Illinois,170962,2,13,Top
17,Illinois,170962,2,14,Undercarriage
17,Illinois,170963,1,1,1 Clock Value
17,Illinois,170963,1,2,2 Clock Value
17,Illinois,170963,1,3,3 Clock Value
17,Illinois,170963,1,4,4 Clock Value
17,Illinois,170963,1,5,5 Clock Value
17,Illinois,170963,1,9,9 Clock Value
17,Illinois,170963,1,10,10 Clock Value
17,Illinois,170963,1,11,11 Clock Value
17,Illinois,170963,1,12,12 Clock Value
17,Illinois,170964,1,1,1 Clock Value
17,Illinois,170964,1,11,11 Clock Value
17,Illinois,170964,1,12,12 Clock Value
17,Illinois,170965,1,1,1 Clock Value
17,Illinois,170965,1,2,2 Clock Value
17,Illinois,170965,1,3,3 Clock Value
17,Illinois,170965,1,4,4 Clock Value
17,Illinois,170965,1,5,5 Clock Value
17,Illinois,170965,1,11,11 Clock Value
17,Illinois,170965,1,12,12 Clock Value
17,Illinois,170966,1,1,1 Clock Value
17,Illinois,170966,1,11,11 Clock Value
17,Illinois,170966,1,12,12 Clock Value
17,Illinois,170966,1,14,Undercarriage
17,Illinois,170967,1,1,1 Clock Value
17,Illinois,170967,1,12,12 Clock Value
17,Illinois,170968,1,1,1 Clock Value
17,Illinois,170968,1,12,12 Clock Value
17,Illinois,170969,1,99,Damage Areas Unknown
17,Illinois,170970,1,1,1 Clock Value
17,Illinois,170970,1,2,2 Clock Value
17,Illinois,170970,1,3,3 Clock Value
17,Illinois,170970,1,4,4 Clock Value
17,Illinois,170970,1,5,5 Clock Value
17,Illinois,170970,1,6,6 Clock Value
17,Illinois,170970,1,7,7 Clock Value
17,Illinois,170970,1,8,8 Clock Value
17,Illinois,170970,1,9,9 Clock Value
17,Illinois,170970,1,10,10 Clock Value
17,Illinois,170970,1,11,11 Clock Value
17,Illinois,170970,1,12,12 Clock Value
17,Illinois,170970,1,13,Top
17,Illinois,170970,1,14,Undercarriage
17,Illinois,170970,2,1,1 Clock Value
17,Illinois,170970,2,2,2 Clock Value
17,Illinois,170970,2,3,3 Clock Value
17,Illinois,170970,2,4,4 Clock Value
17,Illinois,170970,2,5,5 Clock Value
17,Illinois,170971,1,9,9 Clock Value
17,Illinois,170971,1,10,10 Clock Value
17,Illinois,170971,1,11,11 Clock Value
17,Illinois,170971,1,13,Top
17,Illinois,170971,2,1,1 Clock Value
17,Illinois,170971,2,12,12 Clock Value
17,Illinois,170972,1,1,1 Clock Value
17,Illinois,170972,1,2,2 Clock Value
17,Illinois,170972,1,3,3 Clock Value
17,Illinois,170972,1,4,4 Clock Value
17,Illinois,170972,1,5,5 Clock Value
17,Illinois,170972,1,6,6 Clock Value
17,Illinois,170972,1,7,7 Clock Value
17,Illinois,170972,1,8,8 Clock Value
17,Illinois,170972,1,9,9 Clock Value
17,Illinois,170972,1,10,10 Clock Value
17,Illinois,170972,1,11,11 Clock Value
17,Illinois,170972,1,12,12 Clock Value
17,Illinois,170972,1,13,Top
17,Illinois,170972,1,14,Undercarriage
17,Illinois,170972,2,1,1 Clock Value
17,Illinois,170972,2,2,2 Clock Value
17,Illinois,170972,2,3,3 Clock Value
17,Illinois,170972,2,4,4 Clock Value
17,Illinois,170972,2,5,5 Clock Value
17,Illinois,170972,2,6,6 Clock Value
17,Illinois,170972,2,7,7 Clock Value
17,Illinois,170972,2,8,8 Clock Value
17,Illinois,170972,2,9,9 Clock Value
17,Illinois,170972,2,10,10 Clock Value
17,Illinois,170972,2,11,11 Clock Value
17,Illinois,170972,2,12,12 Clock Value
17,Illinois,170972,2,13,Top
17,Illinois,170972,2,14,Undercarriage
17,Illinois,170973,1,9,9 Clock Value
17,Illinois,170973,2,11,11 Clock Value
17,Illinois,170973,2,12,12 Clock Value
17,Illinois,170974,1,1,1 Clock Value
17,Illinois,170974,1,2,2 Clock Value
17,Illinois,170974,1,3,3 Clock Value
17,Illinois,170974,2,12,12 Clock Value
17,Illinois,170975,1,1,1 Clock Value
17,Illinois,170975,1,11,11 Clock Value
17,Illinois,170975,1,12,12 Clock Value
17,Illinois,170976,1,12,12 Clock Value
17,Illinois,170977,1,1,1 Clock Value
17,Illinois,170977,1,2,2 Clock Value
17,Illinois,170977,1,3,3 Clock Value
17,Illinois,170977,1,4,4 Clock Value
17,Illinois,170977,1,8,8 Clock Value
17,Illinois,170977,1,9,9 Clock Value
17,Illinois,170977,1,10,10 Clock Value
17,Illinois,170977,1,11,11 Clock Value
17,Illinois,170977,1,12,12 Clock Value
17,Illinois,170978,1,1,1 Clock Value
17,Illinois,170978,1,2,2 Clock Value
17,Illinois,170978,1,3,3 Clock Value
17,Illinois,170978,1,4,4 Clock Value
17,Illinois,170978,1,5,5 Clock Value
17,Illinois,170978,1,6,6 Clock Value
17,Illinois,170978,1,7,7 Clock Value
17,Illinois,170978,1,8,8 Clock Value
17,Illinois,170978,1,9,9 Clock Value
17,Illinois,170978,1,10,10 Clock Value
17,Illinois,170978,1,11,11 Clock Value
17,Illinois,170978,1,12,12 Clock Value
17,Illinois,170978,1,13,Top
17,Illinois,170978,1,14,Undercarriage
17,Illinois,170979,1,1,1 Clock Value
17,Illinois,170979,1,2,2 Clock Value
17,Illinois,170979,1,3,3 Clock Value
17,Illinois,170979,1,11,11 Clock Value
17,Illinois,170979,1,12,12 Clock Value
17,Illinois,170980,1,7,7 Clock Value
17,Illinois,170980,2,1,1 Clock Value
17,Illinois,170980,2,2,2 Clock Value
17,Illinois,170980,2,3,3 Clock Value
17,Illinois,170980,2,4,4 Clock Value
17,Illinois,170980,2,5,5 Clock Value
17,Illinois,170980,2,6,6 Clock Value
17,Illinois,170980,2,7,7 Clock Value
17,Illinois,170980,2,8,8 Clock Value
17,Illinois,170980,2,9,9 Clock Value
17,Illinois,170980,2,10,10 Clock Value
17,Illinois,170980,2,11,11 Clock Value
17,Illinois,170980,2,12,12 Clock Value
17,Illinois,170980,2,13,Top
17,Illinois,170980,2,14,Undercarriage
17,Illinois,170980,3,2,2 Clock Value
17,Illinois,170980,3,3,3 Clock Value
17,Illinois,170980,3,4,4 Clock Value
17,Illinois,170981,1,12,12 Clock Value
17,Illinois,170981,2,6,6 Clock Value
17,Illinois,170981,2,7,7 Clock Value
17,Illinois,170981,2,12,12 Clock Value
17,Illinois,170981,3,6,6 Clock Value
17,Illinois,170981,3,12,12 Clock Value
17,Illinois,170981,4,15,No Damage
17,Illinois,170982,1,1,1 Clock Value
17,Illinois,170982,1,2,2 Clock Value
17,Illinois,170982,1,3,3 Clock Value
17,Illinois,170982,1,9,9 Clock Value
17,Illinois,170982,1,10,10 Clock Value
17,Illinois,170982,1,11,11 Clock Value
17,Illinois,170982,1,12,12 Clock Value
17,Illinois,170982,2,1,1 Clock Value
17,Illinois,170982,2,2,2 Clock Value
17,Illinois,170982,2,3,3 Clock Value
17,Illinois,170982,2,11,11 Clock Value
17,Illinois,170982,2,12,12 Clock Value
17,Illinois,170982,3,1,1 Clock Value
17,Illinois,170982,3,11,11 Clock Value
17,Illinois,170982,3,12,12 Clock Value
17,Illinois,170983,1,1,1 Clock Value
17,Illinois,170983,1,2,2 Clock Value
17,Illinois,170983,1,3,3 Clock Value
17,Illinois,170983,1,4,4 Clock Value
17,Illinois,170983,1,5,5 Clock Value
17,Illinois,170983,1,6,6 Clock Value
17,Illinois,170983,1,7,7 Clock Value
17,Illinois,170983,1,8,8 Clock Value
17,Illinois,170983,1,9,9 Clock Value
17,Illinois,170983,1,10,10 Clock Value
17,Illinois,170983,1,11,11 Clock Value
17,Illinois,170983,1,12,12 Clock Value
17,Illinois,170983,1,13,Top
17,Illinois,170983,1,14,Undercarriage
17,Illinois,170984,1,1,1 Clock Value
17,Illinois,170984,1,11,11 Clock Value
17,Illinois,170984,1,12,12 Clock Value
17,Illinois,170984,2,5,5 Clock Value
17,Illinois,170984,2,6,6 Clock Value
17,Illinois,170984,2,7,7 Clock Value
17,Illinois,170985,1,1,1 Clock Value
17,Illinois,170985,1,11,11 Clock Value
17,Illinois,170985,1,12,12 Clock Value
17,Illinois,170985,1,13,Top
17,Illinois,170986,1,1,1 Clock Value
17,Illinois,170986,1,2,2 Clock Value
17,Illinois,170986,1,3,3 Clock Value
17,Illinois,170986,1,4,4 Clock Value
17,Illinois,170986,1,5,5 Clock Value
17,Illinois,170986,1,6,6 Clock Value
17,Illinois,170986,1,7,7 Clock Value
17,Illinois,170986,1,8,8 Clock Value
17,Illinois,170986,1,9,9 Clock Value
17,Illinois,170986,1,10,10 Clock Value
17,Illinois,170986,1,11,11 Clock Value
17,Illinois,170986,1,12,12 Clock Value
17,Illinois,170986,1,13,Top
17,Illinois,170986,1,14,Undercarriage
17,Illinois,170987,1,99,Damage Areas Unknown
17,Illinois,170988,1,13,Top
17,Illinois,170989,1,1,1 Clock Value
17,Illinois,170989,1,2,2 Clock Value
17,Illinois,170989,1,3,3 Clock Value
17,Illinois,170989,1,4,4 Clock Value
17,Illinois,170989,1,5,5 Clock Value
17,Illinois,170989,1,6,6 Clock Value
17,Illinois,170989,1,7,7 Clock Value
17,Illinois,170989,1,8,8 Clock Value
17,Illinois,170989,1,9,9 Clock Value
17,Illinois,170989,1,10,10 Clock Value
17,Illinois,170989,1,11,11 Clock Value
17,Illinois,170989,1,12,12 Clock Value
17,Illinois,170989,1,13,Top
17,Illinois,170989,1,14,Undercarriage
17,Illinois,170989,2,1,1 Clock Value
17,Illinois,170989,2,2,2 Clock Value
17,Illinois,170989,2,3,3 Clock Value
17,Illinois,170989,2,4,4 Clock Value
17,Illinois,170989,2,5,5 Clock Value
17,Illinois,170989,2,6,6 Clock Value
17,Illinois,170989,2,7,7 Clock Value
17,Illinois,170989,2,8,8 Clock Value
17,Illinois,170989,2,9,9 Clock Value
17,Illinois,170989,2,10,10 Clock Value
17,Illinois,170989,2,11,11 Clock Value
17,Illinois,170989,2,12,12 Clock Value
17,Illinois,170989,2,13,Top
17,Illinois,170989,2,14,Undercarriage
17,Illinois,170989,3,1,1 Clock Value
17,Illinois,170989,3,11,11 Clock Value
17,Illinois,170989,3,12,12 Clock Value
17,Illinois,170989,4,1,1 Clock Value
17,Illinois,170989,4,11,11 Clock Value
17,Illinois,170989,4,12,12 Clock Value
17,Illinois,170989,4,14,Undercarriage
17,Illinois,170990,1,7,7 Clock Value
17,Illinois,170990,1,8,8 Clock Value
17,Illinois,170990,1,9,9 Clock Value
17,Illinois,170990,1,10,10 Clock Value
17,Illinois,170990,1,11,11 Clock Value
17,Illinois,170990,2,1,1 Clock Value
17,Illinois,170990,2,2,2 Clock Value
17,Illinois,170990,2,3,3 Clock Value
17,Illinois,170990,2,4,4 Clock Value
17,Illinois,170990,2,8,8 Clock Value
17,Illinois,170990,2,9,9 Clock Value
17,Illinois,170990,2,10,10 Clock Value
17,Illinois,170990,2,11,11 Clock Value
17,Illinois,170990,2,12,12 Clock Value
17,Illinois,170991,1,1,1 Clock Value
17,Illinois,170991,1,2,2 Clock Value
17,Illinois,170991,1,3,3 Clock Value
17,Illinois,170991,1,4,4 Clock Value
17,Illinois,170991,1,5,5 Clock Value
17,Illinois,170991,1,6,6 Clock Value
17,Illinois,170991,1,7,7 Clock Value
17,Illinois,170991,1,8,8 Clock Value
17,Illinois,170991,1,9,9 Clock Value
17,Illinois,170991,1,10,10 Clock Value
17,Illinois,170991,1,11,11 Clock Value
17,Illinois,170991,1,12,12 Clock Value
17,Illinois,170991,1,13,Top
17,Illinois,170991,1,14,Undercarriage
17,Illinois,170991,2,5,5 Clock Value
17,Illinois,170991,2,6,6 Clock Value
17,Illinois,170991,2,7,7 Clock Value
17,Illinois,170992,1,1,1 Clock Value
17,Illinois,170992,1,2,2 Clock Value
17,Illinois,170992,1,3,3 Clock Value
17,Illinois,170992,1,4,4 Clock Value
17,Illinois,170992,1,5,5 Clock Value
17,Illinois,170992,1,6,6 Clock Value
17,Illinois,170992,1,7,7 Clock Value
17,Illinois,170992,1,8,8 Clock Value
17,Illinois,170992,1,9,9 Clock Value
17,Illinois,170992,1,10,10 Clock Value
17,Illinois,170992,1,11,11 Clock Value
17,Illinois,170992,1,12,12 Clock Value
17,Illinois,170992,1,13,Top
17,Illinois,170992,1,14,Undercarriage
17,Illinois,170992,2,1,1 Clock Value
17,Illinois,170992,2,11,11 Clock Value
17,Illinois,170992,2,12,12 Clock Value
17,Illinois,170993,1,11,11 Clock Value
17,Illinois,170993,2,1,1 Clock Value
17,Illinois,170993,2,2,2 Clock Value
17,Illinois,170993,2,3,3 Clock Value
17,Illinois,170993,2,4,4 Clock Value
17,Illinois,170993,2,5,5 Clock Value
17,Illinois,170993,2,6,6 Clock Value
17,Illinois,170993,2,7,7 Clock Value
17,Illinois,170993,2,8,8 Clock Value
17,Illinois,170993,2,9,9 Clock Value
17,Illinois,170993,2,10,10 Clock Value
17,Illinois,170993,2,11,11 Clock Value
17,Illinois,170993,2,12,12 Clock Value
17,Illinois,170993,2,13,Top
17,Illinois,170993,2,14,Undercarriage
17,Illinois,170994,1,1,1 Clock Value
17,Illinois,170994,1,11,11 Clock Value
17,Illinois,170994,1,12,12 Clock Value
17,Illinois,170994,2,8,8 Clock Value
17,Illinois,170994,2,9,9 Clock Value
17,Illinois,170994,2,10,10 Clock Value
17,Illinois,170995,1,1,1 Clock Value
17,Illinois,170995,1,11,11 Clock Value
17,Illinois,170995,1,12,12 Clock Value
17,Illinois,170995,2,5,5 Clock Value
17,Illinois,170995,2,6,6 Clock Value
17,Illinois,170995,2,7,7 Clock Value
17,Illinois,170995,2,8,8 Clock Value
17,Illinois,170995,3,1,1 Clock Value
17,Illinois,170995,3,2,2 Clock Value
17,Illinois,170995,3,3,3 Clock Value
17,Illinois,170995,3,10,10 Clock Value
17,Illinois,170995,3,11,11 Clock Value
17,Illinois,170995,3,12,12 Clock Value
17,Illinois,170996,1,1,1 Clock Value
17,Illinois,170996,1,2,2 Clock Value
17,Illinois,170996,1,3,3 Clock Value
17,Illinois,170996,1,4,4 Clock Value
17,Illinois,170996,1,5,5 Clock Value
17,Illinois,170996,1,6,6 Clock Value
17,Illinois,170996,1,7,7 Clock Value
17,Illinois,170996,1,8,8 Clock Value
17,Illinois,170996,1,9,9 Clock Value
17,Illinois,170996,1,10,10 Clock Value
17,Illinois,170996,1,11,11 Clock Value
17,Illinois,170996,1,12,12 Clock Value
17,Illinois,170996,1,13,Top
17,Illinois,170996,1,14,Undercarriage
17,Illinois,170996,2,1,1 Clock Value
17,Illinois,170996,2,2,2 Clock Value
17,Illinois,170996,2,3,3 Clock Value
17,Illinois,170996,2,4,4 Clock Value
17,Illinois,170996,2,5,5 Clock Value
17,Illinois,170996,2,6,6 Clock Value
17,Illinois,170996,2,7,7 Clock Value
17,Illinois,170996,2,8,8 Clock Value
17,Illinois,170996,2,9,9 Clock Value
17,Illinois,170996,2,10,10 Clock Value
17,Illinois,170996,2,11,11 Clock Value
17,Illinois,170996,2,12,12 Clock Value
17,Illinois,170996,2,13,Top
17,Illinois,170996,2,14,Undercarriage
