STATE,STATENAME,ST_CASE,VEH_NO,DAMAGE,DAMAGENAME
1,Alabama,10001,1,1,1 Clock Value
1,Alabama,10001,1,2,2 Clock Value
1,Alabama,10001,1,3,3 Clock Value
1,Alabama,10001,1,4,4 Clock Value
1,Alabama,10001,1,5,5 Clock Value
1,Alabama,10001,1,7,7 Clock Value
1,Alabama,10001,1,13,Top
1,Alabama,10001,2,7,7 Clock Value
1,Alabama,10001,2,8,8 Clock Value
1,Alabama,10001,2,9,9 Clock Value
1,Alabama,10001,2,10,10 Clock Value
1,Alabama,10001,2,11,11 Clock Value
1,Alabama,10002,1,1,1 Clock Value
1,Alabama,10002,1,2,2 Clock Value
1,Alabama,10002,1,10,10 Clock Value
1,Alabama,10002,1,11,11 Clock Value
1,Alabama,10002,1,12,12 Clock Value
1,Alabama,10002,2,1,1 Clock Value
1,Alabama,10002,2,2,2 Clock Value
1,Alabama,10002,2,10,10 Clock Value
1,Alabama,10002,2,11,11 Clock Value
1,Alabama,10002,2,12,12 Clock Value
1,Alabama,10002,2,13,Top
1,Alabama,10003,1,1,1 Clock Value
1,Alabama,10003,1,11,11 Clock Value
1,Alabama,10003,1,12,12 Clock Value
1,Alabama,10003,1,13,Top
1,Alabama,10004,1,12,12 Clock Value
1,Alabama,10004,1,14,Undercarriage
1,Alabama,10005,1,1,1 Clock Value
1,Alabama,10005,1,11,11 Clock Value
1,Alabama,10005,1,12,12 Clock Value
1,Alabama,10006,1,1,1 Clock Value
1,Alabama,10006,1,12,12 Clock Value
1,Alabama,10007,1,6,6 Clock Value
1,Alabama,10007,2,1,1 Clock Value
1,Alabama,10007,2,2,2 Clock Value
1,Alabama,10007,2,10,10 Clock Value
1,Alabama,10007,2,11,11 Clock Value
1,Alabama,10007,2,12,12 Clock Value
1,Alabama,10008,1,1,1 Clock Value
1,Alabama,10008,1,2,2 Clock Value
1,Alabama,10008,1,3,3 Clock Value
1,Alabama,10008,1,12,12 Clock Value
1,Alabama,10009,1,2,2 Clock Value
1,Alabama,10009,2,12,12 Clock Value
1,Alabama,10010,1,11,11 Clock Value
1,Alabama,10011,1,1,1 Clock Value
1,Alabama,10011,1,2,2 Clock Value
1,Alabama,10011,1,3,3 Clock Value
1,Alabama,10011,1,4,4 Clock Value
1,Alabama,10011,1,5,5 Clock Value
1,Alabama,10011,1,6,6 Clock Value
1,Alabama,10011,1,7,7 Clock Value
1,Alabama,10011,1,8,8 Clock Value
1,Alabama,10011,1,9,9 Clock Value
1,Alabama,10011,1,10,10 Clock Value
1,Alabama,10011,1,11,11 Clock Value
1,Alabama,10011,1,12,12 Clock Value
1,Alabama,10011,1,13,Top
1,Alabama,10011,1,14,Undercarriage
1,Alabama,10012,1,1,1 Clock Value
1,Alabama,10012,1,8,8 Clock Value
1,Alabama,10012,1,9,9 Clock Value
1,Alabama,10012,1,10,10 Clock Value
1,Alabama,10012,1,11,11 Clock Value
1,Alabama,10012,1,12,12 Clock Value
1,Alabama,10012,2,1,1 Clock Value
1,Alabama,10012,2,2,2 Clock Value
1,Alabama,10012,2,3,3 Clock Value
1,Alabama,10012,2,9,9 Clock Value
1,Alabama,10012,2,10,10 Clock Value
1,Alabama,10012,2,11,11 Clock Value
1,Alabama,10012,2,12,12 Clock Value
1,Alabama,10012,2,14,Undercarriage
1,Alabama,10013,1,1,1 Clock Value
1,Alabama,10013,1,10,10 Clock Value
1,Alabama,10013,1,11,11 Clock Value
1,Alabama,10013,1,12,12 Clock Value
1,Alabama,10013,2,1,1 Clock Value
1,Alabama,10013,2,10,10 Clock Value
1,Alabama,10013,2,11,11 Clock Value
1,Alabama,10013,2,12,12 Clock Value
1,Alabama,10014,1,10,10 Clock Value
1,Alabama,10014,1,11,11 Clock Value
1,Alabama,10014,1,12,12 Clock Value
1,Alabama,10014,2,9,9 Clock Value
1,Alabama,10014,2,10,10 Clock Value
1,Alabama,10014,2,11,11 Clock Value
1,Alabama,10014,2,12,12 Clock Value
1,Alabama,10015,1,12,12 Clock Value
1,Alabama,10016,1,12,12 Clock Value
1,Alabama,10017,1,1,1 Clock Value
1,Alabama,10017,1,13,Top
1,Alabama,10018,1,12,12 Clock Value
1,Alabama,10019,1,12,12 Clock Value
1,Alabama,10020,1,9,9 Clock Value
1,Alabama,10020,1,10,10 Clock Value
1,Alabama,10020,1,13,Top
1,Alabama,10021,1,12,12 Clock Value
1,Alabama,10022,1,1,1 Clock Value
1,Alabama,10022,1,2,2 Clock Value
1,Alabama,10022,1,3,3 Clock Value
1,Alabama,10022,1,5,5 Clock Value
1,Alabama,10022,1,7,7 Clock Value
1,Alabama,10022,1,10,10 Clock Value
1,Alabama,10022,1,11,11 Clock Value
1,Alabama,10022,1,13,Top
1,Alabama,10023,1,3,3 Clock Value
1,Alabama,10023,1,4,4 Clock Value
1,Alabama,10023,1,5,5 Clock Value
1,Alabama,10023,1,6,6 Clock Value
1,Alabama,10023,2,12,12 Clock Value
1,Alabama,10024,1,1,1 Clock Value
1,Alabama,10024,1,11,11 Clock Value
1,Alabama,10024,1,12,12 Clock Value
1,Alabama,10024,2,5,5 Clock Value
1,Alabama,10024,2,6,6 Clock Value
1,Alabama,10024,2,7,7 Clock Value
1,Alabama,10024,3,1,1 Clock Value
1,Alabama,10024,3,2,2 Clock Value
1,Alabama,10024,3,3,3 Clock Value
1,Alabama,10024,3,6,6 Clock Value
1,Alabama,10025,1,12,12 Clock Value
1,Alabama,10026,1,1,1 Clock Value
1,Alabama,10026,1,2,2 Clock Value
1,Alabama,10026,1,10,10 Clock Value
1,Alabama,10026,1,11,11 Clock Value
1,Alabama,10026,1,12,12 Clock Value
1,Alabama,10026,2,1,1 Clock Value
1,Alabama,10026,2,11,11 Clock Value
1,Alabama,10026,2,12,12 Clock Value
1,Alabama,10026,2,14,Undercarriage
1,Alabama,10027,1,3,3 Clock Value
1,Alabama,10028,1,1,1 Clock Value
1,Alabama,10028,1,11,11 Clock Value
1,Alabama,10028,1,12,12 Clock Value
1,Alabama,10029,1,1,1 Clock Value
1,Alabama,10029,1,2,2 Clock Value
1,Alabama,10029,1,3,3 Clock Value
1,Alabama,10029,1,4,4 Clock Value
1,Alabama,10029,1,5,5 Clock Value
1,Alabama,10029,1,6,6 Clock Value
1,Alabama,10029,1,7,7 Clock Value
1,Alabama,10029,1,8,8 Clock Value
1,Alabama,10029,1,9,9 Clock Value
1,Alabama,10029,1,10,10 Clock Value
1,Alabama,10029,1,11,11 Clock Value
1,Alabama,10029,1,12,12 Clock Value
1,Alabama,10029,1,13,Top
1,Alabama,10029,2,9,9 Clock Value
1,Alabama,10029,2,14,Undercarriage
1,Alabama,10030,1,1,1 Clock Value
1,Alabama,10030,1,12,12 Clock Value
1,Alabama,10031,1,7,7 Clock Value
1,Alabama,10031,1,8,8 Clock Value
1,Alabama,10031,1,9,9 Clock Value
1,Alabama,10031,1,10,10 Clock Value
1,Alabama,10031,1,11,11 Clock Value
1,Alabama,10032,1,12,12 Clock Value
1,Alabama,10032,1,13,Top
1,Alabama,10033,1,1,1 Clock Value
1,Alabama,10033,1,13,Top
1,Alabama,10034,1,12,12 Clock Value
1,Alabama,10035,1,13,Top
1,Alabama,10036,1,1,1 Clock Value
1,Alabama,10036,1,11,11 Clock Value
1,Alabama,10036,1,12,12 Clock Value
1,Alabama,10036,1,13,Top
1,Alabama,10037,1,12,12 Clock Value
1,Alabama,10038,1,9,9 Clock Value
1,Alabama,10038,1,13,Top
1,Alabama,10039,1,12,12 Clock Value
1,Alabama,10039,2,12,12 Clock Value
1,Alabama,10039,3,7,7 Clock Value
1,Alabama,10040,1,1,1 Clock Value
1,Alabama,10040,1,6,6 Clock Value
1,Alabama,10040,1,7,7 Clock Value
1,Alabama,10040,1,8,8 Clock Value
1,Alabama,10040,1,9,9 Clock Value
1,Alabama,10040,1,10,10 Clock Value
1,Alabama,10040,1,11,11 Clock Value
1,Alabama,10040,1,12,12 Clock Value
1,Alabama,10041,1,10,10 Clock Value
1,Alabama,10041,1,11,11 Clock Value
1,Alabama,10041,1,12,12 Clock Value
1,Alabama,10042,1,12,12 Clock Value
1,Alabama,10042,2,12,12 Clock Value
1,Alabama,10043,1,3,3 Clock Value
1,Alabama,10044,1,11,11 Clock Value
1,Alabama,10044,1,12,12 Clock Value
1,Alabama,10045,1,1,1 Clock Value
1,Alabama,10045,1,10,10 Clock Value
1,Alabama,10045,1,11,11 Clock Value
1,Alabama,10045,1,12,12 Clock Value
1,Alabama,10046,1,7,7 Clock Value
1,Alabama,10046,1,8,8 Clock Value
1,Alabama,10046,1,9,9 Clock Value
1,Alabama,10046,1,10,10 Clock Value
1,Alabama,10046,1,11,11 Clock Value
1,Alabama,10046,1,13,Top
1,Alabama,10047,1,11,11 Clock Value
1,Alabama,10047,1,12,12 Clock Value
1,Alabama,10047,2,6,6 Clock Value
1,Alabama,10047,2,7,7 Clock Value
1,Alabama,10047,2,8,8 Clock Value
1,Alabama,10047,3,12,12 Clock Value
1,Alabama,10048,1,2,2 Clock Value
1,Alabama,10048,1,10,10 Clock Value
1,Alabama,10048,2,12,12 Clock Value
1,Alabama,10049,1,8,8 Clock Value
1,Alabama,10049,1,9,9 Clock Value
1,Alabama,10049,1,10,10 Clock Value
1,Alabama,10049,1,11,11 Clock Value
1,Alabama,10049,1,12,12 Clock Value
1,Alabama,10049,2,1,1 Clock Value
1,Alabama,10049,2,2,2 Clock Value
1,Alabama,10049,2,10,10 Clock Value
1,Alabama,10049,2,11,11 Clock Value
1,Alabama,10049,2,12,12 Clock Value
1,Alabama,10050,1,9,9 Clock Value
1,Alabama,10050,1,10,10 Clock Value
1,Alabama,10050,1,11,11 Clock Value
1,Alabama,10050,1,12,12 Clock Value
1,Alabama,10051,1,1,1 Clock Value
1,Alabama,10051,1,2,2 Clock Value
1,Alabama,10051,1,3,3 Clock Value
1,Alabama,10051,1,4,4 Clock Value
1,Alabama,10051,1,5,5 Clock Value
1,Alabama,10051,1,6,6 Clock Value
1,Alabama,10051,1,7,7 Clock Value
1,Alabama,10051,1,8,8 Clock Value
1,Alabama,10051,1,9,9 Clock Value
1,Alabama,10051,1,10,10 Clock Value
1,Alabama,10051,1,11,11 Clock Value
1,Alabama,10051,1,12,12 Clock Value
1,Alabama,10051,1,13,Top
1,Alabama,10051,1,14,Undercarriage
1,Alabama,10052,1,12,12 Clock Value
1,Alabama,10052,2,12,12 Clock Value
1,Alabama,10053,1,1,1 Clock Value
1,Alabama,10053,1,2,2 Clock Value
1,Alabama,10053,1,10,10 Clock Value
1,Alabama,10053,1,11,11 Clock Value
1,Alabama,10053,1,12,12 Clock Value
1,Alabama,10054,1,11,11 Clock Value
1,Alabama,10054,1,13,Top
1,Alabama,10055,1,2,2 Clock Value
1,Alabama,10056,1,12,12 Clock Value
1,Alabama,10056,1,13,Top
1,Alabama,10057,1,7,7 Clock Value
1,Alabama,10057,1,13,Top
1,Alabama,10058,1,12,12 Clock Value
1,Alabama,10059,1,12,12 Clock Value
1,Alabama,10060,1,1,1 Clock Value
1,Alabama,10060,1,2,2 Clock Value
1,Alabama,10060,1,3,3 Clock Value
1,Alabama,10060,1,4,4 Clock Value
1,Alabama,10060,1,5,5 Clock Value
1,Alabama,10060,1,6,6 Clock Value
1,Alabama,10060,1,7,7 Clock Value
1,Alabama,10060,1,8,8 Clock Value
1,Alabama,10060,1,9,9 Clock Value
1,Alabama,10060,1,10,10 Clock Value
1,Alabama,10060,1,11,11 Clock Value
1,Alabama,10060,1,12,12 Clock Value
1,Alabama,10060,1,13,Top
1,Alabama,10060,1,14,Undercarriage
1,Alabama,10061,1,12,12 Clock Value
1,Alabama,10062,1,12,12 Clock Value
1,Alabama,10063,1,1,1 Clock Value
1,Alabama,10063,1,2,2 Clock Value
1,Alabama,10063,1,3,3 Clock Value
1,Alabama,10063,1,4,4 Clock Value
1,Alabama,10063,1,5,5 Clock Value
1,Alabama,10063,1,6,6 Clock Value
1,Alabama,10063,1,7,7 Clock Value
1,Alabama,10063,1,8,8 Clock Value
1,Alabama,10063,1,9,9 Clock Value
1,Alabama,10063,1,10,10 Clock Value
1,Alabama,10063,1,11,11 Clock Value
1,Alabama,10063,1,12,12 Clock Value
1,Alabama,10063,1,13,Top
1,Alabama,10063,1,14,Undercarriage
1,Alabama,10064,1,1,1 Clock Value
1,Alabama,10064,1,11,11 Clock Value
1,Alabama,10064,1,12,12 Clock Value
1,Alabama,10064,2,5,5 Clock Value
1,Alabama,10064,2,6,6 Clock Value
1,Alabama,10064,2,7,7 Clock Value
1,Alabama,10064,2,12,12 Clock Value
1,Alabama,10064,3,5,5 Clock Value
1,Alabama,10064,3,6,6 Clock Value
1,Alabama,10064,3,7,7 Clock Value
1,Alabama,10065,1,12,12 Clock Value
1,Alabama,10065,2,12,12 Clock Value
1,Alabama,10066,1,7,7 Clock Value
1,Alabama,10066,1,8,8 Clock Value
1,Alabama,10066,1,9,9 Clock Value
1,Alabama,10066,1,10,10 Clock Value
1,Alabama,10066,1,11,11 Clock Value
1,Alabama,10066,1,14,Undercarriage
1,Alabama,10066,2,15,No Damage
1,Alabama,10067,1,1,1 Clock Value
1,Alabama,10067,1,12,12 Clock Value
1,Alabama,10068,1,1,1 Clock Value
1,Alabama,10068,2,12,12 Clock Value
1,Alabama,10069,1,11,11 Clock Value
1,Alabama,10069,1,13,Top
1,Alabama,10069,2,5,5 Clock Value
1,Alabama,10069,2,14,Undercarriage
1,Alabama,10070,1,1,1 Clock Value
1,Alabama,10070,1,2,2 Clock Value
1,Alabama,10070,1,13,Top
1,Alabama,10071,1,12,12 Clock Value
1,Alabama,10071,2,6,6 Clock Value
1,Alabama,10072,1,12,12 Clock Value
1,Alabama,10072,2,6,6 Clock Value
1,Alabama,10073,1,2,2 Clock Value
1,Alabama,10073,1,3,3 Clock Value
1,Alabama,10073,1,4,4 Clock Value
1,Alabama,10073,1,5,5 Clock Value
1,Alabama,10073,2,12,12 Clock Value
1,Alabama,10074,1,1,1 Clock Value
1,Alabama,10074,1,12,12 Clock Value
1,Alabama,10074,2,6,6 Clock Value
1,Alabama,10075,1,1,1 Clock Value
1,Alabama,10075,1,2,2 Clock Value
1,Alabama,10075,1,12,12 Clock Value
1,Alabama,10076,1,6,6 Clock Value
1,Alabama,10076,1,12,12 Clock Value
1,Alabama,10076,1,13,Top
1,Alabama,10076,2,1,1 Clock Value
1,Alabama,10076,2,2,2 Clock Value
1,Alabama,10076,2,3,3 Clock Value
1,Alabama,10076,2,4,4 Clock Value
1,Alabama,10076,2,5,5 Clock Value
1,Alabama,10077,1,1,1 Clock Value
1,Alabama,10077,1,11,11 Clock Value
1,Alabama,10077,1,12,12 Clock Value
1,Alabama,10078,1,3,3 Clock Value
1,Alabama,10078,1,12,12 Clock Value
1,Alabama,10078,1,13,Top
1,Alabama,10079,1,1,1 Clock Value
1,Alabama,10079,1,2,2 Clock Value
1,Alabama,10079,1,3,3 Clock Value
1,Alabama,10079,1,4,4 Clock Value
1,Alabama,10079,1,5,5 Clock Value
1,Alabama,10079,1,11,11 Clock Value
1,Alabama,10079,1,12,12 Clock Value
1,Alabama,10080,1,11,11 Clock Value
1,Alabama,10080,1,12,12 Clock Value
1,Alabama,10080,2,10,10 Clock Value
1,Alabama,10080,3,12,12 Clock Value
1,Alabama,10081,1,12,12 Clock Value
1,Alabama,10081,2,1,1 Clock Value
1,Alabama,10081,2,2,2 Clock Value
1,Alabama,10081,2,3,3 Clock Value
1,Alabama,10081,2,4,4 Clock Value
1,Alabama,10081,2,5,5 Clock Value
1,Alabama,10081,2,6,6 Clock Value
1,Alabama,10081,2,7,7 Clock Value
1,Alabama,10081,2,8,8 Clock Value
1,Alabama,10081,2,9,9 Clock Value
1,Alabama,10081,2,10,10 Clock Value
1,Alabama,10081,2,11,11 Clock Value
1,Alabama,10081,2,12,12 Clock Value
1,Alabama,10081,2,13,Top
1,Alabama,10081,2,14,Undercarriage
1,Alabama,10081,3,6,6 Clock Value
1,Alabama,10081,4,6,6 Clock Value
1,Alabama,10081,5,1,1 Clock Value
1,Alabama,10081,5,2,2 Clock Value
1,Alabama,10081,5,3,3 Clock Value
1,Alabama,10081,5,4,4 Clock Value
1,Alabama,10081,5,5,5 Clock Value
1,Alabama,10081,5,6,6 Clock Value
1,Alabama,10081,5,7,7 Clock Value
1,Alabama,10082,1,12,12 Clock Value
1,Alabama,10082,2,6,6 Clock Value
1,Alabama,10082,2,12,12 Clock Value
1,Alabama,10082,3,6,6 Clock Value
1,Alabama,10083,1,6,6 Clock Value
1,Alabama,10083,2,12,12 Clock Value
1,Alabama,10084,1,12,12 Clock Value
1,Alabama,10085,1,12,12 Clock Value
1,Alabama,10085,2,12,12 Clock Value
1,Alabama,10086,1,11,11 Clock Value
1,Alabama,10086,1,12,12 Clock Value
1,Alabama,10087,1,4,4 Clock Value
1,Alabama,10087,1,5,5 Clock Value
1,Alabama,10087,1,6,6 Clock Value
1,Alabama,10087,2,12,12 Clock Value
1,Alabama,10088,1,1,1 Clock Value
1,Alabama,10088,1,2,2 Clock Value
1,Alabama,10088,1,3,3 Clock Value
1,Alabama,10088,1,4,4 Clock Value
1,Alabama,10088,1,5,5 Clock Value
1,Alabama,10088,1,12,12 Clock Value
1,Alabama,10089,1,1,1 Clock Value
1,Alabama,10089,1,2,2 Clock Value
1,Alabama,10089,1,3,3 Clock Value
1,Alabama,10089,1,4,4 Clock Value
1,Alabama,10089,1,5,5 Clock Value
1,Alabama,10089,2,4,4 Clock Value
1,Alabama,10089,2,12,12 Clock Value
1,Alabama,10090,1,12,12 Clock Value
1,Alabama,10090,2,6,6 Clock Value
1,Alabama,10090,2,12,12 Clock Value
1,Alabama,10091,1,10,10 Clock Value
1,Alabama,10092,1,12,12 Clock Value
1,Alabama,10092,2,12,12 Clock Value
1,Alabama,10093,1,11,11 Clock Value
1,Alabama,10093,1,12,12 Clock Value
1,Alabama,10093,2,6,6 Clock Value
1,Alabama,10093,2,13,Top
1,Alabama,10094,1,12,12 Clock Value
1,Alabama,10094,1,13,Top
1,Alabama,10095,1,12,12 Clock Value
1,Alabama,10095,1,13,Top
1,Alabama,10096,1,12,12 Clock Value
1,Alabama,10097,1,1,1 Clock Value
1,Alabama,10097,1,2,2 Clock Value
1,Alabama,10097,1,3,3 Clock Value
1,Alabama,10097,1,4,4 Clock Value
1,Alabama,10097,1,5,5 Clock Value
1,Alabama,10097,1,12,12 Clock Value
1,Alabama,10097,1,14,Undercarriage
1,Alabama,10098,1,1,1 Clock Value
1,Alabama,10098,1,7,7 Clock Value
1,Alabama,10098,1,8,8 Clock Value
1,Alabama,10098,1,9,9 Clock Value
1,Alabama,10098,1,10,10 Clock Value
1,Alabama,10098,1,11,11 Clock Value
1,Alabama,10098,1,12,12 Clock Value
1,Alabama,10099,1,6,6 Clock Value
1,Alabama,10099,1,12,12 Clock Value
1,Alabama,10099,1,13,Top
1,Alabama,10099,2,6,6 Clock Value
1,Alabama,10099,2,12,12 Clock Value
1,Alabama,10100,1,2,2 Clock Value
1,Alabama,10101,1,12,12 Clock Value
1,Alabama,10101,2,14,Undercarriage
1,Alabama,10102,1,11,11 Clock Value
1,Alabama,10102,2,7,7 Clock Value
1,Alabama,10102,2,8,8 Clock Value
1,Alabama,10103,1,1,1 Clock Value
1,Alabama,10103,1,2,2 Clock Value
1,Alabama,10103,1,3,3 Clock Value
1,Alabama,10103,1,4,4 Clock Value
1,Alabama,10103,1,5,5 Clock Value
1,Alabama,10103,1,6,6 Clock Value
1,Alabama,10103,1,7,7 Clock Value
1,Alabama,10103,1,8,8 Clock Value
1,Alabama,10103,1,9,9 Clock Value
1,Alabama,10103,1,10,10 Clock Value
1,Alabama,10103,1,11,11 Clock Value
1,Alabama,10103,1,12,12 Clock Value
1,Alabama,10103,1,13,Top
1,Alabama,10103,1,14,Undercarriage
1,Alabama,10104,1,8,8 Clock Value
1,Alabama,10104,1,11,11 Clock Value
1,Alabama,10104,1,12,12 Clock Value
1,Alabama,10104,2,6,6 Clock Value
1,Alabama,10104,2,12,12 Clock Value
1,Alabama,10105,1,3,3 Clock Value
1,Alabama,10105,1,4,4 Clock Value
1,Alabama,10105,1,5,5 Clock Value
1,Alabama,10105,1,8,8 Clock Value
1,Alabama,10105,1,9,9 Clock Value
1,Alabama,10105,1,10,10 Clock Value
1,Alabama,10105,2,1,1 Clock Value
1,Alabama,10105,2,5,5 Clock Value
1,Alabama,10105,2,6,6 Clock Value
1,Alabama,10105,2,11,11 Clock Value
1,Alabama,10105,2,12,12 Clock Value
1,Alabama,10106,1,1,1 Clock Value
1,Alabama,10106,1,11,11 Clock Value
1,Alabama,10106,1,12,12 Clock Value
1,Alabama,10106,2,5,5 Clock Value
1,Alabama,10106,2,6,6 Clock Value
1,Alabama,10106,2,7,7 Clock Value
1,Alabama,10107,1,1,1 Clock Value
1,Alabama,10107,1,2,2 Clock Value
1,Alabama,10107,1,3,3 Clock Value
1,Alabama,10107,1,4,4 Clock Value
1,Alabama,10107,1,5,5 Clock Value
1,Alabama,10107,1,6,6 Clock Value
1,Alabama,10107,1,7,7 Clock Value
1,Alabama,10107,1,8,8 Clock Value
1,Alabama,10107,1,9,9 Clock Value
1,Alabama,10107,1,10,10 Clock Value
1,Alabama,10107,1,11,11 Clock Value
1,Alabama,10107,1,12,12 Clock Value
1,Alabama,10107,1,13,Top
1,Alabama,10107,1,14,Undercarriage
1,Alabama,10107,2,6,6 Clock Value
1,Alabama,10107,2,11,11 Clock Value
1,Alabama,10107,2,12,12 Clock Value
1,Alabama,10108,1,12,12 Clock Value
1,Alabama,10108,1,13,Top
1,Alabama,10109,1,12,12 Clock Value
1,Alabama,10109,1,13,Top
1,Alabama,10110,1,1,1 Clock Value
1,Alabama,10110,1,2,2 Clock Value
1,Alabama,10110,1,3,3 Clock Value
1,Alabama,10110,1,12,12 Clock Value
1,Alabama,10111,1,7,7 Clock Value
1,Alabama,10111,1,12,12 Clock Value
1,Alabama,10111,2,3,3 Clock Value
1,Alabama,10111,2,12,12 Clock Value
1,Alabama,10112,1,12,12 Clock Value
1,Alabama,10113,1,1,1 Clock Value
1,Alabama,10113,1,11,11 Clock Value
1,Alabama,10113,1,12,12 Clock Value
1,Alabama,10113,2,1,1 Clock Value
1,Alabama,10113,2,11,11 Clock Value
1,Alabama,10113,2,12,12 Clock Value
1,Alabama,10114,1,12,12 Clock Value
1,Alabama,10114,2,12,12 Clock Value
1,Alabama,10115,1,13,Top
1,Alabama,10116,1,1,1 Clock Value
1,Alabama,10116,1,11,11 Clock Value
1,Alabama,10116,1,12,12 Clock Value
1,Alabama,10117,1,12,12 Clock Value
1,Alabama,10118,1,1,1 Clock Value
1,Alabama,10118,1,13,Top
1,Alabama,10119,1,1,1 Clock Value
1,Alabama,10119,1,12,12 Clock Value
1,Alabama,10120,1,1,1 Clock Value
1,Alabama,10120,1,2,2 Clock Value
1,Alabama,10120,1,3,3 Clock Value
1,Alabama,10120,1,4,4 Clock Value
1,Alabama,10120,1,5,5 Clock Value
1,Alabama,10120,1,6,6 Clock Value
1,Alabama,10120,1,7,7 Clock Value
1,Alabama,10120,1,8,8 Clock Value
1,Alabama,10120,1,9,9 Clock Value
1,Alabama,10120,1,10,10 Clock Value
1,Alabama,10120,1,11,11 Clock Value
1,Alabama,10120,1,12,12 Clock Value
1,Alabama,10120,1,13,Top
1,Alabama,10120,1,14,Undercarriage
1,Alabama,10121,1,11,11 Clock Value
1,Alabama,10121,1,12,12 Clock Value
1,Alabama,10122,1,1,1 Clock Value
1,Alabama,10122,1,12,12 Clock Value
1,Alabama,10123,1,12,12 Clock Value
1,Alabama,10124,1,99,Damage Areas Unknown
1,Alabama,10125,1,12,12 Clock Value
1,Alabama,10126,1,12,12 Clock Value
1,Alabama,10126,1,13,Top
1,Alabama,10127,1,11,11 Clock Value
1,Alabama,10127,1,13,Top
1,Alabama,10128,1,12,12 Clock Value
1,Alabama,10128,2,11,11 Clock Value
1,Alabama,10128,2,12,12 Clock Value
1,Alabama,10128,2,14,Undercarriage
1,Alabama,10129,1,3,3 Clock Value
1,Alabama,10129,1,13,Top
1,Alabama,10130,1,1,1 Clock Value
1,Alabama,10130,1,2,2 Clock Value
1,Alabama,10130,1,10,10 Clock Value
1,Alabama,10130,1,11,11 Clock Value
1,Alabama,10130,1,12,12 Clock Value
1,Alabama,10130,2,3,3 Clock Value
1,Alabama,10130,2,9,9 Clock Value
1,Alabama,10130,3,7,7 Clock Value
1,Alabama,10131,1,12,12 Clock Value
1,Alabama,10131,1,13,Top
1,Alabama,10131,2,15,No Damage
1,Alabama,10132,1,1,1 Clock Value
1,Alabama,10132,1,2,2 Clock Value
1,Alabama,10132,1,12,12 Clock Value
1,Alabama,10132,2,12,12 Clock Value
1,Alabama,10133,1,1,1 Clock Value
1,Alabama,10133,1,11,11 Clock Value
1,Alabama,10133,1,12,12 Clock Value
1,Alabama,10133,2,1,1 Clock Value
1,Alabama,10133,2,11,11 Clock Value
1,Alabama,10133,2,12,12 Clock Value
1,Alabama,10134,1,11,11 Clock Value
1,Alabama,10134,2,1,1 Clock Value
1,Alabama,10134,2,11,11 Clock Value
1,Alabama,10134,2,12,12 Clock Value
1,Alabama,10135,1,11,11 Clock Value
1,Alabama,10135,2,11,11 Clock Value
1,Alabama,10136,1,11,11 Clock Value
1,Alabama,10136,1,12,12 Clock Value
1,Alabama,10137,1,13,Top
1,Alabama,10138,1,12,12 Clock Value
1,Alabama,10138,2,12,12 Clock Value
1,Alabama,10139,1,12,12 Clock Value
1,Alabama,10139,1,13,Top
1,Alabama,10139,1,14,Undercarriage
1,Alabama,10140,1,1,1 Clock Value
1,Alabama,10140,1,2,2 Clock Value
1,Alabama,10140,1,3,3 Clock Value
1,Alabama,10140,1,4,4 Clock Value
1,Alabama,10140,1,5,5 Clock Value
1,Alabama,10140,1,6,6 Clock Value
1,Alabama,10140,1,7,7 Clock Value
1,Alabama,10140,1,8,8 Clock Value
1,Alabama,10140,1,9,9 Clock Value
1,Alabama,10140,1,10,10 Clock Value
1,Alabama,10140,1,11,11 Clock Value
1,Alabama,10140,1,12,12 Clock Value
1,Alabama,10140,1,13,Top
1,Alabama,10140,1,14,Undercarriage
1,Alabama,10140,2,4,4 Clock Value
1,Alabama,10140,2,5,5 Clock Value
1,Alabama,10140,2,6,6 Clock Value
1,Alabama,10140,2,7,7 Clock Value
1,Alabama,10140,2,8,8 Clock Value
1,Alabama,10140,2,9,9 Clock Value
1,Alabama,10140,2,12,12 Clock Value
1,Alabama,10140,3,1,1 Clock Value
1,Alabama,10140,3,2,2 Clock Value
1,Alabama,10140,3,3,3 Clock Value
1,Alabama,10140,3,4,4 Clock Value
1,Alabama,10140,3,5,5 Clock Value
1,Alabama,10140,3,6,6 Clock Value
1,Alabama,10140,3,7,7 Clock Value
1,Alabama,10140,3,8,8 Clock Value
1,Alabama,10140,3,9,9 Clock Value
1,Alabama,10140,3,10,10 Clock Value
1,Alabama,10140,3,11,11 Clock Value
1,Alabama,10140,3,12,12 Clock Value
1,Alabama,10140,3,13,Top
1,Alabama,10140,3,14,Undercarriage
1,Alabama,10140,4,1,1 Clock Value
1,Alabama,10140,4,2,2 Clock Value
1,Alabama,10140,4,3,3 Clock Value
1,Alabama,10140,4,4,4 Clock Value
1,Alabama,10140,4,5,5 Clock Value
1,Alabama,10140,4,6,6 Clock Value
1,Alabama,10140,4,7,7 Clock Value
1,Alabama,10140,4,8,8 Clock Value
1,Alabama,10140,4,9,9 Clock Value
1,Alabama,10140,4,10,10 Clock Value
1,Alabama,10140,4,11,11 Clock Value
1,Alabama,10140,4,12,12 Clock Value
1,Alabama,10140,4,13,Top
1,Alabama,10140,4,14,Undercarriage
1,Alabama,10141,1,6,6 Clock Value
