STATE,STATENAME,ST_CASE,VEH_NO,PVEHICLESF,PVEHICLESFNAME
25,Massachusetts,250180,4,0,None Noted
25,Massachusetts,250197,3,0,None Noted
25,Massachusetts,250197,4,0,None Noted
25,Massachusetts,250269,2,0,None Noted
25,Massachusetts,250270,2,0,None Noted
25,Massachusetts,250296,2,0,None Noted
25,Massachusetts,250309,2,0,None Noted
25,Massachusetts,250309,3,0,None Noted
25,Massachusetts,250336,2,0,None Noted
25,Massachusetts,250349,2,0,None Noted
25,Massachusetts,250351,3,0,None Noted
25,Massachusetts,250363,4,0,None Noted
25,Massachusetts,250363,5,0,None Noted
26,Michigan,260012,2,0,None Noted
26,Michigan,260046,2,0,None Noted
26,Michigan,260067,2,0,None Noted
26,Michigan,260067,3,0,None Noted
26,Michigan,260069,3,0,None Noted
26,Michigan,260069,4,0,None Noted
26,Michigan,260069,5,0,None Noted
26,Michigan,260126,4,0,None Noted
26,Michigan,260140,3,0,None Noted
26,Michigan,260140,4,0,None Noted
26,Michigan,260140,5,0,None Noted
26,Michigan,260140,6,0,None Noted
26,Michigan,260140,7,0,None Noted
26,Michigan,260140,8,0,None Noted
26,Michigan,260145,2,0,None Noted
26,Michigan,260258,2,0,None Noted
26,Michigan,260262,1,0,None Noted
26,Michigan,260266,2,0,None Noted
26,Michigan,260282,3,0,None Noted
26,Michigan,260296,2,0,None Noted
26,Michigan,260349,2,0,None Noted
26,Michigan,260443,2,0,None Noted
26,Michigan,260443,3,0,None Noted
26,Michigan,260457,3,0,None Noted
26,Michigan,260586,2,0,None Noted
26,Michigan,260586,3,0,None Noted
26,Michigan,260586,4,0,None Noted
26,Michigan,260586,5,0,None Noted
26,Michigan,260611,2,0,None Noted
26,Michigan,260633,2,0,None Noted
26,Michigan,260697,2,0,None Noted
26,Michigan,260732,3,0,None Noted
26,Michigan,260748,2,0,None Noted
26,Michigan,260748,3,0,None Noted
26,Michigan,260753,3,0,None Noted
26,Michigan,260753,4,0,None Noted
26,Michigan,260763,2,0,None Noted
26,Michigan,260763,3,0,None Noted
26,Michigan,260800,2,32,Vehicle Registration for a Person with a Disability
26,Michigan,260819,2,0,None Noted
26,Michigan,260819,3,32,Vehicle Registration for a Person with a Disability
26,Michigan,260855,2,0,None Noted
26,Michigan,260855,3,0,None Noted
26,Michigan,260874,3,0,None Noted
26,Michigan,260874,4,0,None Noted
26,Michigan,260906,2,42,"Other Working Vehicle (Not Construction, Maintenance, Utility, Police, Fire, or EMS Vehicle)"
26,Michigan,260940,3,0,None Noted
26,Michigan,261006,3,0,None Noted
27,Minnesota,270030,2,0,None Noted
27,Minnesota,270047,3,0,None Noted
27,Minnesota,270047,4,0,None Noted
27,Minnesota,270204,2,0,None Noted
27,Minnesota,270204,3,0,None Noted
27,Minnesota,270257,3,0,None Noted
27,Minnesota,270337,2,0,None Noted
27,Minnesota,270337,3,0,None Noted
27,Minnesota,270367,3,0,None Noted
27,Minnesota,270387,2,0,None Noted
27,Minnesota,270402,4,0,None Noted
27,Minnesota,270422,2,0,None Noted
28,Mississippi,280110,2,0,None Noted
28,Mississippi,280135,2,0,None Noted
28,Mississippi,280138,1,0,None Noted
28,Mississippi,280163,2,0,None Noted
28,Mississippi,280217,2,0,None Noted
28,Mississippi,280220,1,0,None Noted
28,Mississippi,280221,3,0,None Noted
28,Mississippi,280240,1,0,None Noted
28,Mississippi,280324,2,0,None Noted
28,Mississippi,280378,2,0,None Noted
28,Mississippi,280443,1,0,None Noted
28,Mississippi,280511,2,0,None Noted
28,Mississippi,280523,2,0,None Noted
28,Mississippi,280539,2,0,None Noted
28,Mississippi,280552,2,0,None Noted
28,Mississippi,280552,3,0,None Noted
28,Mississippi,280608,1,0,None Noted
28,Mississippi,280662,2,0,None Noted
29,Missouri,290025,2,0,None Noted
29,Missouri,290030,3,0,None Noted
29,Missouri,290046,2,39,"Highway Construction, Maintenance, or Utility Vehicle, In Transport (Inside or Outside Workzone)"
29,Missouri,290057,2,0,None Noted
29,Missouri,290229,3,0,None Noted
29,Missouri,290229,4,0,None Noted
29,Missouri,290263,2,0,None Noted
29,Missouri,290303,3,0,None Noted
29,Missouri,290339,2,0,None Noted
29,Missouri,290339,3,0,None Noted
29,Missouri,290352,2,0,None Noted
29,Missouri,290371,2,0,None Noted
29,Missouri,290371,3,0,None Noted
29,Missouri,290432,2,0,None Noted
29,Missouri,290469,2,0,None Noted
29,Missouri,290501,3,0,None Noted
29,Missouri,290590,4,0,None Noted
29,Missouri,290590,5,0,None Noted
29,Missouri,290612,2,0,None Noted
29,Missouri,290612,3,0,None Noted
29,Missouri,290668,2,0,None Noted
29,Missouri,290668,3,0,None Noted
29,Missouri,290706,3,0,None Noted
29,Missouri,290730,2,0,None Noted
29,Missouri,290730,3,0,None Noted
29,Missouri,290730,4,0,None Noted
29,Missouri,290730,5,0,None Noted
29,Missouri,290759,3,0,None Noted
29,Missouri,290759,4,0,None Noted
29,Missouri,290794,2,0,None Noted
29,Missouri,290806,4,0,None Noted
29,Missouri,290806,5,0,None Noted
29,Missouri,290806,6,0,None Noted
29,Missouri,290806,7,0,None Noted
29,Missouri,290846,2,0,None Noted
29,Missouri,290899,3,0,None Noted
29,Missouri,290899,4,0,None Noted
29,Missouri,290927,2,0,None Noted
29,Missouri,290927,3,0,None Noted
29,Missouri,290953,2,0,None Noted
29,Missouri,290970,2,0,None Noted
30,Montana,300006,2,0,None Noted
30,Montana,300073,2,0,None Noted
30,Montana,300143,2,0,None Noted
30,Montana,300143,3,0,None Noted
30,Montana,300168,2,0,None Noted
30,Montana,300168,3,0,None Noted
30,Montana,300168,4,0,None Noted
31,Nebraska,310067,2,0,None Noted
31,Nebraska,310097,2,0,None Noted
32,Nevada,320032,2,0,None Noted
32,Nevada,320032,3,0,None Noted
32,Nevada,320032,4,0,None Noted
32,Nevada,320044,2,0,None Noted
32,Nevada,320048,2,0,None Noted
32,Nevada,320056,2,0,None Noted
32,Nevada,320056,3,0,None Noted
32,Nevada,320065,2,0,None Noted
32,Nevada,320065,3,0,None Noted
32,Nevada,320215,2,0,None Noted
32,Nevada,320223,2,0,None Noted
32,Nevada,320250,2,0,None Noted
32,Nevada,320303,3,0,None Noted
32,Nevada,320361,2,0,None Noted
33,New Hampshire,330021,2,0,None Noted
33,New Hampshire,330041,2,0,None Noted
34,New Jersey,340011,2,0,None Noted
34,New Jersey,340044,4,0,None Noted
34,New Jersey,340044,5,42,"Other Working Vehicle (Not Construction, Maintenance, Utility, Police, Fire, or EMS Vehicle)"
34,New Jersey,340044,6,0,None Noted
34,New Jersey,340062,3,0,None Noted
34,New Jersey,340062,4,0,None Noted
34,New Jersey,340068,1,0,None Noted
34,New Jersey,340142,2,0,None Noted
34,New Jersey,340151,2,0,None Noted
34,New Jersey,340152,2,0,None Noted
34,New Jersey,340163,2,0,None Noted
34,New Jersey,340168,2,0,None Noted
34,New Jersey,340168,3,0,None Noted
34,New Jersey,340210,3,0,None Noted
34,New Jersey,340210,4,0,None Noted
34,New Jersey,340210,5,0,None Noted
34,New Jersey,340214,3,0,None Noted
34,New Jersey,340250,2,0,None Noted
34,New Jersey,340266,2,0,None Noted
34,New Jersey,340315,2,0,None Noted
34,New Jersey,340327,2,0,None Noted
34,New Jersey,340348,2,0,None Noted
34,New Jersey,340371,1,0,None Noted
34,New Jersey,340482,2,0,None Noted
34,New Jersey,340501,3,0,None Noted
34,New Jersey,340538,3,0,None Noted
34,New Jersey,340543,3,0,None Noted
34,New Jersey,340555,2,0,None Noted
34,New Jersey,340558,3,0,None Noted
34,New Jersey,340565,3,0,None Noted
34,New Jersey,340612,3,0,None Noted
34,New Jersey,340612,4,0,None Noted
34,New Jersey,340612,5,0,None Noted
34,New Jersey,340629,3,0,None Noted
34,New Jersey,340629,4,0,None Noted
34,New Jersey,340634,3,0,None Noted
34,New Jersey,340651,2,0,None Noted
35,New Mexico,350011,2,0,None Noted
35,New Mexico,350032,14,0,None Noted
35,New Mexico,350079,2,0,None Noted
35,New Mexico,350131,2,0,None Noted
35,New Mexico,350172,1,0,None Noted
35,New Mexico,350207,2,0,None Noted
35,New Mexico,350207,3,0,None Noted
35,New Mexico,350236,2,0,None Noted
35,New Mexico,350252,2,0,None Noted
35,New Mexico,350278,2,0,None Noted
35,New Mexico,350315,2,0,None Noted
35,New Mexico,350361,2,0,None Noted
35,New Mexico,350361,3,0,None Noted
35,New Mexico,350379,2,0,None Noted
35,New Mexico,350379,3,0,None Noted
36,New York,360015,2,0,None Noted
36,New York,360022,1,0,None Noted
36,New York,360052,1,0,None Noted
36,New York,360060,2,0,None Noted
36,New York,360078,2,0,None Noted
36,New York,360078,3,0,None Noted
36,New York,360102,2,0,None Noted
36,New York,360125,2,0,None Noted
36,New York,360150,2,0,None Noted
36,New York,360182,2,0,None Noted
36,New York,360188,2,0,None Noted
36,New York,360188,3,0,None Noted
36,New York,360188,4,0,None Noted
36,New York,360188,5,0,None Noted
36,New York,360221,2,0,None Noted
36,New York,360242,2,0,None Noted
36,New York,360242,3,0,None Noted
36,New York,360242,4,0,None Noted
36,New York,360242,5,0,None Noted
36,New York,360295,3,0,None Noted
36,New York,360302,2,0,None Noted
36,New York,360302,3,0,None Noted
36,New York,360302,4,0,None Noted
36,New York,360302,5,0,None Noted
36,New York,360309,3,0,None Noted
36,New York,360309,4,0,None Noted
36,New York,360315,3,0,None Noted
36,New York,360333,2,0,None Noted
36,New York,360338,3,0,None Noted
36,New York,360338,4,0,None Noted
36,New York,360338,5,0,None Noted
36,New York,360365,2,0,None Noted
36,New York,360365,3,0,None Noted
36,New York,360413,3,0,None Noted
36,New York,360413,4,0,None Noted
36,New York,360431,2,0,None Noted
36,New York,360431,3,0,None Noted
36,New York,360433,2,0,None Noted
36,New York,360433,3,0,None Noted
36,New York,360443,2,0,None Noted
36,New York,360459,3,0,None Noted
36,New York,360470,2,0,None Noted
36,New York,360499,3,0,None Noted
36,New York,360546,3,0,None Noted
36,New York,360546,4,0,None Noted
36,New York,360564,2,0,None Noted
36,New York,360565,2,0,None Noted
36,New York,360569,3,0,None Noted
36,New York,360569,4,0,None Noted
36,New York,360569,5,0,None Noted
36,New York,360616,3,0,None Noted
36,New York,360618,2,0,None Noted
36,New York,360630,2,0,None Noted
36,New York,360645,2,0,None Noted
36,New York,360742,2,0,None Noted
36,New York,360751,2,0,None Noted
36,New York,360763,3,0,None Noted
36,New York,360779,3,0,None Noted
36,New York,360779,4,42,"Other Working Vehicle (Not Construction, Maintenance, Utility, Police, Fire, or EMS Vehicle)"
36,New York,360807,2,0,None Noted
36,New York,360807,3,0,None Noted
36,New York,360869,2,0,None Noted
36,New York,360883,2,0,None Noted
36,New York,360921,2,0,None Noted
36,New York,360930,3,0,None Noted
36,New York,360930,4,0,None Noted
36,New York,360930,5,0,None Noted
36,New York,360958,2,0,None Noted
36,New York,360979,2,0,None Noted
36,New York,360982,2,0,None Noted
36,New York,360982,3,0,None Noted
36,New York,360982,4,0,None Noted
36,New York,360982,5,0,None Noted
36,New York,360982,6,0,None Noted
36,New York,360982,7,0,None Noted
36,New York,360982,8,0,None Noted
36,New York,360982,9,0,None Noted
36,New York,360982,10,0,None Noted
36,New York,360982,11,0,None Noted
36,New York,361014,2,0,None Noted
36,New York,361036,2,0,None Noted
36,New York,361036,3,0,None Noted
36,New York,361052,3,0,None Noted
36,New York,361068,2,0,None Noted
36,New York,361153,2,0,None Noted
36,New York,361163,2,0,None Noted
36,New York,361163,3,0,None Noted
36,New York,361163,4,0,None Noted
37,North Carolina,370070,1,0,None Noted
37,North Carolina,370214,2,0,None Noted
37,North Carolina,370214,3,0,None Noted
37,North Carolina,370320,2,0,None Noted
37,North Carolina,370320,3,0,None Noted
37,North Carolina,370322,3,0,None Noted
37,North Carolina,370396,2,0,None Noted
37,North Carolina,370396,3,0,None Noted
37,North Carolina,370396,4,0,None Noted
37,North Carolina,370396,5,0,None Noted
37,North Carolina,370396,6,0,None Noted
37,North Carolina,370404,3,0,None Noted
37,North Carolina,370495,3,0,None Noted
37,North Carolina,370515,2,0,None Noted
37,North Carolina,370519,2,0,None Noted
37,North Carolina,370538,2,0,None Noted
37,North Carolina,370561,1,0,None Noted
37,North Carolina,370748,2,0,None Noted
37,North Carolina,370787,1,0,None Noted
37,North Carolina,370832,2,0,None Noted
37,North Carolina,370832,3,0,None Noted
37,North Carolina,370833,1,0,None Noted
37,North Carolina,370873,2,0,None Noted
37,North Carolina,370989,2,0,None Noted
37,North Carolina,371057,2,0,None Noted
37,North Carolina,371084,3,0,None Noted
37,North Carolina,371145,2,0,None Noted
37,North Carolina,371145,3,0,None Noted
37,North Carolina,371145,4,0,None Noted
37,North Carolina,371357,2,0,None Noted
37,North Carolina,371413,2,0,None Noted
37,North Carolina,371413,3,0,None Noted
37,North Carolina,371435,2,0,None Noted
37,North Carolina,371453,2,0,None Noted
37,North Carolina,371488,2,0,None Noted
37,North Carolina,371520,2,0,None Noted
37,North Carolina,371545,2,0,None Noted
37,North Carolina,371545,3,0,None Noted
38,North Dakota,380025,2,0,None Noted
39,Ohio,390012,2,0,None Noted
39,Ohio,390012,3,0,None Noted
39,Ohio,390035,2,0,None Noted
39,Ohio,390065,2,0,None Noted
39,Ohio,390098,2,0,None Noted
39,Ohio,390108,2,0,None Noted
39,Ohio,390113,2,0,None Noted
39,Ohio,390113,3,0,None Noted
39,Ohio,390117,2,0,None Noted
39,Ohio,390117,3,0,None Noted
39,Ohio,390117,4,0,None Noted
39,Ohio,390117,5,0,None Noted
39,Ohio,390179,2,0,None Noted
39,Ohio,390179,3,0,None Noted
39,Ohio,390179,4,0,None Noted
39,Ohio,390179,5,0,None Noted
39,Ohio,390179,6,0,None Noted
39,Ohio,390179,7,0,None Noted
39,Ohio,390179,8,0,None Noted
39,Ohio,390179,9,0,None Noted
39,Ohio,390179,10,0,None Noted
39,Ohio,390179,11,0,None Noted
39,Ohio,390188,2,0,None Noted
39,Ohio,390241,2,41,"Police, Fire, or EMS Vehicle Working at the Scene of an Emergency or Performing Other Traffic Control Activities"
39,Ohio,390241,3,41,"Police, Fire, or EMS Vehicle Working at the Scene of an Emergency or Performing Other Traffic Control Activities"
39,Ohio,390241,4,0,None Noted
39,Ohio,390253,3,0,None Noted
39,Ohio,390253,4,0,None Noted
39,Ohio,390258,2,0,None Noted
39,Ohio,390260,2,0,None Noted
39,Ohio,390260,3,0,None Noted
39,Ohio,390271,2,0,None Noted
39,Ohio,390278,2,0,None Noted
39,Ohio,390373,2,0,None Noted
39,Ohio,390419,2,0,None Noted
39,Ohio,390475,2,0,None Noted
39,Ohio,390478,2,42,"Other Working Vehicle (Not Construction, Maintenance, Utility, Police, Fire, or EMS Vehicle)"
39,Ohio,390520,2,0,None Noted
39,Ohio,390661,2,0,None Noted
39,Ohio,390712,2,0,None Noted
39,Ohio,390748,2,0,None Noted
39,Ohio,390772,2,0,None Noted
39,Ohio,390774,2,0,None Noted
39,Ohio,390774,3,0,None Noted
39,Ohio,390787,2,0,None Noted
39,Ohio,390798,2,0,None Noted
39,Ohio,390971,2,0,None Noted
39,Ohio,390971,3,0,None Noted
39,Ohio,390977,2,0,None Noted
39,Ohio,390977,3,0,None Noted
39,Ohio,390979,2,0,None Noted
39,Ohio,391047,2,0,None Noted
39,Ohio,391088,3,0,None Noted
39,Ohio,391115,1,0,None Noted
39,Ohio,391144,2,0,None Noted
39,Ohio,391190,1,0,None Noted
40,Oklahoma,400030,3,0,None Noted
40,Oklahoma,400045,3,0,None Noted
40,Oklahoma,400079,2,0,None Noted
40,Oklahoma,400187,1,0,None Noted
40,Oklahoma,400203,2,0,None Noted
40,Oklahoma,400236,2,0,None Noted
40,Oklahoma,400241,2,0,None Noted
40,Oklahoma,400265,3,0,None Noted
40,Oklahoma,400374,2,0,None Noted
40,Oklahoma,400421,2,0,None Noted
40,Oklahoma,400505,2,0,None Noted
40,Oklahoma,400517,2,42,"Other Working Vehicle (Not Construction, Maintenance, Utility, Police, Fire, or EMS Vehicle)"
40,Oklahoma,400517,3,0,None Noted
40,Oklahoma,400537,2,0,None Noted
40,Oklahoma,400611,3,0,None Noted
40,Oklahoma,400611,4,0,None Noted
40,Oklahoma,400611,5,0,None Noted
40,Oklahoma,400611,6,0,None Noted
40,Oklahoma,400629,2,0,None Noted
41,Oregon,410045,2,0,None Noted
41,Oregon,410260,2,0,None Noted
41,Oregon,410260,3,0,None Noted
41,Oregon,410265,2,0,None Noted
41,Oregon,410265,3,0,None Noted
41,Oregon,410265,4,0,None Noted
41,Oregon,410274,2,0,None Noted
41,Oregon,410428,2,0,None Noted
41,Oregon,410454,2,0,None Noted
41,Oregon,410463,2,0,None Noted
41,Oregon,410496,2,0,None Noted
41,Oregon,410496,3,0,None Noted
41,Oregon,410515,3,0,None Noted
41,Oregon,410542,2,0,None Noted
41,Oregon,410545,2,0,None Noted
41,Oregon,410565,2,0,None Noted
42,Pennsylvania,420002,2,0,None Noted
42,Pennsylvania,420065,2,0,None Noted
42,Pennsylvania,420072,2,41,"Police, Fire, or EMS Vehicle Working at the Scene of an Emergency or Performing Other Traffic Control Activities"
42,Pennsylvania,420073,2,0,None Noted
42,Pennsylvania,420086,2,0,None Noted
42,Pennsylvania,420086,3,0,None Noted
42,Pennsylvania,420086,4,0,None Noted
42,Pennsylvania,420087,3,0,None Noted
42,Pennsylvania,420116,2,0,None Noted
42,Pennsylvania,420141,2,0,None Noted
42,Pennsylvania,420141,3,0,None Noted
42,Pennsylvania,420160,2,0,None Noted
42,Pennsylvania,420160,3,0,None Noted
42,Pennsylvania,420178,2,0,None Noted
42,Pennsylvania,420178,3,0,None Noted
42,Pennsylvania,420199,2,42,"Other Working Vehicle (Not Construction, Maintenance, Utility, Police, Fire, or EMS Vehicle)"
42,Pennsylvania,420211,2,0,None Noted
42,Pennsylvania,420259,3,0,None Noted
42,Pennsylvania,420291,2,0,None Noted
42,Pennsylvania,420308,2,0,None Noted
42,Pennsylvania,420343,2,0,None Noted
42,Pennsylvania,420343,3,0,None Noted
42,Pennsylvania,420349,3,0,None Noted
42,Pennsylvania,420354,3,0,None Noted
42,Pennsylvania,420373,2,0,None Noted
42,Pennsylvania,420377,2,0,None Noted
42,Pennsylvania,420377,3,0,None Noted
42,Pennsylvania,420404,2,0,None Noted
42,Pennsylvania,420406,2,0,None Noted
42,Pennsylvania,420409,2,0,None Noted
42,Pennsylvania,420412,2,0,None Noted
42,Pennsylvania,420412,3,0,None Noted
42,Pennsylvania,420412,4,0,None Noted
42,Pennsylvania,420414,2,0,None Noted
42,Pennsylvania,420467,2,0,None Noted
42,Pennsylvania,420480,3,0,None Noted
42,Pennsylvania,420481,3,0,None Noted
42,Pennsylvania,420481,4,0,None Noted
42,Pennsylvania,420481,5,0,None Noted
42,Pennsylvania,420481,6,0,None Noted
42,Pennsylvania,420498,3,0,None Noted
42,Pennsylvania,420498,4,0,None Noted
42,Pennsylvania,420498,5,0,None Noted
42,Pennsylvania,420498,6,0,None Noted
42,Pennsylvania,420529,2,0,None Noted
42,Pennsylvania,420533,3,0,None Noted
42,Pennsylvania,420533,4,0,None Noted
42,Pennsylvania,420533,5,0,None Noted
42,Pennsylvania,420548,2,0,None Noted
42,Pennsylvania,420549,2,0,None Noted
42,Pennsylvania,420581,3,0,None Noted
42,Pennsylvania,420581,4,0,None Noted
42,Pennsylvania,420581,5,0,None Noted
42,Pennsylvania,420600,2,0,None Noted
42,Pennsylvania,420600,3,0,None Noted
42,Pennsylvania,420600,4,0,None Noted
42,Pennsylvania,420600,5,0,None Noted
42,Pennsylvania,420601,2,0,None Noted
42,Pennsylvania,420601,3,0,None Noted
42,Pennsylvania,420620,3,0,None Noted
42,Pennsylvania,420630,2,0,None Noted
42,Pennsylvania,420673,2,0,None Noted
42,Pennsylvania,420675,2,0,None Noted
42,Pennsylvania,420716,1,0,None Noted
42,Pennsylvania,420739,2,0,None Noted
42,Pennsylvania,420739,3,0,None Noted
42,Pennsylvania,420749,2,0,None Noted
42,Pennsylvania,420759,2,0,None Noted
42,Pennsylvania,420759,3,0,None Noted
42,Pennsylvania,420759,4,0,None Noted
42,Pennsylvania,420759,5,0,None Noted
42,Pennsylvania,420759,6,0,None Noted
42,Pennsylvania,420771,3,0,None Noted
42,Pennsylvania,420774,3,0,None Noted
42,Pennsylvania,420775,2,0,None Noted
42,Pennsylvania,420780,3,0,None Noted
42,Pennsylvania,420786,3,0,None Noted
42,Pennsylvania,420805,2,0,None Noted
42,Pennsylvania,420805,3,0,None Noted
42,Pennsylvania,420805,4,0,None Noted
42,Pennsylvania,420809,2,0,None Noted
42,Pennsylvania,420848,2,0,None Noted
42,Pennsylvania,420911,2,0,None Noted
42,Pennsylvania,420943,2,0,None Noted
42,Pennsylvania,420979,2,0,None Noted
42,Pennsylvania,420985,2,0,None Noted
42,Pennsylvania,421082,3,0,None Noted
45,South Carolina,450162,1,0,None Noted
45,South Carolina,450166,2,0,None Noted
45,South Carolina,450217,1,0,None Noted
45,South Carolina,450233,2,0,None Noted
45,South Carolina,450284,1,0,None Noted
45,South Carolina,450318,2,0,None Noted
45,South Carolina,450490,1,0,None Noted
45,South Carolina,450540,2,0,None Noted
45,South Carolina,450677,3,0,None Noted
45,South Carolina,450782,2,0,None Noted
45,South Carolina,450874,1,0,None Noted
45,South Carolina,450927,1,0,None Noted
45,South Carolina,450949,2,0,None Noted
45,South Carolina,450964,1,0,None Noted
45,South Carolina,450998,3,0,None Noted
45,South Carolina,450998,4,0,None Noted
45,South Carolina,450998,5,0,None Noted
45,South Carolina,450998,6,0,None Noted
45,South Carolina,451009,2,0,None Noted
45,South Carolina,451014,2,0,None Noted
47,Tennessee,470047,2,0,None Noted
47,Tennessee,470066,1,0,None Noted
47,Tennessee,470077,3,0,None Noted
47,Tennessee,470148,2,0,None Noted
47,Tennessee,470162,1,0,None Noted
47,Tennessee,470162,3,0,None Noted
47,Tennessee,470202,3,0,None Noted
47,Tennessee,470202,4,0,None Noted
47,Tennessee,470210,2,0,None Noted
47,Tennessee,470227,2,0,None Noted
47,Tennessee,470259,2,0,None Noted
47,Tennessee,470288,2,0,None Noted
47,Tennessee,470363,2,0,None Noted
47,Tennessee,470374,2,0,None Noted
47,Tennessee,470402,3,0,None Noted
47,Tennessee,470471,2,0,None Noted
47,Tennessee,470513,2,0,None Noted
47,Tennessee,470523,3,0,None Noted
47,Tennessee,470620,1,0,None Noted
47,Tennessee,470656,2,0,None Noted
47,Tennessee,470704,2,0,None Noted
47,Tennessee,470705,2,0,None Noted
47,Tennessee,470705,3,0,None Noted
47,Tennessee,470705,4,0,None Noted
47,Tennessee,470735,2,0,None Noted
47,Tennessee,470735,3,32,Vehicle Registration for a Person with a Disability
47,Tennessee,470808,1,0,None Noted
47,Tennessee,470826,2,0,None Noted
47,Tennessee,470851,3,0,None Noted
47,Tennessee,470877,1,0,None Noted
47,Tennessee,470894,2,0,None Noted
47,Tennessee,470894,3,0,None Noted
47,Tennessee,471074,2,0,None Noted
47,Tennessee,471074,3,0,None Noted
47,Tennessee,471120,2,0,None Noted
47,Tennessee,471134,1,0,None Noted
47,Tennessee,471138,2,0,None Noted
47,Tennessee,471168,2,0,None Noted
47,Tennessee,471187,1,0,None Noted
47,Tennessee,471231,2,0,None Noted
47,Tennessee,471272,2,0,None Noted
47,Tennessee,471272,3,0,None Noted
47,Tennessee,471272,4,0,None Noted
47,Tennessee,471272,5,0,None Noted
47,Tennessee,471272,6,0,None Noted
48,Texas,480018,2,0,None Noted
48,Texas,480018,3,0,None Noted
48,Texas,480048,2,0,None Noted
48,Texas,480048,3,0,None Noted
48,Texas,480067,2,0,None Noted
48,Texas,480085,2,0,None Noted
48,Texas,480216,5,0,None Noted
48,Texas,480216,6,0,None Noted
48,Texas,480216,7,0,None Noted
48,Texas,480216,8,0,None Noted
48,Texas,480252,2,0,None Noted
48,Texas,480252,3,0,None Noted
48,Texas,480253,2,0,None Noted
48,Texas,480296,2,0,None Noted
48,Texas,480310,2,0,None Noted
48,Texas,480315,2,0,None Noted
48,Texas,480335,2,0,None Noted
48,Texas,480335,3,0,None Noted
48,Texas,480335,4,0,None Noted
48,Texas,480335,5,0,None Noted
48,Texas,480335,6,0,None Noted
48,Texas,480461,2,0,None Noted
48,Texas,480478,3,0,None Noted
48,Texas,480478,4,0,None Noted
48,Texas,480513,4,0,None Noted
48,Texas,480527,3,0,None Noted
48,Texas,480527,4,0,None Noted
48,Texas,480527,5,0,None Noted
48,Texas,480541,2,0,None Noted
48,Texas,480541,3,0,None Noted
48,Texas,480619,2,0,None Noted
48,Texas,480641,2,0,None Noted
48,Texas,480776,2,0,None Noted
48,Texas,480810,2,0,None Noted
48,Texas,480816,2,0,None Noted
48,Texas,480866,3,0,None Noted
48,Texas,480900,2,0,None Noted
48,Texas,480910,2,0,None Noted
48,Texas,480961,2,0,None Noted
48,Texas,481016,2,0,None Noted
48,Texas,481089,3,0,None Noted
48,Texas,481089,4,0,None Noted
48,Texas,481089,5,0,None Noted
48,Texas,481089,6,0,None Noted
48,Texas,481107,2,0,None Noted
48,Texas,481133,2,0,None Noted
48,Texas,481133,3,0,None Noted
48,Texas,481152,4,0,None Noted
48,Texas,481205,3,0,None Noted
48,Texas,481327,2,0,None Noted
48,Texas,481328,2,0,None Noted
48,Texas,481447,3,0,None Noted
48,Texas,481512,2,0,None Noted
48,Texas,481535,3,0,None Noted
48,Texas,481537,2,0,None Noted
48,Texas,481558,3,0,None Noted
48,Texas,481558,4,0,None Noted
48,Texas,481558,5,0,None Noted
48,Texas,481644,3,0,None Noted
48,Texas,481650,2,0,None Noted
48,Texas,481655,2,0,None Noted
48,Texas,481655,3,0,None Noted
48,Texas,481718,2,0,None Noted
48,Texas,481774,2,0,None Noted
48,Texas,481774,3,0,None Noted
48,Texas,481806,2,0,None Noted
48,Texas,481884,2,0,None Noted
48,Texas,481919,2,0,None Noted
48,Texas,481935,2,0,None Noted
48,Texas,481947,2,0,None Noted
48,Texas,481950,2,0,None Noted
48,Texas,481952,2,0,None Noted
48,Texas,481971,2,0,None Noted
48,Texas,482002,2,0,None Noted
48,Texas,482012,2,0,None Noted
48,Texas,482078,2,0,None Noted
48,Texas,482084,2,0,None Noted
48,Texas,482103,3,0,None Noted
48,Texas,482103,4,0,None Noted
48,Texas,482103,5,0,None Noted
48,Texas,482113,2,0,None Noted
48,Texas,482121,2,0,None Noted
48,Texas,482168,2,0,None Noted
48,Texas,482223,4,0,None Noted
48,Texas,482241,3,0,None Noted
48,Texas,482274,3,0,None Noted
48,Texas,482274,4,0,None Noted
48,Texas,482307,2,0,None Noted
48,Texas,482307,3,0,None Noted
48,Texas,482319,2,0,None Noted
48,Texas,482364,3,0,None Noted
48,Texas,482413,3,0,None Noted
48,Texas,482463,2,0,None Noted
48,Texas,482476,2,0,None Noted
48,Texas,482476,3,0,None Noted
48,Texas,482514,2,0,None Noted
48,Texas,482538,2,0,None Noted
48,Texas,482546,3,0,None Noted
48,Texas,482585,2,0,None Noted
48,Texas,482625,2,0,None Noted
48,Texas,482690,2,0,None Noted
48,Texas,482811,2,0,None Noted
48,Texas,482841,4,0,None Noted
48,Texas,482889,2,0,None Noted
48,Texas,482889,3,0,None Noted
48,Texas,482918,2,0,None Noted
48,Texas,482933,2,0,None Noted
48,Texas,482968,2,0,None Noted
48,Texas,482981,2,0,None Noted
48,Texas,483088,2,0,None Noted
48,Texas,483107,2,0,None Noted
48,Texas,483107,3,0,None Noted
48,Texas,483109,2,0,None Noted
48,Texas,483109,3,0,None Noted
48,Texas,483126,2,0,None Noted
48,Texas,483145,2,0,None Noted
48,Texas,483161,2,0,None Noted
48,Texas,483216,3,0,None Noted
48,Texas,483223,2,0,None Noted
