STATE,STATENAME,ST_CASE,VEH_NO,TRAILER_NO,VEHICLEDESCRIPTOR,VINDECODEDON,VINDECODEERROR,VEHICLETYPEID,VEHICLETYPE,MANUFACTURERFULLNAMEID,MANUFACTURERFULLNAME,MAKEID,MAKE,MODELID,MODEL,MODELYEAR,SERIES,TRIM,PLANTCOUNTRYID,PLANTCOUNTRY,PLANTSTATE,PLANTCITY,PLANTCOMPANYNAME,NONLANDUSEID,NONLANDUSE,NOTE,BODYCLASSID,BODYCLASS,GROSSVEHICLEWEIGHTRATINGFROMID,GROSSVEHICLEWEIGHTRATINGFROM,GROSSVEHICLEWEIGHTRATINGTOID,GROSSVEHICLEWEIGHTRATINGTO,TRAILERBODYTYPEID,TRAILERBODYTYPE,TRAILERTYPECONNECTIONID,TRAILERTYPECONNECTION,TRAILERLENGTHFT,OTHERTRAILERINFO,AXLESCOUNT,AXLECONFIGURATIONID,AXLECONFIGURATION
31,Nebraska,310018,2,1,1UYVS253*L6******,2024-03-15 02:12:38,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2020,,,6,UNITED STATES (USA),VIRGINIA,MARION,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
31,Nebraska,310018,3,1,1W1B5328*L6******,2024-03-15 02:12:38,0,6,TRAILER,11681,WILSON TRAILER CO.,10450,WILSON,27561,Wilson,2020,,,6,UNITED STATES (USA),MISSOURI,MOBERLY,,,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,31,Ball Hitch,32.000,,8,,
31,Nebraska,310019,1,1,3H3V532C*KR******,2024-03-15 02:12:38,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2019,,,12,MEXICO,BAJA CALIFORNIA,ROSARITO,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
31,Nebraska,310020,7,1,4J6US182*2B******,2024-03-15 02:12:38,1,6,TRAILER,2826,THE H&H TRAILER CO.,6221,H&H TRAILER CO,17237,H&H Trailer Co,2002,,,6,UNITED STATES (USA),IOWA,BRADDYVILLE,,,,,61,Trailer,,,,,16,Utility Trailer,,,18.000,,2,5,Single
31,Nebraska,310048,2,1,575200F2*JH******,2024-03-15 02:12:38,0,6,TRAILER,16014,"UNIVERSAL TRAILER CARGO GROUP, INC.",6062,WELLS CARGO,15857,Wells Cargo Trailer,2018,,,6,UNITED STATES (USA),INDIANA,ELKHART,,,,,61,Trailer,,,,,101,Other,30,Other,,Enclosed or Flatbed Trailer,2,,
31,Nebraska,310048,3,1,1DW1A532*6S******,2024-03-15 02:12:38,0,6,TRAILER,13506,"STOUGHTON TRAILERS, INC.",3414,STOUGHTON TRAILERS,7701,Stoughton trailers,2006,,,6,UNITED STATES (USA),WISCONSIN,STOUGHTON,"Stoughton Trailers, INC",,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
31,Nebraska,310054,2,1,1TDH4302*LB******,2024-03-15 02:12:38,0,6,TRAILER,8330,TIMPTE INC.,5331,"TIMPTE, INC",13636,Timpte,2020,,,6,UNITED STATES (USA),NEBRASKA,DAVID CITY,,,,"Seventh VIN position indicates the additional length of the trailer to the nearest inch up to 9 inches. If the additional length is 10 inches or more the seventh character is zero (0) and the sixth character will be increased to the next foot. For example : a 42ft 9in trailer will be represent in VIN position 5, 6 & 7 as ""429"" and a 42ft 10in. trailer will be represented in VIN position 5 , 6 & 7 as ""430"" respectively.",61,Trailer,,,,,174,Dry Bulk Trailer,,,43.000,Dry Bulk-Bottom Hopper,2,,
31,Nebraska,310059,2,1,16V3F332*N6******,2024-03-15 02:12:38,0,6,TRAILER,9132,"BIG TEX TRAILER MANUFACTURING, LLC",1136,BIG TEX,5625,Big Tex,2022,,,6,UNITED STATES (USA),TEXAS,WILLS POINT,"Big Tex Trailer Manufacturing, Inc.",,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,3,Gooseneck,33.000,,2,,
31,Nebraska,310062,2,1,1GRAA062*4B******,2024-03-15 02:12:38,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2004,,,6,UNITED STATES (USA),INDIANA,BRAZIL,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,6.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,2,,
31,Nebraska,310131,1,1,1TDH5003*HB******,2024-03-15 02:12:38,0,6,TRAILER,8330,TIMPTE INC.,5331,"TIMPTE, INC",13636,Timpte,2017,,,6,UNITED STATES (USA),NEBRASKA,DAVID CITY,,,,"Seventh VIN position indicates the additional length of the trailer to the nearest inch up to 9 inches. If the additional length is 10 inches or more the seventh character is zero (0) and the sixth character will be increased to the next foot. For example : a 42ft 9in trailer will be represent in VIN position 5, 6 & 7 as ""429"" and a 42ft 10in. trailer will be represented in VIN position 5 , 6 & 7 as ""430"" respectively.",61,Trailer,,,,,174,Dry Bulk Trailer,,,50.000,Dry Bulk-Bottom Hopper,3,,
31,Nebraska,310139,2,1,1UYFS253*N5******,2024-03-15 02:12:38,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2022,,,6,UNITED STATES (USA),ALABAMA,ENTERPRISE,,,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
31,Nebraska,310147,2,1,1GRAA062*JB******,2024-03-15 02:12:38,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2018,,,6,UNITED STATES (USA),INDIANA,BRAZIL,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,"Semitrailer - Dry Freight Van, Reefer Van, Insulated Van",2,,
31,Nebraska,310160,2,1,1F9SE422*YB114***,2024-03-15 02:12:38,0,6,TRAILER,5143,FARM BED MANUFACTURING,6750,EAGLE BRIDGE,18168,EAGLE BRIDGE,2000,,,6,UNITED STATES (USA),IDAHO,BOISE,,,,,61,Trailer,,,,,,,,,42.000,SELF LOADING TRAILER,2,,
31,Nebraska,310196,1,1,1PMA2533*45******,2024-03-15 02:12:38,0,6,TRAILER,6179,"POLAR TANK TRAILER, LLC",2921,POLAR TANK TRAILER,6874,Polar Tank Trailer,2004,,,6,UNITED STATES (USA),MISSOURI,SPRINGFIELD,,,,,61,Trailer,,,,,15,Tank Trailer,30,Other,53.000,Vessel Code: DOT 406,3,,
31,Nebraska,310196,2,1,1DW1A532*KS******,2024-03-15 02:12:38,0,6,TRAILER,13506,"STOUGHTON TRAILERS, INC.",3414,STOUGHTON TRAILERS,7701,Stoughton trailers,2019,,,6,UNITED STATES (USA),WISCONSIN,STOUGHTON,"Stoughton Trailers, INC",,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
32,Nevada,320052,1,1,1WC200C1*47******,2024-03-15 02:12:38,0,6,TRAILER,16014,"UNIVERSAL TRAILER CARGO GROUP, INC.",6062,WELLS CARGO,15857,Wells Cargo Trailer,2004,,,6,UNITED STATES (USA),ARIZONA,,,,,,61,Trailer,,,,,5,Enclosed Trailer,,,,8 to less than 10 ft,1,,
32,Nevada,320072,2,1,3H3C402K*NJ******,2024-03-15 02:12:38,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2022,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,,Body Type: SEMITRAILER,61,Trailer,,,,,109,Container Chassis/Container Trailer,6,Kingpin,40.000,,2,,
32,Nevada,320079,1,1,3H3V532K*NS******,2024-03-15 02:12:38,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2022,,,12,MEXICO,BAJA CALIFORNIA,ROSARITO,,,,Body Type: SEMITRAILER,61,Trailer,,,,,36,Van Trailer,6,Kingpin,53.000,,2,,
32,Nevada,320130,3,1,1GR1A062*NW******,2024-03-15 02:12:38,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2022,,,6,UNITED STATES (USA),NEBRASKA,WAYNE,,,,,61,Trailer,,,,,,,6,Kingpin,53.000,"Semitrailer - dry freight, reefer, or insulated van",2,,
32,Nevada,320160,1,1,5WSABB23*KN******,2024-03-15 02:12:38,0,6,TRAILER,10142,WALKER STAINLESS EQUIPMENT CO,6978,WALKER,32634,NON-DOT/TC Spec,2019,3A/Foodgrade/Water/Fertilizer/Septic/Dry Bulk/Etc.,,6,UNITED STATES (USA),WISCONSIN,NEW LISBON,,,,,61,Trailer,,,,,15,Tank Trailer,4,Straight Semi/Semi Trailer,,Length of Trailer: 40-49 feet,2,,
32,Nevada,320184,1,1,1GRAA062*HW******,2024-03-15 02:12:38,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2017,,,6,UNITED STATES (USA),NEBRASKA,WAYNE,,,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,53.000,Dry Freight Van / Reefer Van / Insulated Van,2,,
32,Nevada,320186,1,1,1S12E953*6E******,2024-03-15 02:12:38,0,6,TRAILER,14956,"STRICK TRAILERS, LLC",4977,STRICK COMMERCIAL TRAILER,12176,Strick Commercial Trailer,2006,Smooth Side,,6,UNITED STATES (USA),,MONROE,,,,,61,Trailer,,,,,,,4,Straight Semi/Semi Trailer,53.000,Dry Freight Van,2,3,Tandem
32,Nevada,320213,2,1,1TKL0454*FW******,2024-03-15 02:12:38,0,6,TRAILER,13498,TRAIL KING INDUSTRIES,3251,TRAIL KING INDUSTRIES,7386,TRAIL KING INDUSTRIES,2015,,,6,UNITED STATES (USA),NORTH DAKOTA,WEST FARGO,,,,Configuration: Position not used at this time.,61,Trailer,,,,,,,,,45.000,"Trailer Length: Inverted Hoist= Add 2FT( but leave the unit part # as is)   Extend Apron = Add 1 Ft( if apron 14"" extended floor plate)",4,,
32,Nevada,320228,2,1,1UYVS253*GG******,2024-03-15 02:12:38,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2016,,,6,UNITED STATES (USA),VIRGINIA,GLADE SPRING,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
32,Nevada,320297,2,1,1TKD0403*JW******,2024-03-15 02:12:38,0,6,TRAILER,13498,TRAIL KING INDUSTRIES,3251,TRAIL KING INDUSTRIES,7386,TRAIL KING INDUSTRIES,2018,,,6,UNITED STATES (USA),NORTH DAKOTA,WEST FARGO,,,,Configuration: Position not used at this time.,61,Trailer,,,,,4,Dump Trailer/Dumping Trailer,,,40.000,"Trailer Length: Inverted Hoist= Add 2FT( but leave the unit part # as is)   Extend Apron = Add 1 Ft( if apron 14"" extended floor plate)",3,,
32,Nevada,320297,2,2,1TKD0252*JW******,2024-03-15 02:12:38,0,6,TRAILER,13498,TRAIL KING INDUSTRIES,3251,TRAIL KING INDUSTRIES,7386,TRAIL KING INDUSTRIES,2018,,,6,UNITED STATES (USA),NORTH DAKOTA,WEST FARGO,,,,Configuration: Position not used at this time.,61,Trailer,,,,,4,Dump Trailer/Dumping Trailer,,,25.000,"Trailer Length: Inverted Hoist= Add 2FT( but leave the unit part # as is)   Extend Apron = Add 1 Ft( if apron 14"" extended floor plate)",2,,
32,Nevada,320314,1,1,1TKA0482*FM******,2024-03-15 02:12:38,0,6,TRAILER,13498,TRAIL KING INDUSTRIES,3251,TRAIL KING INDUSTRIES,7386,TRAIL KING INDUSTRIES,2015,,,6,UNITED STATES (USA),SOUTH DAKOTA,MITCHELL,,,,Configuration: Position not used at this time.,61,Trailer,,,,,8,Hydraulic Trailer,,,48.000,"Trailer Length: Inverted Hoist= Add 2FT( but leave the unit part # as is)   Extend Apron = Add 1 Ft( if apron 14"" extended floor plate)",2,,
32,Nevada,320352,1,1,1UYVS253*L2******,2024-03-15 02:12:38,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2020,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
32,Nevada,320355,1,1,5V8VC532*FM******,2024-03-15 02:12:38,0,6,TRAILER,16522,VANGUARD NATIONAL TRAILER CORPORTATION,6474,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),17782,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),2015,,,6,UNITED STATES (USA),INDIANA,MONON,,,,,61,Trailer,,,,,186,Dry Freight,6,Kingpin,53.000,Composite Plate Semitrailer (VXP),,3,Tandem
32,Nevada,320366,1,1,1E1H5Y28*DR******,2024-03-15 02:12:38,0,6,TRAILER,5338,EAST MANUFACTURING CORP.,1334,EAST MANUFACTURING CORP.,4686,East Manufacturing Corp,2013,,,6,UNITED STATES (USA),OHIO,RANDOLPH,,,,,61,Trailer,9,"Class 8: 33,001 lb and above (14,969 kg and above)",,,6,Flat Bed Trailer/Platform Trailer,,,48.000,Standard Flat Bed Trailer,2,,
33,New Hampshire,330013,1,1,2M533146*11******,2024-03-20 00:50:50,0,6,TRAILER,5771,THE CANAM MANAC GROUP INC,7933,MANAC,21215,Manac Trailer,2001,,,1,CANADA,QUEBEC,ST. GEORGES,,,,,61,Trailer,,,,,101,Other,,,146.000,Wood Chips,3,,
33,New Hampshire,330031,1,1,1UYVS253*7U******,2024-03-20 00:50:50,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2007,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
33,New Hampshire,330034,2,1,1DW1A532*DS******,2024-03-20 00:50:50,0,6,TRAILER,13506,"STOUGHTON TRAILERS, INC.",3414,STOUGHTON TRAILERS,7701,Stoughton trailers,2013,,,6,UNITED STATES (USA),WISCONSIN,STOUGHTON,"Stoughton Trailers, INC",,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
33,New Hampshire,330086,2,1,1UYVS128*BM******,2024-03-20 00:50:50,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2011,,,6,UNITED STATES (USA),VIRGINIA,MARION,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,28.000,,1,,
33,New Hampshire,330096,2,1,5HTSN463*17******,2024-03-20 00:50:50,0,6,TRAILER,5564,"HEIL TRAILER INTERNATIONAL, CO",2365,"HEIL TRAILER INTERNATIONAL, CO.",6142,"Heil Trailer International, Co.",2001,,,6,UNITED STATES (USA),TENNESSEE,ATHENS,,,,Body Shape: Jet,61,Trailer,,,,,103,Bulk,,,46.000,Al Pneumatic,3,,
33,New Hampshire,330109,1,1,1GRAP062*JD******,2024-03-20 00:50:50,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2018,,,6,UNITED STATES (USA),PENNSYLVANIA,DANVILLE,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,"Semitrailer - Dry Freight Van, Reefer Van, Insulated Van",2,,
33,New Hampshire,330123,1,1,1E1U2Z38*FR******,2024-03-20 00:50:50,0,6,TRAILER,5338,EAST MANUFACTURING CORP.,1334,EAST MANUFACTURING CORP.,4686,East Manufacturing Corp,2015,,,6,UNITED STATES (USA),OHIO,RANDOLPH,,,,,61,Trailer,9,"Class 8: 33,001 lb and above (14,969 kg and above)",,,,,,,,Unloader Trailer,3,,
33,New Hampshire,330129,2,1,1E1D2S38*9R******,2024-03-20 00:50:50,0,6,TRAILER,5338,EAST MANUFACTURING CORP.,1334,EAST MANUFACTURING CORP.,4686,East Manufacturing Corp,2009,,,6,UNITED STATES (USA),OHIO,RANDOLPH,,,,,61,Trailer,9,"Class 8: 33,001 lb and above (14,969 kg and above)",,,4,Dump Trailer/Dumping Trailer,,,36.000,Aluminum Body - Aluminum Frame,3,,
34,New Jersey,340090,2,1,5V8VC532*NM******,2024-03-15 02:12:38,0,6,TRAILER,16522,VANGUARD NATIONAL TRAILER CORPORTATION,6474,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),17782,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),2022,,,6,UNITED STATES (USA),INDIANA,MONON,,,,,61,Trailer,,,,,186,Dry Freight,6,Kingpin,53.000,Composite Plate Semitrailer (VXP),,3,Tandem
34,New Jersey,340097,1,1,5WKBE242*K1******,2024-03-15 02:12:38,0,6,TRAILER,9286,"FREEDOM TRAILERS, LLC",1220,"FREEDOM TRAILERS, LLC",4541,"Freedom Trailers, LLC",2019,,,6,UNITED STATES (USA),GEORGIA,WILLACOOCHEE,"Freedom Trailers, LLC",,,,61,Trailer,,,,,5,Enclosed Trailer,1,Ball Type Pull,24.000,,2,,
34,New Jersey,340102,2,1,1JJV532D*GL******,2024-03-15 02:12:38,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,12319,WABASH VANS,10942,Dry Van Duraplate,2016,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
34,New Jersey,340152,2,1,1JJV532D*JL******,2024-03-15 02:12:38,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,12319,WABASH VANS,10942,Dry Van Duraplate,2018,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
34,New Jersey,340164,2,1,5HABE162*KN******,2024-03-15 02:12:38,0,6,TRAILER,12754,"HOMESTEADER, INC.",1570,HOMESTEADER,5676,Homesteader,2019,,,6,UNITED STATES (USA),TENNESSEE,NEW TAZEWELL,,,,,61,Trailer,,,,,5,Enclosed Trailer,1,Ball Type Pull,16.000,,2,,
34,New Jersey,340195,1,1,3H3V532C*JR******,2024-03-15 02:12:38,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2018,,,12,MEXICO,BAJA CALIFORNIA,ROSARITO,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
34,New Jersey,340214,2,1,1RNF48A2*7R******,2024-03-15 02:12:38,0,6,TRAILER,3579,"REITNOUER, INC.",5594,REITNOUER INC,14493,Reitnouer Inc Trailers,2007,,,6,UNITED STATES (USA),PENNSYLVANIA,READING,,,,,61,Trailer,9,"Class 8: 33,001 lb and above (14,969 kg and above)",,,6,Flat Bed Trailer/Platform Trailer,6,Kingpin,48.000,Airride,2,,
34,New Jersey,340225,1,1,5EF2GC40*NB******,2024-03-15 02:12:38,0,6,TRAILER,4094,CHEETAH CHASSIS CORPORATION,4029,CHEETAH CHASSIS,8699,CHEETAH CHASSIS,2022,,,6,UNITED STATES (USA),PENNSYLVANIA,BERWICK,,,,,61,Trailer,,,,,46,Chassis,4,Straight Semi/Semi Trailer,40.000,Gooseneck Chassis,2,,
34,New Jersey,340227,2,1,LJRC4126*G1******,2024-03-15 02:12:38,0,6,TRAILER,9950,"CIMC VEHICLES GROUP CO., LTD.",4101,CIMC VEHICLES GROUP CO,8811,CIMC VEHICLES GROUP CO,2016,,,8,CHINA,,SHENZHEN,,,,"GVWR = 30,000-34,990kg",61,Trailer,9,"Class 8: 33,001 lb and above (14,969 kg and above)",,,109,Container Chassis/Container Trailer,,,41.000,,2,,
34,New Jersey,340250,2,1,5E0AC144*9G******,2024-03-15 02:12:38,0,6,TRAILER,20895,"COTTRELL, INC.",12482,COTTRELL,32568,"C-10, C-11, C-12, C-14, C-5008, C-5307, C-5309, C-7510, C-7512, C-8ENC, CS-12, CS-5304, CS-6SD, CS-8504, CX-5304, CX-6, CX-7, EZ-5307, 31M",2009,,,6,UNITED STATES (USA),GEORGIA,GAINESVILLE,,,,,61,Trailer,,,,,3,Car Hauler Trailer,5,Fifth Wheel,,Trailer Length (feet): 44-46,2,3,Tandem
34,New Jersey,340256,2,1,1NNF0452*EM******,2024-03-15 02:12:38,0,6,TRAILER,15472,EVANS PRODUCTS COMPANY,6021,MONON,29523,Monon,2014,,,6,UNITED STATES (USA),INDIANA,MONON,,,,,61,Trailer,,,,,6,Flat Bed Trailer/Platform Trailer,,,45.000,"Other trailer type except ""van trailer""",2,3,Tandem
34,New Jersey,340269,1,1,1UYVS253*5U******,2024-03-15 02:12:38,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2005,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
34,New Jersey,340276,1,1,1TTE5320*61******,2024-03-15 02:12:38,0,6,TRAILER,8231,TRANSCRAFT CORPORATION,10511,TRANSCRAFT,28401,Transcraft,2006,,,6,UNITED STATES (USA),ILLINOIS,ANNA,,,,,61,Trailer,,,,,61,Drop Deck Trailer,6,Kingpin,53.000,,2,,
34,New Jersey,340296,1,1,1UYVS253*HG******,2024-03-15 02:12:38,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2017,,,6,UNITED STATES (USA),VIRGINIA,GLADE SPRING,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
34,New Jersey,340296,2,1,1GRAA962*5B******,2024-03-15 02:12:38,0,6,TRAILER,1073,GREAT DANE TRAILERS,520,GREAT DANE TRAILERS,13436,Great Dane Trailers,2005,,,6,UNITED STATES (USA),INDIANA,BRAZIL,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,96.000,Trailer Type = Dry Freight/ Reefer/ Insulated Van,2,,
34,New Jersey,340299,2,1,3H3V532C*HT******,2024-03-15 02:12:38,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2017,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
34,New Jersey,340350,1,1,5E0AA164*PG******,2024-03-15 02:12:38,0,6,TRAILER,20895,"COTTRELL, INC.",12482,COTTRELL,32567,"C-09, C-11, CS-10, CS-12M3, CX-09, CX-5LSCH, CX-AK7, CX-LSFA-TRI",2023,,,6,UNITED STATES (USA),GEORGIA,GAINESVILLE,,,,,61,Trailer,,,,,3,Car Hauler Trailer,5,Fifth Wheel,,Trailer Length (feet): 48-50,2,3,Tandem
34,New Jersey,340430,2,1,1UYVS253*CU******,2024-03-15 02:12:38,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2012,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
34,New Jersey,340430,3,1,3H3V532C*MT******,2024-03-15 02:12:38,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2021,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,,Trailer Type: SEMITRAILER,61,Trailer,,,,,36,Van Trailer,6,Kingpin,53.000,Material: ALUMINUM/STEEL,2,,
34,New Jersey,340430,4,1,1UYVS253*BM******,2024-03-15 02:12:38,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2011,,,6,UNITED STATES (USA),VIRGINIA,MARION,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
34,New Jersey,340442,3,1,1JJV532W*4L******,2024-03-15 02:12:38,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH,13327,Wabash National Corporation,2004,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
34,New Jersey,340532,1,1,5V8VC532*NT******,2024-03-15 02:12:38,0,6,TRAILER,16522,VANGUARD NATIONAL TRAILER CORPORTATION,6474,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),17782,VANGUARD NATIONAL TRAILER CORPORATION (VNTC),2022,,,6,UNITED STATES (USA),GEORGIA,TRENTON,,,,,61,Trailer,,,,,186,Dry Freight,6,Kingpin,53.000,Composite Plate Semitrailer (VXP),,3,Tandem
34,New Jersey,340539,1,1,1UYVS253*5U******,2024-03-15 02:12:38,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2005,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
34,New Jersey,340565,3,1,1JJV532W*XL******,2024-03-15 02:12:38,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,4847,WABASH,13327,Wabash National Corporation,1999,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,,2,,
34,New Jersey,340588,2,1,3H3V532C*JT******,2024-03-15 02:12:38,0,6,TRAILER,14282,"HYUNDAI DE MEXICO, S.A. DE C.V.",4876,HYUNDAI TRANSLEAD TRAILERS,11496,Hyundai Translead Trailers,2018,,,12,MEXICO,BAJA CALIFORNIA,TIJUANA,,,,,61,Trailer,,,,,36,Van Trailer,,,53.000,Material: Aluminum/Steel,2,,
35,New Mexico,350008,1,1,1UYVS253*DU******,2024-03-15 02:12:38,0,6,TRAILER,10289,UTILITY TRAILER MANUFACTURING COMPANY,10138,UTILITY TRAILER MANUFACTURER,26222,Utility Trailer Manufacturer,2013,,,6,UNITED STATES (USA),UTAH,CLEARFIELD,,,,,61,Trailer,,,,,36,Van Trailer,4,Straight Semi/Semi Trailer,53.000,,2,,
35,New Mexico,350049,1,1,4R7BU121*GT******,2024-03-15 02:12:38,0,6,TRAILER,7387,"TOP HAT INDUSTRIES, INC.",5660,TOP HAT INDUSTRIES,14641,Top Hat Industries,2016,,,6,UNITED STATES (USA),TEXAS,NAPLES,,,,,61,Trailer,,,,,16,Utility Trailer,14,Bumper Pull,12.000,,1,,
35,New Mexico,350060,1,1,1JJV281D*KL******,2024-03-15 02:12:38,0,6,TRAILER,14508,WABASH NATIONAL CORPORATION,12319,WABASH VANS,10942,Dry Van Duraplate,2019,,,6,UNITED STATES (USA),INDIANA,LAFAYETTE,,,,,61,Trailer,,,,,36,Van Trailer,,,28.000,,1,,
