ST_CASE,VEH_NO,PER_NO,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
10310,1,1,0,0,0,0,0,0,0,0,0,0
10310,2,1,0,0,0,0,0,0,0,0,0,0
10311,1,1,0,0,0,0,0,0,0,0,0,0
10312,1,1,0,0,0,0,0,0,0,0,0,0
10312,2,1,0,0,0,0,0,0,16,0,0,0
10313,0,1,0,0,0,0,0,0,0,0,0,0
10313,1,1,11,11,11,11,11,11,11,11,11,11
10313,2,1,0,0,0,0,0,0,0,0,0,0
10314,1,1,0,0,0,0,0,11,0,21,37,23
10315,0,1,0,0,0,0,0,0,0,0,0,0
10315,1,1,0,0,0,0,0,0,0,0,0,0
10316,1,1,0,0,0,0,0,0,0,0,0,0
10316,2,1,0,0,0,0,0,0,0,0,0,0
10317,1,1,0,0,0,0,0,0,0,0,0,0
10318,1,1,0,5,20,0,16,22,0,0,0,23
10319,1,1,19,0,0,28,0,15,11,7,21,32
10320,1,1,0,0,0,0,0,0,0,0,0,0
10321,1,1,0,0,0,0,0,0,0,0,0,0
10321,2,1,0,0,0,0,0,0,0,15,0,0
10321,3,1,0,0,0,12,0,0,0,0,0,0
10321,4,1,0,0,0,0,0,0,0,0,0,0
10322,1,1,0,0,0,0,0,0,0,0,0,0
10323,1,1,0,0,0,0,0,0,0,0,0,0
10323,2,1,0,0,0,0,0,0,0,0,0,0
10324,1,1,22,22,22,22,22,22,22,22,22,22
10324,2,1,0,0,0,0,0,0,0,0,0,0
10324,3,1,0,0,0,0,0,0,0,0,0,0
10324,4,1,4,0,0,0,41,0,0,0,0,0
10324,5,1,0,0,0,0,0,0,0,0,0,0
10324,6,1,0,0,0,0,0,0,0,0,0,0
10325,1,1,0,0,0,0,0,0,0,0,0,0
10326,1,1,0,0,0,0,0,0,0,0,0,0
10326,2,1,0,0,0,0,0,0,0,0,0,0
10327,1,1,0,0,0,0,0,0,0,0,0,0
10327,2,1,0,13,0,0,0,0,0,0,0,0
10328,0,1,0,0,0,0,0,0,0,0,0,0
10328,1,1,0,0,0,3,18,0,0,0,0,0
10329,1,1,30,30,30,30,30,30,30,30,30,30
10330,1,1,0,0,0,0,0,0,0,0,0,0
10331,1,1,0,0,0,0,0,0,0,0,0,0
10331,2,1,0,0,0,0,0,0,0,0,0,0
10332,1,1,0,0,0,0,0,0,0,0,0,0
10332,2,1,0,0,0,0,0,0,0,0,0,0
10333,1,1,0,0,0,0,0,0,0,22,0,5
10333,2,1,0,0,0,0,0,0,0,0,0,0
10334,1,1,0,0,0,0,0,0,0,0,0,0
10334,2,1,0,0,0,0,0,0,0,0,0,0
10335,1,1,11,11,11,11,11,11,11,11,11,11
10336,0,1,8,8,8,8,8,8,8,8,8,8
10336,1,1,0,0,0,0,0,0,0,0,0,0
10337,1,1,9,9,9,9,9,9,9,9,9,9
10338,1,1,0,6,14,0,15,18,7,24,12,7
10339,1,1,10,10,10,10,10,10,10,10,10,10
10340,1,1,0,0,0,0,0,0,0,0,0,0
10340,2,1,0,0,0,0,0,0,0,0,0,0
10341,1,1,0,0,0,0,0,0,0,0,0,0
10341,2,1,0,0,0,0,0,0,0,0,0,0
10341,3,1,0,0,0,0,0,0,0,0,0,0
10342,1,1,11,11,11,11,11,11,11,11,11,11
10342,2,1,5,5,5,5,5,5,5,5,5,5
10343,1,1,0,0,0,0,0,0,0,0,0,0
10343,2,1,0,0,0,0,0,0,0,0,0,0
10344,1,1,18,18,18,18,18,18,18,18,18,18
10345,1,1,0,0,0,0,0,0,0,0,0,0
10345,2,1,5,5,5,5,5,5,5,5,5,5
10346,1,1,0,0,0,0,0,0,0,0,0,0
10346,2,1,0,0,4,0,0,0,0,0,9,0
10346,3,1,0,0,0,0,0,0,0,0,0,0
10347,1,1,0,0,0,0,0,0,0,0,0,0
10347,2,1,0,0,0,0,0,0,0,0,0,0
10348,1,1,0,0,20,0,0,0,0,0,0,0
10348,2,1,0,0,0,0,0,0,0,0,0,0
10349,1,1,0,0,0,0,0,0,0,0,0,0
10350,1,1,13,13,13,13,13,13,13,13,13,13
10350,2,1,0,0,0,0,0,0,17,0,0,0
10351,1,1,0,0,0,0,0,0,0,0,0,0
10351,2,1,0,0,0,0,8,0,0,0,0,9
10352,0,1,9,9,9,9,9,9,9,9,9,9
10352,1,1,7,15,21,0,0,0,0,6,0,14
10353,1,1,21,21,21,21,21,21,21,21,21,21
10354,1,1,0,0,0,0,0,0,0,0,0,0
10354,2,1,0,0,0,0,0,0,0,0,0,0
10354,3,1,0,0,0,0,0,0,0,0,0,0
10355,1,1,0,0,0,0,0,0,0,0,0,0
10355,2,1,0,0,0,0,0,0,0,0,0,0
10356,1,1,0,0,0,0,0,0,0,0,0,0
10357,1,1,17,17,17,17,17,17,17,17,17,17
10358,0,1,0,0,0,0,0,0,0,0,0,0
10358,1,1,0,0,0,0,0,0,0,0,0,0
10359,1,1,0,0,0,0,0,0,0,0,0,0
10360,1,1,21,4,8,9,16,9,0,7,11,6
10361,1,1,22,16,0,26,0,20,0,11,0,0
10361,2,1,0,0,0,0,0,0,0,0,0,15
10362,0,1,0,0,0,0,0,0,0,0,0,0
10362,1,1,0,0,0,0,0,0,0,0,0,0
10363,1,1,27,27,27,27,27,27,27,27,27,27
10364,1,1,19,25,7,5,6,17,20,15,7,24
10365,1,1,20,20,20,20,20,20,20,20,20,20
10365,2,1,0,0,0,0,0,27,0,0,0,0
10365,3,1,0,0,0,0,17,0,0,30,0,0
10366,1,1,0,0,0,0,0,0,0,0,0,0
10367,0,1,0,0,0,0,0,0,0,0,0,0
10367,1,1,0,0,0,0,0,0,0,0,0,0
10368,1,1,3,3,3,3,3,3,3,3,3,3
10369,1,1,0,0,0,0,0,0,0,0,0,0
10370,1,1,0,0,0,0,21,0,0,0,0,0
10371,1,1,31,31,31,31,31,31,31,31,31,31
10371,2,1,0,0,0,0,4,0,0,0,0,0
10372,0,1,0,0,0,0,0,0,0,0,0,0
10372,1,1,21,0,0,13,0,0,28,0,0,0
10373,1,1,0,0,0,0,0,0,0,0,0,0
10373,2,1,0,0,0,0,0,0,0,0,0,0
10374,1,1,0,0,0,0,0,0,0,0,0,0
10374,2,1,0,0,0,0,0,0,0,0,0,0
10374,3,1,0,20,10,0,0,0,0,0,7,0
10374,4,1,0,0,0,0,0,0,14,0,0,0
10375,1,1,0,0,0,9,14,17,0,0,0,0
10376,1,1,31,31,31,31,31,31,31,31,31,31
10376,2,1,0,0,0,0,0,0,0,0,0,0
10376,3,1,0,0,21,14,0,16,0,0,0,0
10377,1,1,0,0,0,0,0,0,0,0,0,0
10377,2,1,0,0,0,0,0,0,0,0,0,0
10377,3,1,0,0,0,0,0,0,0,0,0,0
10378,1,1,15,15,15,15,15,15,15,15,15,15
10379,1,1,0,0,0,0,0,0,0,0,0,0
10379,2,1,0,0,0,0,0,0,0,0,0,0
10380,1,1,0,0,0,0,0,0,0,0,0,0
10381,1,1,20,20,20,20,20,20,20,20,20,20
10382,1,1,0,0,0,0,0,0,0,0,0,0
10382,2,1,0,0,0,0,0,0,0,0,0,0
10383,1,1,0,0,0,15,0,21,0,0,8,0
10384,1,1,26,26,26,26,26,26,26,26,26,26
10385,1,1,0,0,0,23,15,31,11,0,0,0
10386,1,1,0,0,0,0,0,0,0,0,0,0
10386,2,1,0,0,0,0,0,0,0,0,0,0
10386,3,1,0,0,0,0,0,0,0,0,0,0
10387,1,1,0,0,0,0,0,0,0,0,0,0
10388,1,1,0,0,0,0,0,0,0,0,0,0
10389,1,1,12,20,15,9,8,0,17,7,13,18
10390,0,1,0,0,0,0,0,0,0,0,0,0
10390,1,1,18,0,7,0,0,0,0,0,0,0
10391,1,1,0,0,0,0,0,0,0,0,0,0
10392,1,1,0,0,0,0,0,0,0,0,0,0
10393,0,1,17,17,17,17,17,17,17,17,17,17
10393,1,1,0,5,0,0,0,0,0,16,0,0
10393,2,1,0,0,0,0,0,0,0,0,0,0
10393,3,1,0,0,18,0,0,0,0,0,0,0
10394,1,1,23,23,23,23,23,23,23,23,23,23
10395,1,1,23,23,23,23,23,23,23,23,23,23
10396,1,1,9,17,0,0,0,0,0,0,0,0
10397,0,1,25,25,25,25,25,25,25,25,25,25
10397,1,1,0,0,0,0,0,6,0,16,2,4
10398,1,1,4,33,0,0,0,0,22,16,0,0
10398,2,1,0,0,0,0,9,0,0,0,0,0
10399,1,1,0,0,0,0,0,0,0,0,0,0
10399,2,1,0,0,0,0,0,0,0,0,0,0
10400,1,1,17,17,17,17,17,17,17,17,17,17
10401,1,1,0,0,0,0,0,0,0,0,0,0
10402,0,1,0,0,0,0,0,0,0,0,0,0
10402,1,1,0,0,0,0,0,0,0,0,0,0
10403,1,1,26,26,26,26,26,26,26,26,26,26
10404,1,1,0,0,0,0,0,0,0,0,0,0
10404,2,1,0,0,0,0,0,0,0,0,0,0
10405,1,1,0,0,0,0,0,0,0,0,0,0
10406,1,1,0,0,0,0,0,0,0,0,0,0
10407,1,1,0,0,0,13,10,0,0,4,14,0
10407,2,1,0,0,0,0,13,31,0,0,0,0
10408,1,1,0,0,0,0,0,0,0,0,0,0
10408,2,1,0,0,0,0,0,0,0,0,0,0
10408,3,1,0,0,0,0,0,0,0,0,0,0
10410,1,1,0,0,0,0,0,0,0,0,0,0
10412,1,1,0,0,0,0,0,0,0,0,0,0
10413,0,1,0,0,0,0,0,0,13,0,23,0
10413,1,1,13,13,13,13,13,13,13,13,13,13
10414,1,1,0,0,0,0,0,0,0,0,0,12
10415,1,1,12,19,13,17,13,38,17,0,13,32
10416,1,1,0,0,0,0,0,0,0,0,0,0
10416,2,1,0,0,0,0,0,0,0,0,0,0
10417,1,1,0,0,0,0,0,0,0,0,0,0
10418,1,1,12,12,12,12,12,12,12,12,12,12
10419,1,1,8,18,0,20,0,0,7,6,20,25
10420,1,1,0,0,0,0,0,0,0,0,0,0
10420,2,1,0,0,0,0,0,0,0,0,0,0
10421,1,1,0,0,0,26,0,0,0,0,0,0
10422,1,1,7,7,7,7,7,7,7,7,7,7
10422,2,1,0,0,0,0,0,0,5,0,0,0
10422,3,1,0,0,0,0,4,0,0,0,0,0
10423,0,1,0,0,0,13,0,20,0,0,0,0
10423,1,1,17,17,17,17,17,17,17,17,17,17
10424,1,1,0,0,16,0,0,0,0,0,0,0
10424,2,1,0,0,0,0,0,0,0,0,0,0
10425,1,1,14,0,0,0,0,0,30,0,16,0
10426,1,1,0,0,0,0,0,0,0,0,0,0
10426,2,1,0,0,0,0,0,0,12,0,0,0
10427,1,1,0,0,0,0,0,0,0,0,0,0
10428,1,1,0,0,0,0,0,0,0,0,0,0
10429,1,1,26,26,26,26,26,26,26,26,26,26
10429,2,1,0,0,0,0,0,12,21,0,0,0
10429,3,1,0,0,0,0,0,0,0,0,0,0
10429,4,1,0,0,0,0,0,0,0,0,0,0
10430,1,1,28,28,28,28,28,28,28,28,28,28
10430,2,1,8,0,0,0,0,0,0,0,0,0
10431,1,1,0,0,0,0,0,0,0,0,0,0
10431,2,1,0,0,0,0,0,0,0,0,0,0
10432,1,1,0,0,0,0,0,13,0,0,0,0
10432,2,1,0,0,0,0,0,0,0,0,0,0
10433,1,1,23,0,8,16,0,10,0,0,0,0
10433,2,1,13,0,0,41,0,21,19,0,0,0
10434,1,1,8,0,0,0,18,12,0,0,0,0
10435,1,1,18,18,18,18,18,18,18,18,18,18
10435,2,1,0,0,0,0,14,0,0,0,0,0
10436,1,1,0,0,0,0,0,0,0,0,0,0
10436,2,1,0,0,0,0,0,0,0,0,0,0
10436,3,1,0,0,0,0,0,0,0,0,0,0
10437,1,1,0,12,0,18,0,18,0,26,0,16
10438,1,1,17,17,17,17,17,17,17,17,17,17
10438,2,1,16,16,16,16,16,16,16,16,16,16
10438,3,1,0,0,0,0,0,0,0,0,8,0
10439,1,1,24,24,24,24,24,24,24,24,24,24
10440,1,1,0,0,0,0,0,0,0,0,0,0
10441,1,1,27,23,22,13,23,11,32,22,41,17
10442,1,1,12,12,12,12,12,12,12,12,12,12
10442,2,1,0,0,0,0,0,0,0,0,0,0
10443,1,1,30,30,30,30,30,30,30,30,30,30
10444,1,1,11,11,11,11,11,11,11,11,11,11
10445,0,1,19,19,19,19,19,19,19,19,19,19
10445,1,1,0,0,0,0,17,9,23,0,0,22
10446,1,1,0,7,0,0,13,0,0,0,0,0
10447,1,1,0,0,0,0,0,0,0,0,0,0
10447,2,1,10,0,0,24,0,0,0,0,0,0
10448,1,1,7,7,7,7,7,7,7,7,7,7
10449,1,1,0,0,0,0,0,0,0,0,0,0
10449,2,1,0,0,0,0,0,0,0,0,0,0
10450,1,1,0,0,0,0,0,0,0,0,0,0
10451,1,1,0,0,0,0,0,0,0,0,0,0
10451,2,1,0,0,0,0,0,0,26,0,0,0
10452,1,1,22,18,16,0,10,0,9,21,0,15
10453,0,1,0,0,0,0,0,0,0,0,0,0
10453,1,1,0,20,0,0,0,0,16,0,0,24
10454,1,1,25,25,25,25,25,25,25,25,25,25
10455,1,1,8,6,0,15,20,0,18,9,0,0
10456,1,1,0,0,0,0,0,0,0,3,0,0
10457,1,1,32,32,32,32,32,32,32,32,32,32
10457,2,1,0,0,5,0,0,0,0,0,0,0
10458,1,1,0,0,0,0,0,0,0,0,0,0
10458,2,1,0,0,0,0,0,0,0,0,0,0
10459,1,1,0,0,0,0,0,0,0,0,0,0
10460,1,1,7,7,7,7,7,7,7,7,7,7
10460,2,1,0,0,0,0,0,0,0,0,0,0
10461,1,1,19,19,19,19,19,19,19,19,19,19
10462,1,1,0,0,0,0,0,0,0,0,0,0
10462,2,1,0,0,0,0,0,0,0,0,0,0
10463,1,1,13,13,13,13,13,13,13,13,13,13
10464,1,1,0,0,0,0,0,0,0,0,0,0
10465,0,1,0,0,0,0,0,0,0,0,0,0
10465,0,2,0,0,0,0,0,0,0,0,0,0
10465,1,1,0,0,0,0,0,0,0,0,0,0
10466,0,1,21,11,0,30,11,0,0,3,20,0
10466,1,1,0,0,11,0,0,0,19,0,0,0
10467,1,1,0,0,0,0,0,0,0,0,0,0
10467,2,1,0,0,0,0,0,0,0,0,0,0
10467,3,1,0,0,0,0,0,0,0,0,0,0
10468,0,1,0,0,0,0,0,0,0,0,0,0
10468,1,1,0,7,13,0,0,11,0,2,0,0
10469,1,1,25,25,25,25,25,25,25,25,25,25
10470,0,1,0,0,0,0,0,0,0,0,0,0
10470,1,1,0,0,0,0,0,0,0,0,0,0
10471,1,1,14,0,17,14,21,0,0,0,18,0
10471,2,1,0,0,0,15,0,0,0,0,0,0
10472,1,1,0,0,0,0,0,0,0,0,0,0
10473,1,1,0,0,0,0,0,0,0,0,0,0
10473,2,1,0,0,0,0,0,0,0,0,0,0
10474,1,1,0,0,0,2,0,0,0,0,0,0
10475,0,1,0,0,0,0,0,0,0,0,0,0
10475,1,1,0,0,0,0,0,0,0,0,0,0
10476,1,1,0,0,0,0,0,0,0,0,0,0
10477,0,1,22,22,22,22,22,22,22,22,22,22
10477,1,1,0,30,8,0,13,0,0,0,0,0
10478,1,1,0,0,0,0,0,0,0,0,0,0
10478,2,1,5,5,5,5,5,5,5,5,5,5
10479,1,1,0,0,0,0,0,0,0,0,0,0
10480,1,1,0,0,0,0,0,0,0,0,0,0
10481,1,1,14,0,0,0,0,0,0,0,0,0
10481,2,1,0,0,0,0,0,0,0,0,0,0
10481,3,1,0,0,0,0,0,0,0,0,0,0
10482,1,1,0,0,0,0,0,0,0,0,0,0
10482,2,1,0,0,0,0,0,0,0,0,0,0
10482,3,1,0,0,0,0,0,14,0,0,0,0
10482,4,1,0,0,0,0,0,13,0,0,0,0
10483,1,1,9,0,0,0,0,0,0,0,0,0
10483,2,1,0,26,0,0,0,0,0,0,0,0
10484,1,1,0,0,0,0,0,0,0,0,0,0
10485,1,1,0,0,0,0,0,0,0,0,0,0
10486,1,1,0,0,0,0,0,0,0,0,0,0
10487,1,1,0,0,0,0,0,0,0,0,0,0
10487,2,1,30,30,30,30,30,30,30,30,30,30
10488,1,1,17,17,17,17,17,17,17,17,17,17
10489,1,1,13,9,0,14,0,13,0,9,0,0
10489,2,1,0,0,0,0,0,0,0,0,0,0
10490,1,1,0,0,0,0,0,0,0,0,0,0
10490,2,1,0,0,16,0,0,0,0,0,0,0
10490,3,1,0,0,0,0,0,0,0,0,0,9
10490,4,1,0,0,0,0,0,0,0,0,0,0
10490,5,1,0,0,0,0,0,0,0,0,0,7
10491,1,1,0,0,0,0,0,0,0,0,0,0
10492,1,1,0,0,0,0,0,0,0,0,0,0
10492,2,1,0,0,0,0,0,0,0,0,0,0
10493,1,1,11,12,10,0,6,24,23,29,15,17
10494,1,1,22,22,22,22,22,22,22,22,22,22
10495,1,1,0,0,0,0,0,0,0,0,0,0
10496,1,1,1,1,1,1,1,1,1,1,1,1
10496,2,1,7,7,7,7,7,7,7,7,7,7
10497,1,1,0,0,0,0,0,0,0,0,0,0
10497,2,1,0,0,0,0,0,0,0,0,0,0
10498,1,1,0,0,0,0,0,0,0,0,0,0
10498,2,1,0,0,0,0,0,0,0,0,0,0
10498,3,1,0,0,0,0,0,0,0,0,0,0
10499,1,1,28,0,30,0,0,29,0,0,0,0
10500,1,1,0,0,0,0,0,0,0,0,0,0
10500,2,1,0,0,0,0,0,0,10,0,0,0
10501,1,1,17,17,17,17,17,17,17,17,17,17
10502,1,1,4,0,0,0,0,0,0,0,0,0
10502,2,1,14,0,0,0,0,0,0,0,24,0
10502,3,1,0,0,0,0,0,0,0,0,0,0
10503,1,1,31,31,31,31,31,31,31,31,31,31
10504,1,1,3,3,3,3,3,3,3,3,3,3
10505,1,1,36,36,36,36,36,36,36,36,36,36
10506,1,1,0,0,0,0,0,0,12,0,0,0
10507,0,1,0,0,0,0,0,9,0,0,0,0
10507,1,1,0,0,14,0,0,0,6,0,0,9
10508,1,1,0,23,0,0,0,0,13,0,0,0
10509,1,1,17,17,17,17,17,17,17,17,17,17
10510,0,1,28,9,14,34,11,50,59,11,20,38
10510,1,1,0,0,0,0,0,0,0,0,0,0
10511,0,1,0,0,0,0,0,0,0,0,0,0
10511,1,1,0,0,0,0,0,0,0,0,16,0
10512,1,1,0,0,0,0,0,25,0,0,0,0
10513,1,1,0,0,0,0,0,0,0,0,0,0
10513,2,1,0,0,0,0,0,0,0,0,0,0
10514,0,1,0,0,0,0,0,0,0,0,0,0
10514,1,1,16,0,0,0,0,0,11,0,0,0
10515,1,1,16,14,15,21,0,21,0,0,5,16
10516,1,1,19,0,0,0,0,0,0,0,0,0
10517,0,1,0,0,0,0,0,0,0,0,0,0
10517,1,1,0,0,0,0,0,0,0,0,0,0
10518,1,1,39,22,13,19,26,17,20,0,16,29
10519,0,1,0,0,0,0,0,0,0,0,0,0
10519,1,1,0,0,0,0,0,0,0,0,0,0
10521,1,1,0,0,0,0,0,0,0,0,0,0
10521,2,1,0,0,0,0,0,0,0,0,0,0
10522,1,1,0,0,0,0,0,7,0,0,0,0
10522,2,1,0,0,0,0,0,0,0,0,0,0
10523,1,1,0,0,0,0,0,0,0,0,0,0
10524,1,1,5,5,5,5,5,5,5,5,5,5
10524,2,1,0,0,0,0,0,0,0,0,0,0
10525,1,1,0,0,0,0,0,0,0,0,0,0
10525,2,1,0,0,0,0,0,0,0,0,0,0
10526,1,1,0,0,0,0,0,0,0,0,0,0
10526,2,1,0,0,0,0,0,0,0,0,0,0
10527,1,1,0,0,0,0,0,0,0,0,0,0
10527,2,1,0,0,0,0,0,0,0,0,0,0
10528,1,1,0,0,0,0,0,0,0,0,0,0
10529,1,1,33,33,33,33,33,33,33,33,33,33
10530,1,1,0,0,0,0,0,0,0,0,0,0
10530,2,1,0,0,0,0,0,0,0,0,0,0
10531,1,1,0,0,0,0,0,0,0,0,0,0
10531,2,1,0,0,0,0,0,0,0,0,0,0
10532,1,1,0,0,0,0,0,0,0,0,0,0
10532,2,1,0,0,0,0,0,0,0,0,0,0
10532,3,1,0,0,0,0,0,0,0,0,0,0
10533,1,1,0,0,0,0,0,0,0,0,0,0
10533,2,1,0,0,0,0,0,0,0,0,0,0
10534,1,1,0,0,0,0,0,0,0,0,0,0
10534,2,1,0,0,0,0,0,0,0,0,0,0
10535,0,1,30,30,30,30,30,30,30,30,30,30
10535,1,1,0,0,0,0,0,0,0,0,0,0
10536,1,1,10,10,10,10,10,10,10,10,10,10
10536,2,1,0,0,0,0,0,0,0,0,0,0
10536,3,1,0,0,0,0,0,13,0,36,0,0
10537,0,1,0,0,0,0,0,0,0,0,0,0
10537,1,1,0,0,0,0,0,0,0,0,0,0
10538,1,1,0,0,0,0,0,0,0,0,0,0
10538,2,1,0,0,0,0,0,0,0,0,0,0
10539,1,1,0,0,0,12,0,0,0,0,0,0
10540,1,1,24,24,24,24,24,24,24,24,24,24
10541,1,1,0,0,0,0,0,0,0,0,0,0
10542,1,1,18,0,19,9,11,11,21,0,10,0
10543,1,1,8,8,8,8,8,8,8,8,8,8
10544,1,1,0,0,0,0,0,0,0,0,0,0
10545,1,1,0,0,0,0,0,0,0,0,0,0
10546,1,1,0,0,0,0,0,0,0,0,0,0
10547,1,1,20,0,0,0,0,0,0,0,0,0
10548,1,1,0,28,0,0,16,0,0,0,0,12
10549,1,1,0,0,0,0,0,0,0,0,0,0
10550,1,1,0,0,0,0,0,0,0,21,11,0
10551,1,1,0,0,0,0,0,0,0,0,0,0
10552,1,1,16,20,18,24,8,12,22,10,22,24
10552,2,1,0,0,0,17,0,0,0,0,0,0
10553,1,1,0,0,0,0,0,0,0,0,0,0
10553,2,1,0,0,0,0,0,0,0,0,0,0
10554,0,1,0,0,0,0,0,0,0,0,0,0
10554,0,2,0,41,25,0,0,0,0,17,18,0
10554,3,1,0,0,0,0,0,0,0,0,0,0
10555,1,1,10,10,10,10,10,10,10,10,10,10
10556,1,1,2,2,2,2,2,2,2,2,2,2
10556,2,1,11,18,9,24,29,13,13,27,21,22
10557,0,1,35,0,0,0,3,0,23,23,0,27
10557,1,1,18,0,0,0,0,0,7,17,0,13
10558,1,1,21,29,9,0,21,19,20,14,11,38
10559,1,1,2,13,13,0,0,13,0,11,0,0
10559,2,1,0,0,0,0,28,0,0,0,0,24
10560,1,1,0,0,0,0,0,0,0,0,0,0
10560,2,1,0,0,0,0,0,0,0,0,0,12
10561,1,1,0,0,0,0,0,0,0,0,0,0
10561,2,1,0,0,0,0,0,0,0,0,0,0
10562,1,1,33,33,33,33,33,33,33,33,33,33
10563,0,1,0,0,0,0,0,0,0,0,0,0
10563,1,1,0,0,0,0,0,0,0,0,0,0
10564,0,1,30,30,30,30,30,30,30,30,30,30
10564,1,1,25,0,0,0,13,0,0,6,13,0
10564,2,1,0,0,0,0,0,18,0,0,0,0
10565,1,1,15,0,11,0,0,41,26,0,4,0
10566,1,1,0,0,0,0,0,0,0,0,0,0
10566,2,1,0,0,0,0,0,10,0,0,0,0
10567,1,1,0,0,17,0,0,0,0,0,0,0
10567,2,1,0,0,0,0,0,0,0,0,0,0
10567,3,1,0,0,0,0,0,0,0,0,0,0
10568,1,1,0,0,0,0,0,0,0,0,0,0
10568,2,1,0,0,0,0,0,0,0,0,0,0
10569,1,1,17,17,17,17,17,17,17,17,17,17
10570,1,1,22,22,22,22,22,22,22,22,22,22
10570,2,1,0,0,0,0,0,0,0,0,0,0
10570,3,1,0,0,0,0,12,0,0,0,0,23
10571,1,1,0,0,18,7,12,12,16,5,22,11
10571,2,1,0,0,0,0,0,0,0,0,0,0
10572,1,1,16,0,0,15,11,21,20,26,18,17
10572,2,1,0,0,0,0,0,0,0,0,0,0
10573,1,1,0,0,0,0,0,0,0,0,0,0
10574,1,1,0,0,0,0,0,0,0,0,0,0
10574,2,1,0,0,0,0,0,0,0,0,0,0
10575,1,1,0,0,0,0,0,0,0,0,0,0
10576,0,1,0,0,0,0,0,0,0,0,0,0
10576,0,2,0,0,0,0,0,0,0,0,0,0
10576,1,1,0,0,0,15,18,0,0,26,0,0
10577,1,1,24,24,24,24,24,24,24,24,24,24
10577,2,1,0,0,0,0,0,0,0,0,0,0
10578,1,1,0,0,0,0,0,0,0,0,0,0
10579,0,1,0,0,0,0,0,0,0,0,0,0
10579,2,1,0,0,0,0,0,0,0,0,0,0
10580,1,1,21,21,21,21,21,21,21,21,21,21
10581,1,1,0,0,0,0,0,0,0,0,0,0
10582,1,1,25,0,0,0,8,0,6,0,0,0
10582,2,1,0,0,0,0,0,14,0,0,16,0
10582,3,1,0,0,10,0,0,0,0,0,0,0
10583,1,1,0,0,0,0,0,0,0,0,0,0
10583,2,1,9,24,0,0,0,0,0,0,0,0
10584,1,1,5,0,0,0,16,0,0,0,0,0
10584,2,1,0,0,0,0,0,0,0,0,0,0
10585,0,1,0,0,0,0,0,0,0,0,0,0
10585,1,1,0,0,0,0,0,27,0,0,0,0
10586,0,1,17,17,17,17,17,17,17,17,17,17
10586,1,1,0,0,0,0,0,0,0,0,0,0
10587,1,1,0,0,0,0,0,0,0,0,0,0
10587,2,1,0,0,0,0,0,0,0,0,0,0
10588,1,1,0,0,0,0,0,0,0,0,0,0
10589,1,1,0,0,0,0,0,0,0,0,0,0
10589,2,1,0,0,0,0,0,0,0,0,0,0
10590,1,1,0,0,0,0,0,0,0,0,0,0
10590,2,1,0,0,0,0,0,0,0,0,0,0
10590,3,1,0,0,0,0,0,0,0,0,0,0
10590,4,1,0,0,0,0,0,0,0,0,0,0
10591,1,1,0,17,0,0,0,0,0,23,0,0
10592,1,1,0,0,0,0,0,0,0,0,0,0
10592,2,1,0,0,0,0,0,0,0,0,0,0
10592,3,1,0,0,0,0,0,0,0,0,0,0
10593,1,1,10,10,10,10,10,10,10,10,10,10
10593,2,1,0,0,0,0,0,0,0,0,0,0
10594,1,1,0,0,0,0,0,0,0,0,0,0
10594,2,1,0,0,0,0,0,0,0,0,0,0
10595,1,1,0,0,0,0,0,0,0,0,0,0
10595,2,1,0,0,0,0,0,0,0,0,0,0
10596,1,1,0,0,0,0,0,16,0,15,0,0
10597,1,1,26,26,26,26,26,26,26,26,26,26
10598,1,1,40,0,0,21,0,21,0,15,20,22
10599,1,1,0,0,0,0,0,0,0,0,0,0
10600,1,1,25,25,25,25,25,25,25,25,25,25
10601,1,1,0,0,0,0,0,0,0,0,0,0
10601,2,1,0,0,0,0,0,0,0,0,0,0
10602,1,1,0,0,0,0,0,0,0,0,0,0
10602,2,1,0,0,0,0,0,0,0,0,0,0
10603,1,1,0,0,0,0,0,0,0,0,0,0
10603,2,1,0,0,0,0,0,0,0,0,0,3
10604,1,1,0,0,0,0,0,0,0,0,0,0
10604,2,1,0,0,0,0,0,0,0,0,0,0
10604,3,1,0,0,0,0,0,0,0,0,0,0
10605,1,1,0,0,0,0,0,0,0,0,0,0
10605,2,1,22,22,22,22,22,22,22,22,22,22
10605,3,1,0,0,0,0,0,0,0,0,0,0
10606,1,1,0,0,0,0,0,0,0,0,0,0
10607,0,1,0,0,0,0,0,0,0,0,0,0
10607,1,1,0,0,0,0,0,0,0,0,0,0
10608,1,1,7,31,23,21,33,7,13,0,21,3
10608,2,1,0,0,0,0,0,0,0,0,0,0
10609,1,1,0,0,0,0,0,0,0,0,0,0
10610,1,1,20,20,20,20,20,20,20,20,20,20
10611,0,1,0,0,0,0,0,0,0,0,0,0
10611,1,1,0,0,0,9,0,0,0,0,0,0
10612,1,1,0,0,0,0,0,0,0,0,0,0
10612,2,1,0,0,0,0,0,25,0,0,0,0
10613,1,1,0,0,0,0,0,0,0,0,0,0
10613,2,1,0,0,0,0,0,0,0,0,0,0
10614,1,1,0,0,0,0,0,0,0,0,0,0
10615,1,1,0,0,0,0,0,0,0,0,0,0
10616,1,1,0,0,0,0,0,0,0,0,0,0
10616,2,1,0,0,0,0,0,0,0,0,0,0
10617,0,1,0,0,0,0,0,0,0,0,0,0
